xi	eta	x	y	stress_r	stress_theta
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 3.0178340011e+01	 5.2551999125e-03
 0.0000000000e+00	 5.8823529412e-03	 9.9996527899e-01	 8.3331160240e-03	 3.0176172005e+01	 5.6150149669e-03
 0.0000000000e+00	 1.1764705882e-02	 9.9986064260e-01	 1.6694172137e-02	 3.0167873834e+01	 5.8613517415e-03
 0.0000000000e+00	 1.7647058824e-02	 9.9968538642e-01	 2.5082427705e-02	 3.0153513716e+01	 6.0210401036e-03
 0.0000000000e+00	 2.3529411765e-02	 9.9943881383e-01	 3.3497125286e-02	 3.0133140321e+01	 6.1199308961e-03
 0.0000000000e+00	 2.9411764706e-02	 9.9912023645e-01	 4.1937490654e-02	 3.0106782859e+01	 6.1824753540e-03
 0.0000000000e+00	 3.5294117647e-02	 9.9872897451e-01	 5.0402732834e-02	 3.0074451200e+01	 6.2313210599e-03
 0.0000000000e+00	 4.1176470588e-02	 9.9826435734e-01	 5.8892044155e-02	 3.0036136039e+01	 6.2869274982e-03
 0.0000000000e+00	 4.7058823529e-02	 9.9772572376e-01	 6.7404600309e-02	 2.9991809096e+01	 6.3672039782e-03
 0.0000000000e+00	 5.2941176471e-02	 9.9711242253e-01	 7.5939560420e-02	 2.9941423351e+01	 6.4871723723e-03
 0.0000000000e+00	 5.8823529412e-02	 9.9642381276e-01	 8.4496067130e-02	 2.9884913309e+01	 6.6586567648e-03
 5.8823529412e-03	 0.0000000000e+00	 1.0058823529e+00	 0.0000000000e+00	 2.9765714242e+01	 1.7434070501e-01
 5.8823529412e-03	 5.8823529412e-03	 1.0058474277e+00	 8.3821343536e-03	 2.9763648352e+01	 1.7462691018e-01
 5.8823529412e-03	 1.1764705882e-02	 1.0057421758e+00	 1.6792373149e-02	 2.9755554411e+01	 1.7476510901e-01
 5.8823529412e-03	 1.7647058824e-02	 1.0055658887e+00	 2.5229971398e-02	 2.9741496954e+01	 1.7478132541e-01
 5.8823529412e-03	 2.3529411765e-02	 1.0053178657e+00	 3.3694167200e-02	 2.9721520915e+01	 1.7469988259e-01
 5.8823529412e-03	 2.9411764706e-02	 1.0049974143e+00	 4.2184181775e-02	 2.9695651729e+01	 1.7454298187e-01
 5.8823529412e-03	 3.5294117647e-02	 1.0046038508e+00	 5.0699219497e-02	 2.9663895463e+01	 1.7433030101e-01
 5.8823529412e-03	 4.1176470588e-02	 1.0041365006e+00	 5.9238467944e-02	 2.9626239000e+01	 1.7407861557e-01
 5.8823529412e-03	 4.7058823529e-02	 1.0035946986e+00	 6.7801097958e-02	 2.9582650248e+01	 1.7380144613e-01
 5.8823529412e-03	 5.2941176471e-02	 1.0029777897e+00	 7.6386263717e-02	 2.9533078382e+01	 1.7350873376e-01
 5.8823529412e-03	 5.8823529412e-02	 1.0022851293e+00	 8.4993102819e-02	 2.9477454127e+01	 1.7320654611e-01
 1.1764705882e-02	 0.0000000000e+00	 1.0117647059e+00	 0.0000000000e+00	 2.9365371431e+01	 3.3862419803e-01
 1.1764705882e-02	 5.8823529412e-03	 1.0117295764e+00	 8.4311526831e-03	 2.9363396368e+01	 3.3885225322e-01
 1.1764705882e-02	 1.1764705882e-02	 1.0116237090e+00	 1.6890574162e-02	 2.9355496306e+01	 3.3889536933e-01
 1.1764705882e-02	 1.7647058824e-02	 1.0114463910e+00	 2.5377515090e-02	 2.9341732258e+01	 3.3877939409e-01
 1.1764705882e-02	 2.3529411765e-02	 1.0111969175e+00	 3.3891209113e-02	 2.9322145616e+01	 3.3852774489e-01
 1.1764705882e-02	 2.9411764706e-02	 1.0108745922e+00	 4.2430872897e-02	 2.9296758259e+01	 3.3816098720e-01
 1.1764705882e-02	 3.5294117647e-02	 1.0104787271e+00	 5.0995706161e-02	 2.9265572708e+01	 3.3769643594e-01
