xi	eta	x	y	stress_r	stress_theta
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 3.0834694555e+01	 9.6144137501e-01
 0.0000000000e+00	 5.0000000000e-02	 9.9742844691e-01	 7.1669333080e-02	 3.0182020268e+01	-2.2520153901e-01
 0.0000000000e+00	 1.0000000000e-01	 9.8944345048e-01	 1.4491948904e-01	 2.9452030420e+01	-7.4771884323e-01
 0.0000000000e+00	 1.5000000000e-01	 9.7568388346e-01	 2.1918248005e-01	 2.8539010471e+01	-7.7711221750e-01
 0.0000000000e+00	 2.0000000000e-01	 9.5586324611e-01	 2.9381193773e-01	 2.7250792077e+01	-5.4066926866e-01
 0.0000000000e+00	 2.5000000000e-01	 9.2978830106e-01	 3.6809470958e-01	 2.5316858229e+01	-3.1981164685e-01
 0.0000000000e+00	 3.0000000000e-01	 8.9737565000e-01	 4.4126742776e-01	 2.2700008977e+01	-2.0400027897e-01
 0.0000000000e+00	 3.5000000000e-01	 8.5866475921e-01	 5.1253763891e-01	 1.9673930469e+01	-7.1879485335e-02
 0.0000000000e+00	 4.0000000000e-01	 8.1382603605e-01	 5.8110858112e-01	 1.6473882864e+01	 9.2727476963e-02
 0.0000000000e+00	 4.5000000000e-01	 7.6316284108e-01	 6.4620621940e-01	 1.3396423181e+01	 3.5356560621e-01
 0.0000000000e+00	 5.0000000000e-01	 7.0710678119e-01	 7.0710678119e-01	 1.0610737646e+01	 7.7747405251e-01
 5.0000000000e-02	 0.0000000000e+00	 1.0625000000e+00	 0.0000000000e+00	 2.7342014120e+01	 2.3581403510e+00
 5.0000000000e-02	 5.0000000000e-02	 1.0597677248e+00	 7.6148666394e-02	 2.6913369898e+01	 1.8737937976e+00
 5.0000000000e-02	 1.0000000000e-01	 1.0512836661e+00	 1.5397695710e-01	 2.6284318434e+01	 1.6047486989e+00
 5.0000000000e-02	 1.5000000000e-01	 1.0366641262e+00	 2.3288138505e-01	 2.5450748042e+01	 1.5235360268e+00
 5.0000000000e-02	 2.0000000000e-01	 1.0156046990e+00	 3.1217518383e-01	 2.4298199103e+01	 1.5086948923e+00
 5.0000000000e-02	 2.5000000000e-01	 9.8790006987e-01	 3.9110062892e-01	 2.2594400236e+01	 1.3633911687e+00
 5.0000000000e-02	 3.0000000000e-01	 9.5346162812e-01	 4.6884664199e-01	 2.0307726009e+01	 1.1014732092e+00
 5.0000000000e-02	 3.5000000000e-01	 9.1233130666e-01	 5.4457124134e-01	 1.7608572405e+01	 7.7171598975e-01
 5.0000000000e-02	 4.0000000000e-01	 8.6469016330e-01	 6.1742786744e-01	 1.4811427033e+01	 4.3879832252e-01
 5.0000000000e-02	 4.5000000000e-01	 8.1086051865e-01	 6.8659410811e-01	 1.2302907525e+01	 2.0503032559e-01
 5.0000000000e-02	 5.0000000000e-01	 7.5130095501e-01	 7.5130095501e-01	 1.0294534007e+01	 9.4313987631e-02
 1.0000000000e-01	 0.0000000000e+00	 1.1250000000e+00	 0.0000000000e+00	 2.4076954401e+01	 2.6847167629e+00
 1.0000000000e-01	 5.0000000000e-02	 1.1221070028e+00	 8.0627999708e-02	 2.3816956611e+01	 2.5806246419e+00
 1.0000000000e-01	 1.0000000000e-01	 1.1131238818e+00	 1.6303442516e-01	 2.3301472803e+01	 2.4633542777e+00
 1.0000000000e-01	 1.5000000000e-01	 1.0976443689e+00	 2.4658029004e-01	 2.2639863062e+01	 2.4477122693e+00
 1.0000000000e-01	 2.0000000000e-01	 1.0753461519e+00	 3.3053842993e-01	 2.1784077619e+01	 2.4437511577e+00
