要素番号	ガウス点番号	xx	yy	xy	zz
4	2	-1.552238964288633e-05	4.599495815641168e-05	6.160291112312677e-07	0.000000000000000e+00
4	3	-1.573544770715102e-05	4.554176587290126e-05	1.019828700841970e-06	0.000000000000000e+00
4	4	-1.071255982471593e-05	4.670738165382959e-05	3.075407775204374e-06	0.000000000000000e+00
4	5	-1.352171883843134e-05	4.586340947802776e-05	3.029929629786035e-06	0.000000000000000e+00
4	6	-1.556416751010168e-05	4.586535681869665e-05	2.791290940027739e-06	0.000000000000000e+00
4	7	-1.588586801036299e-05	4.613321449808860e-05	2.473893049215923e-06	0.000000000000000e+00
4	8	-1.202709857132513e-05	4.696921006159343e-05	5.378418909886515e-06	0.000000000000000e+00
4	9	-1.483225004407919e-05	4.611569116537671e-05	6.140916290408983e-06	0.000000000000000e+00
4	10	-1.670606069983628e-05	4.634373495020322e-05	5.859182595632758e-06	0.000000000000000e+00
4	11	-1.677326435665824e-05	4.677172437726099e-05	4.821767537374694e-06	0.000000000000000e+00
4	12	-1.361314939573098e-05	4.821791674947648e-05	6.083014253452908e-06	0.000000000000000e+00
4	13	-1.633238147732558e-05	4.746912105902760e-05	7.554232892102142e-06	0.000000000000000e+00
4	14	-1.794446404202810e-05	4.720663977068380e-05	7.670127112988149e-06	0.000000000000000e+00
4	15	-1.769638538770043e-05	4.715904440251918e-05	6.441956745527237e-06	0.000000000000000e+00
5	0	-1.541694516766902e-05	4.539708221823219e-05	1.096183352763403e-06	0.000000000000000e+00
5	1	-1.500182784461578e-05	4.529875050390535e-05	9.131533379115612e-07	0.000000000000000e+00
5	2	-1.502329040116508e-05	4.536012390571148e-05	3.403870150204096e-07	0.000000000000000e+00
5	3	-1.547130757149416e-05	4.541667794105148e-05	-6.587738426050818e-08	0.000000000000000e+00
5	4	-1.566425720027261e-05	4.619604987784006e-05	2.263886081320742e-06	0.000000000000000e+00
5	5	-1.536326818050537e-05	4.606663290579428e-05	1.900848637498209e-06	0.000000000000000e+00
5	6	-1.537178624443792e-05	4.562627263305149e-05	1.516872990144204e-06	0.000000000000000e+00
