xi	eta	x	y	stress_r	stress_theta
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 3.0764199403e+01	 1.7998494261e-03
 0.0000000000e+00	 7.4074074074e-03	 9.9994489297e-01	 1.0498143933e-02	 3.0759778050e+01	 1.0625880999e-03
 0.0000000000e+00	 1.4814814815e-02	 9.9977862859e-01	 2.1040290185e-02	 3.0746542077e+01	 1.1914139222e-03
 0.0000000000e+00	 2.2222222222e-02	 9.9949980627e-01	 3.1624946766e-02	 3.0724025150e+01	 1.6276084520e-03
 0.0000000000e+00	 2.9629629630e-02	 9.9910704558e-01	 4.2250579451e-02	 3.0691819191e+01	 1.9746740236e-03
 0.0000000000e+00	 3.7037037037e-02	 9.9859898759e-01	 5.2915611885e-02	 3.0649575769e+01	 1.9915617628e-03
 7.4074074074e-03	 0.0000000000e+00	 1.0074074074e+00	 0.0000000000e+00	 3.0239319298e+01	 2.2194428552e-01
 7.4074074074e-03	 7.4074074074e-03	 1.0073518922e+00	 1.0575907962e-02	 3.0234555134e+01	 2.2136506330e-01
 7.4074074074e-03	 1.4814814815e-02	 1.0071843962e+00	 2.1196144186e-02	 3.0221270283e+01	 2.2133797022e-01
 7.4074074074e-03	 2.2222222222e-02	 1.0069035085e+00	 3.1859205630e-02	 3.0199045407e+01	 2.2141664708e-01
 7.4074074074e-03	 2.9629629630e-02	 1.0065078385e+00	 4.2563546706e-02	 3.0167518138e+01	 2.2131902487e-01
 7.4074074074e-03	 3.7037037037e-02	 1.0059960171e+00	 5.3307579380e-02	 3.0126384368e+01	 2.2091949816e-01
 1.4814814815e-02	 0.0000000000e+00	 1.0148148148e+00	 0.0000000000e+00	 2.9732750153e+01	 4.3258877032e-01
 1.4814814815e-02	 7.4074074074e-03	 1.0147588914e+00	 1.0653671991e-02	 2.9727895967e+01	 4.3216799674e-01
 1.4814814815e-02	 1.4814814815e-02	 1.0145901638e+00	 2.1351998187e-02	 2.9714751308e+01	 4.3204393796e-01
 1.4814814815e-02	 2.2222222222e-02	 1.0143072108e+00	 3.2093464495e-02	 2.9692925149e+01	 4.3184559666e-01
 1.4814814815e-02	 2.9629629630e-02	 1.0139086314e+00	 4.2876513961e-02	 2.9662082754e+01	 4.3137002274e-01
 1.4814814815e-02	 3.7037037037e-02	 1.0133930467e+00	 5.3699546876e-02	 2.9621946912e+01	 4.3057352410e-01
 2.2222222222e-02	 0.0000000000e+00	 1.0222222222e+00	 0.0000000000e+00	 2.9243423094e+01	 6.3327521869e-01
 2.2222222222e-02	 7.4074074074e-03	 1.0221658906e+00	 1.0731436021e-02	 2.9238637224e+01	 6.3297451007e-01
 2.2222222222e-02	 1.4814814815e-02	 1.0219959314e+00	 2.1507852189e-02	 2.9225757963e+01	 6.3278449251e-01
 2.2222222222e-02	 2.2222222222e-02	 1.0217109131e+00	 3.2327723360e-02	 2.9204404938e+01	 6.3237328747e-01
 2.2222222222e-02	 2.9629629630e-02	 1.0213094244e+00	 4.3189481216e-02	 2.9174254051e+01	 6.3158244745e-01
 2.2222222222e-02	 3.7037037037e-02	 1.0207900762e+00	 5.4091514371e-02	 2.9135038697e+01	 6.3041729180e-01
 2.9629629630e-02	 0.0000000000e+00	 1.0296296296e+00	 0.0000000000e+00	 2.8770302277e+01	 8.2355969659e-01
 2.9629629630e-02	 7.4074074074e-03	 1.0295728898e+00	 1.0809200050e-02	 2.8765651717e+01	 8.2330323202e-01
 2.9629629630e-02	 1.4814814815e-02	 1.0294016991e+00	 2.1663706190e-02	 2.8753101422e+01	 8.2305118958e-01
 2.9629629630e-02	 2.2222222222e-02	 1.0291146153e+00	 3.2561982225e-02	 2.8732264980e+01	 8.2247534842e-01
 2.9629629630e-02	 2.9629629630e-02	 1.0287102173e+00	 4.3502448472e-02	 2.8702812953e+01	 8.2142786681e-01
 2.9629629630e-02	 3.7037037037e-02	 1.0281871057e+00	 5.4483481867e-02	 2.8664474130e+01	 8.1993082639e-01
 3.7037037037e-02	 0.0000000000e+00	 1.0370370370e+00	 0.0000000000e+00	 2.8312383701e+01	 1.0030119170e+00
 3.7037037037e-02	 7.4074074074e-03	 1.0369798890e+00	 1.0886964079e-02	 2.8307847108e+01	 1.0026877475e+00
 3.7037037037e-02	 1.4814814815e-02	 1.0368074667e+00	 2.1819560192e-02	 2.8295629860e+01	 1.0023513855e+00
 3.7037037037e-02	 2.2222222222e-02	 1.0365183176e+00	 3.2796241090e-02	 2.8275323715e+01	 1.0016436155e+00
 3.7037037037e-02	 2.9629629630e-02	 1.0361110102e+00	 4.3815415727e-02	 2.8246578876e+01	 1.0003940494e+00
