patch_n	x	y	stress_yy
0	 0.000000e+00	 0.000000e+00	 4.595722e-01
0	 7.407407e-02	 0.000000e+00	 6.229588e-01
0	 1.481481e-01	 0.000000e+00	 7.186928e-01
0	 2.222222e-01	 0.000000e+00	 7.394067e-01
0	 2.962963e-01	 0.000000e+00	 6.777329e-01
0	 3.703704e-01	 0.000000e+00	 5.263039e-01
0	 3.703704e-01	 0.000000e+00	 5.263039e-01
0	 4.444444e-01	 0.000000e+00	 3.354268e-01
0	 5.185185e-01	 0.000000e+00	 1.740891e-01
0	 5.925926e-01	 0.000000e+00	 6.294335e-02
0	 6.666667e-01	 0.000000e+00	 2.264212e-02
0	 7.407407e-01	 0.000000e+00	 7.383800e-02
0	 7.407407e-01	 0.000000e+00	 7.383800e-02
0	 8.148148e-01	 0.000000e+00	 2.904028e-02
0	 8.888889e-01	 0.000000e+00	-2.605218e-01
0	 9.629630e-01	 0.000000e+00	-7.161156e-01
0	 1.037037e+00	 0.000000e+00	-1.259009e+00
0	 1.111111e+00	 0.000000e+00	-1.810469e+00
0	 1.111111e+00	 0.000000e+00	-1.810469e+00
0	 1.185185e+00	 0.000000e+00	-2.159434e+00
0	 1.259259e+00	 0.000000e+00	-2.234323e+00
0	 1.333333e+00	 0.000000e+00	-2.165619e+00
0	 1.407407e+00	 0.000000e+00	-2.083806e+00
0	 1.481481e+00	 0.000000e+00	-2.119368e+00
0	 1.481481e+00	 0.000000e+00	-2.119368e+00
0	 1.555556e+00	 0.000000e+00	-1.890871e+00
0	 1.629630e+00	 0.000000e+00	-9.402295e-01
0	 1.703704e+00	 0.000000e+00	 7.170434e-01
0	 1.777778e+00	 0.000000e+00	 3.065436e+00
0	 1.851852e+00	 0.000000e+00	 6.089438e+00
0	 1.851852e+00	 0.000000e+00	 6.089438e+00
0	 1.925926e+00	 0.000000e+00	 8.965215e+00
0	 2.000000e+00	 0.000000e+00	 1.093352e+01
0	 2.074074e+00	 0.000000e+00	 1.207570e+01
0	 2.148148e+00	 0.000000e+00	 1.247312e+01
0	 2.222222e+00	 0.000000e+00	 1.220714e+01
0	 2.222222e+00	 0.000000e+00	 1.220714e+01
0	 2.296296e+00	 0.000000e+00	 1.173401e+01
0	 2.370370e+00	 0.000000e+00	 1.143463e+01
0	 2.444444e+00	 0.000000e+00	 1.127740e+01
0	 2.518519e+00	 0.000000e+00	 1.123066e+01
0	 2.592593e+00	 0.000000e+00	 1.126281e+01
0	 2.592593e+00	 0.000000e+00	 1.126281e+01
0	 2.666667e+00	 0.000000e+00	 1.128781e+01
0	 2.740741e+00	 0.000000e+00	 1.125207e+01
0	 2.814815e+00	 0.000000e+00	 1.117262e+01
0	 2.888889e+00	 0.000000e+00	 1.106648e+01
0	 2.962963e+00	 0.000000e+00	 1.095069e+01
0	 2.962963e+00	 0.000000e+00	 1.095069e+01
0	 3.037037e+00	 0.000000e+00	 1.085884e+01
0	 3.111111e+00	 0.000000e+00	 1.080574e+01
0	 3.185185e+00	 0.000000e+00	 1.078019e+01
0	 3.259259e+00	 0.000000e+00	 1.077099e+01
0	 3.333333e+00	 0.000000e+00	 1.076696e+01
0	 3.333333e+00	 0.000000e+00	 1.076696e+01
0	 3.407407e+00	 0.000000e+00	 1.075233e+01
0	 3.481481e+00	 0.000000e+00	 1.072269e+01
0	 3.555556e+00	 0.000000e+00	 1.068390e+01
0	 3.629630e+00	 0.000000e+00	 1.064179e+01
0	 3.703704e+00	 0.000000e+00	 1.060219e+01
0	 3.703704e+00	 0.000000e+00	 1.060219e+01
0	 3.777778e+00	 0.000000e+00	 1.057148e+01
0	 3.851852e+00	 0.000000e+00	 1.055003e+01
0	 3.925926e+00	 0.000000e+00	 1.053475e+01
0	 4.000000e+00	 0.000000e+00	 1.052253e+01
0	 4.074074e+00	 0.000000e+00	 1.051027e+01
0	 4.074074e+00	 0.000000e+00	 1.051027e+01
0	 4.148148e+00	 0.000000e+00	 1.049515e+01
0	 4.222222e+00	 0.000000e+00	 1.047737e+01
0	 4.296296e+00	 0.000000e+00	 1.045829e+01
0	 4.370370e+00	 0.000000e+00	 1.043929e+01
0	 4.444444e+00	 0.000000e+00	 1.042175e+01
0	 4.444444e+00	 0.000000e+00	 1.042175e+01
0	 4.518519e+00	 0.000000e+00	 1.040655e+01
0	 4.592593e+00	 0.000000e+00	 1.039324e+01
0	 4.666667e+00	 0.000000e+00	 1.038120e+01
0	 4.740741e+00	 0.000000e+00	 1.036981e+01
0	 4.814815e+00	 0.000000e+00	 1.035843e+01
0	 4.814815e+00	 0.000000e+00	 1.035843e+01
0	 4.888889e+00	 0.000000e+00	 1.034671e+01
0	 4.962963e+00	 0.000000e+00	 1.033484e+01
0	 5.037037e+00	 0.000000e+00	 1.032304e+01
0	 5.111111e+00	 0.000000e+00	 1.031154e+01
0	 5.185185e+00	 0.000000e+00	 1.030055e+01
0	 5.185185e+00	 0.000000e+00	 1.030055e+01
0	 5.259259e+00	 0.000000e+00	 1.029011e+01
0	 5.333333e+00	 0.000000e+00	 1.028003e+01
0	 5.407407e+00	 0.000000e+00	 1.027022e+01
0	 5.481481e+00	 0.000000e+00	 1.026061e+01
0	 5.555556e+00	 0.000000e+00	 1.025110e+01
0	 5.555556e+00	 0.000000e+00	 1.025110e+01
0	 5.629630e+00	 0.000000e+00	 1.024169e+01
0	 5.703704e+00	 0.000000e+00	 1.023241e+01
0	 5.777778e+00	 0.000000e+00	 1.022328e+01
0	 5.851852e+00	 0.000000e+00	 1.021430e+01
0	 5.925926e+00	 0.000000e+00	 1.020549e+01
0	 5.925926e+00	 0.000000e+00	 1.020549e+01
0	 6.000000e+00	 0.000000e+00	 1.019680e+01
0	 6.074074e+00	 0.000000e+00	 1.018819e+01
0	 6.148148e+00	 0.000000e+00	 1.017965e+01
0	 6.222222e+00	 0.000000e+00	 1.017118e+01
0	 6.296296e+00	 0.000000e+00	 1.016278e+01
0	 6.296296e+00	 0.000000e+00	 1.016278e+01
0	 6.370370e+00	 0.000000e+00	 1.015445e+01
0	 6.444444e+00	 0.000000e+00	 1.014618e+01
0	 6.518519e+00	 0.000000e+00	 1.013797e+01
0	 6.592593e+00	 0.000000e+00	 1.012980e+01
0	 6.666667e+00	 0.000000e+00	 1.012168e+01
0	 6.666667e+00	 0.000000e+00	 1.012168e+01
0	 6.740741e+00	 0.000000e+00	 1.011356e+01
0	 6.814815e+00	 0.000000e+00	 1.010544e+01
0	 6.888889e+00	 0.000000e+00	 1.009732e+01
0	 6.962963e+00	 0.000000e+00	 1.008919e+01
0	 7.037037e+00	 0.000000e+00	 1.008107e+01
0	 7.037037e+00	 0.000000e+00	 1.008107e+01
0	 7.111111e+00	 0.000000e+00	 1.007293e+01
0	 7.185185e+00	 0.000000e+00	 1.006478e+01
0	 7.259259e+00	 0.000000e+00	 1.005660e+01
0	 7.333333e+00	 0.000000e+00	 1.004839e+01
0	 7.407407e+00	 0.000000e+00	 1.004014e+01
0	 7.407407e+00	 0.000000e+00	 1.004014e+01
0	 7.481481e+00	 0.000000e+00	 1.003183e+01
0	 7.555556e+00	 0.000000e+00	 1.002346e+01
0	 7.629630e+00	 0.000000e+00	 1.001503e+01
0	 7.703704e+00	 0.000000e+00	 1.000651e+01
0	 7.777778e+00	 0.000000e+00	 9.997921e+00
0	 7.777778e+00	 0.000000e+00	 9.997921e+00
