e	gp_n	disp_x	disp_y
311	7	-5.484296952745509e-05	1.068985232665292e-05
311	8	-5.348279083314658e-05	1.383366279584273e-05
311	9	-5.374587474610881e-05	1.372903026098847e-05
311	10	-5.407512622481626e-05	1.360659519092081e-05
311	11	-5.431764602382709e-05	1.352292744679300e-05
311	12	-5.301638518804428e-05	1.608428232727806e-05
311	13	-5.327280904600971e-05	1.596398142414316e-05
311	14	-5.359416642410512e-05	1.582323667211739e-05
311	15	-5.383117457151230e-05	1.572705047724161e-05
312	0	-5.529341878741214e-05	8.522109446292875e-06
312	1	-5.553279353870664e-05	8.476204411447292e-06
312	2	-5.583401158229722e-05	8.423618018134648e-06
312	3	-5.605718750253461e-05	8.388568720388686e-06
312	4	-5.497197338699597e-05	1.065690488133029e-05
312	5	-5.520810986315418e-05	1.059995245028722e-05
312	6	-5.550542938184589e-05	1.053474167610539e-05
312	7	-5.572583200593838e-05	1.049129740866695e-05
312	8	-5.444367287407138e-05	1.348174848507708e-05
312	9	-5.467454191085087e-05	1.341057381615980e-05
312	10	-5.496553942637349e-05	1.332908948733296e-05
312	11	-5.518145649939538e-05	1.327480863073878e-05
312	12	-5.395443503214250e-05	1.567969920241512e-05
312	13	-5.418040688457973e-05	1.559782919374377e-05
312	14	-5.446554919025971e-05	1.550405497606523e-05
312	15	-5.467735557403145e-05	1.544155806299689e-05
313	0	-5.617363907056021e-05	8.371643626095899e-06
313	1	-5.638785052200307e-05	8.343020599659461e-06
313	2	-5.665949301670017e-05	8.311563062730781e-06
313	3	-5.686222037048539e-05	8.291711300672262e-06
313	4	-5.584087181652220e-05	1.047032350425324e-05
313	5	-5.605254725964604e-05	1.043486260219014e-05
313	6	-5.632109154679827e-05	1.039591540722796e-05
313	7	-5.652159893609285e-05	1.037136342641550e-05
313	8	-5.529421635630211e-05	1.324860329288887e-05
313	9	-5.550180294455578e-05	1.320429879592233e-05
313	10	-5.576536956267826e-05	1.315565173601615e-05
313	11	-5.596232908489082e-05	1.312500504307495e-05
313	12	-5.478805018420207e-05	1.541137734882117e-05
313	13	-5.499198222205026e-05	1.536033690113450e-05
313	14	-5.525118147154043e-05	1.530426556204193e-05
313	15	-5.544507774790302e-05	1.526891975588608e-05
314	0	-5.696847851175321e-05	8.282559450611405e-06
314	1	-5.716478839400956e-05	8.267955809792352e-06
314	2	-5.741537128122931e-05	8.253768708084947e-06
314	3	-5.760362400698370e-05	8.246452568072941e-06
314	4	-5.662672780657328e-05	1.036005643698695e-05
314	5	-5.682101467883257e-05	1.034203437514590e-05
314	6	-5.706912943688174e-05	1.032455112012004e-05
314	7	-5.725561036453059e-05	1.031553877435475e-05
314	8	-5.606566188673691e-05	1.311090175437036e-05
314	9	-5.625674806716691e-05	1.308844020300355e-05
314	10	-5.650098548708283e-05	1.306666041165556e-05
314	11	-5.668469999874512e-05	1.305541553172977e-05
314	12	-5.554687362677363e-05	1.525264558687410e-05
314	13	-5.573524273066151e-05	1.522670793217997e-05
314	14	-5.597622814510939e-05	1.520150883548401e-05
314	15	-5.615765051701775e-05	1.518844419291725e-05
315	0	-5.770273086214425e-05	8.243756901231201e-06
315	1	-5.788660929309955e-05	8.240868289115184e-06
315	2	-5.812271896724950e-05	8.241182064120866e-06
315	3	-5.830104713301603e-05	8.244378865020407e-06
315	4	-5.735381324957362e-05	1.031221302399576e-05
315	5	-5.753606387681806e-05	1.030863104663391e-05
315	6	-5.777016183579438e-05	1.030896520596550e-05
315	7	-5.794701871422648e-05	1.031285116032796e-05
315	8	-5.678149648307251e-05	1.305124797718580e-05
315	9	-5.696122654434542e-05	1.304670730186849e-05
315	10	-5.719224837920562e-05	1.304697143091558e-05
315	11	-5.736690056386136e-05	1.305166983005686e-05
315	12	-5.625329122034862e-05	1.518357300282076e-05
315	13	-5.643096733749601e-05	1.517819089988228e-05
315	14	-5.665951729671446e-05	1.517827246291738e-05
315	15	-5.683242608647807e-05	1.518350740013712e-05
316	0	-5.839522846439253e-05	8.247072567330972e-06
316	1	-5.857051129980916e-05	8.253921931984422e-06
316	2	-5.879671014686236e-05	8.266313155576757e-06
316	3	-5.896847567808444e-05	8.278382451086999e-06
316	4	-5.804043781533626e-05	1.031613851853859e-05
316	5	-5.821432902455412e-05	1.032451117173405e-05
316	6	-5.843879008258333e-05	1.033966984886688e-05
316	7	-5.860929051583178e-05	1.035443272527047e-05
316	8	-5.745919845679239e-05	1.305568349187014e-05
316	9	-5.763108314553947e-05	1.306594870927251e-05
316	10	-5.785310500138925e-05	1.308457461159060e-05
316	11	-5.802187061678468e-05	1.310271773077965e-05
316	12	-5.692384819682598e-05	1.518803804563278e-05
316	13	-5.709418314000934e-05	1.519969033742655e-05
316	14	-5.731434017139600e-05	1.522090314229785e-05
316	15	-5.748178090146394e-05	1.524158532175517e-05
317	0	-5.905953610584363e-05	8.285697070522941e-06
317	1	-5.922960797860548e-05	8.301007890268741e-06
317	2	-5.944996956841658e-05	8.323884584637713e-06
317	3	-5.961772535736695e-05	8.343435854912389e-06
317	4	-5.869970405021197e-05	1.036337648113331e-05
317	5	-5.886859836675284e-05	1.038209663165781e-05
317	6	-5.908741645385334e-05	1.041009711684924e-05
317	7	-5.925391895349514e-05	1.043407480691143e-05
317	8	-5.811140925068679e-05	1.311370471891079e-05
317	9	-5.827873944457782e-05	1.313670204433228e-05
317	10	-5.849559460699471e-05	1.317115746527777e-05
317	11	-5.866059475591441e-05	1.320075307352172e-05
317	12	-5.757064802897646e-05	1.525410994661887e-05
317	13	-5.773677795136746e-05	1.528033222125724e-05
317	14	-5.795217170346522e-05	1.531967861091377e-05
317	15	-5.811612886652320e-05	1.535356049396548e-05
318	0	-5.970673278962396e-05	8.354502287588880e-06
318	1	-5.987316212914132e-05	8.376418603518167e-06
318	2	-6.008971134545110e-05	8.407234050398929e-06
318	3	-6.025574487558835e-05	8.432506006176177e-06
318	4	-5.934221613193822e-05	1.044767017712589e-05
318	5	-5.950724960417858e-05	1.047465699850901e-05
318	6	-5.972199049453064e-05	1.051277661067522e-05
318	7	-5.988677775577142e-05	1.054421622535296e-05
318	8	-5.874807788373118e-05	1.321757880509800e-05
318	9	-5.891157137419282e-05	1.325108614122957e-05
318	10	-5.912438734959047e-05	1.329868299243203e-05
318	11	-5.928787230381032e-05	1.333818864665243e-05
318	12	-5.820308508705023e-05	1.537286467338407e-05
318	13	-5.836564218361140e-05	1.541139413412639e-05
318	14	-5.857732508009401e-05	1.546628835286789e-05
318	15	-5.874000554165846e-05	1.551197186213866e-05
319	0	-6.034439217197517e-05	8.446537036235860e-06
319	1	-6.051035364912038e-05	8.473704652275186e-06
319	2	-6.072585417974931e-05	8.510367857546246e-06
319	3	-6.089080426123998e-05	8.539133881838903e-06
319	4	-5.997485262723752e-05	1.056174677390505e-05
319	5	-6.013981301450571e-05	1.059583082520181e-05
319	6	-6.035347809498148e-05	1.064207874769632e-05
319	7	-6.051688271596128e-05	1.067869933465002e-05
319	8	-5.937535218048834e-05	1.336031860784518e-05
319	9	-5.953950444210992e-05	1.340359231121959e-05
319	10	-5.975158583519886e-05	1.346267330391773e-05
319	11	-5.991351331185315e-05	1.350993095558172e-05
319	12	-5.882708257462009e-05	1.553760565895860e-05
319	13	-5.899071040658420e-05	1.558788848725921e-05
319	14	-5.920220982899808e-05	1.565686427550678e-05
319	15	-5.936340046108481e-05	1.571231349701725e-05
320	0	-6.097880402637699e-05	8.554620944862882e-06
320	1	-6.114424476910423e-05	8.583803541876235e-06
320	2	-6.136062430963037e-05	8.621639181864984e-06
320	3	-6.152679376577236e-05	8.650037711930350e-06
320	4	-6.060410972996996e-05	1.069858082496971e-05
320	5	-6.076827523998826e-05	1.073643018738251e-05
320	6	-6.098331495084404e-05	1.078642150842801e-05
320	7	-6.114868529978121e-05	1.082481046622723e-05
320	8	-6.000003083971358e-05	1.353584556200186e-05
320	9	-6.016314057043192e-05	1.358578437478739e-05
320	10	-6.037728409935526e-05	1.365312986261058e-05
320	11	-6.054227702281413e-05	1.370610120762646e-05
320	12	-5.944958021176343e-05	1.574290621471910e-05
320	13	-5.961228227191076e-05	1.580230727158556e-05
320	14	-5.982627443837375e-05	1.588340027479255e-05
320	15	-5.999138022599351e-05	1.594803915942984e-05
321	0	-6.161543960995891e-05	8.664834055965432e-06
321	1	-6.178198595210647e-05	8.691669502091728e-06
321	2	-6.199988576124851e-05	8.724012898289926e-06
321	3	-6.216754348807779e-05	8.746009908250727e-06
321	4	-6.123698009833103e-05	1.084517844231972e-05
321	5	-6.140305263365776e-05	1.088298759245447e-05
321	6	-6.162091467827169e-05	1.093086968238583e-05
321	7	-6.178918345579137e-05	1.096589950785512e-05
321	8	-6.063046240686900e-05	1.373471777870709e-05
321	9	-6.079653143982061e-05	1.378898591009243e-05
321	10	-6.101498140199831e-05	1.386055065048616e-05
321	11	-6.118433057778089e-05	1.391568582086774e-05
321	12	-6.007968763239469e-05	1.598329307367809e-05
321	13	-6.024610295174584e-05	1.605087131435659e-05
321	14	-6.046531089849271e-05	1.614170773153442e-05
321	15	-6.063554293458037e-05	1.621328334082264e-05
322	0	-6.225717722229460e-05	8.756519364339406e-06
322	1	-6.242609876636934e-05	8.773670687458232e-06
322	2	-6.264851024827447e-05	8.790538385436732e-06
322	3	-6.282105696927461e-05	8.798838432200906e-06
322	4	-6.187942818184235e-05	1.098381109535505e-05
322	5	-6.205007121298294e-05	1.101585594528055e-05
322	6	-6.227581472137567e-05	1.105455010660948e-05
322	7	-6.245170718192056e-05	1.108180038606048e-05
322	8	-6.127542624864459e-05	1.394508417279643e-05
322	9	-6.144817376952638e-05	1.400014107598593e-05
322	10	-6.167742931483646e-05	1.407145691228341e-05
322	11	-6.185639073326986e-05	1.412546901833195e-05
322	12	-6.072723555734044e-05	1.625209846841465e-05
322	13	-6.090132697423486e-05	1.632604499041035e-05
322	14	-6.113264328363186e-05	1.642411440703988e-05
322	15	-6.131329889182706e-05	1.649999438352438e-05
323	0	-4.451447062660392e-05	2.344066667880001e-05
323	1	-4.521621140117994e-05	2.285558991908071e-05
323	2	-4.606242851440192e-05	2.215498145178066e-05
323	3	-4.666258191507253e-05	2.166226609929062e-05
323	4	-4.430416086836096e-05	2.645734103703886e-05
323	5	-4.497154460742947e-05	2.580345958968746e-05
323	6	-4.577672185404954e-05	2.502038751611806e-05
323	7	-4.634809769645150e-05	2.446967155101425e-05
323	8	-4.398925977231712e-05	3.040321530923146e-05
323	9	-4.460594603606241e-05	2.966296159316539e-05
323	10	-4.535053919096421e-05	2.877635098477377e-05
323	11	-4.587944182658361e-05	2.815280566379003e-05
323	12	-4.371669161042914e-05	3.343169708620304e-05
323	13	-4.429017459698770e-05	3.262828219636087e-05
323	14	-4.498311040055089e-05	3.166597060198539e-05
323	15	-4.547578415054502e-05	3.098918286066726e-05
324	0	-4.696667422772367e-05	2.141422437865619e-05
324	1	-4.750995806777055e-05	2.097439026622831e-05
324	2	-4.816945796616031e-05	2.044779759193590e-05
324	3	-4.864092913212291e-05	2.007777995331729e-05
324	4	-4.663773188248073e-05	2.419244395653932e-05
324	5	-4.715542248050396e-05	2.370088665590867e-05
324	6	-4.778432743448635e-05	2.311239528117368e-05
324	7	-4.823428753449894e-05	2.269887017972735e-05
324	8	-4.614774981016641e-05	2.783893086665062e-05
324	9	-4.662771252972963e-05	2.728242798716015e-05
324	10	-4.721151964233804e-05	2.661620366967605e-05
324	11	-4.762973539232911e-05	2.614801983152177e-05
324	12	-4.572589931095325e-05	3.064851708229448e-05
324	13	-4.617367419947638e-05	3.004453306884552e-05
324	14	-4.671898982871915e-05	2.932146773348453e-05
324	15	-4.711009104882783e-05	2.881329930061048e-05
325	0	-4.888127422790839e-05	1.989170083414818e-05
325	1	-4.931323473050629e-05	1.956214332509104e-05
325	2	-4.984146562322221e-05	1.916822671968528e-05
325	3	-5.022096944703004e-05	1.889180047543591e-05
325	4	-4.846379082325171e-05	2.249089436810588e-05
325	5	-4.887649630310979e-05	2.212253035128913e-05
325	6	-4.938164541066897e-05	2.168225264756224e-05
325	7	-4.974492590202114e-05	2.137337895476492e-05
325	8	-4.784321405743853e-05	2.591252225008516e-05
325	9	-4.822742267125741e-05	2.549536162100269e-05
325	10	-4.869843064888846e-05	2.499677954801104e-05
325	11	-4.903781933098598e-05	2.464712183507634e-05
325	12	-4.730987281311882e-05	2.855765980024995e-05
325	13	-4.766971479196912e-05	2.810476972001737e-05
325	14	-4.811155809989865e-05	2.756347040483544e-05
325	15	-4.843060516717019e-05	2.718391713897408e-05
326	0	-5.041475147722995e-05	1.875287698589447e-05
326	1	-5.076438166883031e-05	1.850719031520692e-05
326	2	-5.119766481468461e-05	1.821493683851873e-05
326	3	-5.151308408515630e-05	1.801105110305006e-05
326	4	-4.993054820818972e-05	2.121819933921064e-05
326	5	-5.026555303691979e-05	2.094383014686912e-05
326	6	-5.068126464716531e-05	2.061757650515567e-05
326	7	-5.098461831279442e-05	2.039006506227441e-05
326	8	-4.921149262258844e-05	2.447152599191162e-05
326	9	-4.952524050971911e-05	2.416115651868293e-05
326	10	-4.991485187095282e-05	2.379211080864446e-05
326	11	-5.020014958422972e-05	2.353488671169059e-05
326	12	-4.859414531000568e-05	2.699335147646570e-05
326	13	-4.888998033186837e-05	2.665657460805326e-05
326	14	-4.925748001247624e-05	2.625603008611028e-05
326	15	-4.952715789348635e-05	2.597687251122557e-05
327	0	-5.167533801410485e-05	1.790900411584514e-05
327	1	-5.196933160692779e-05	1.772920544545692e-05
327	2	-5.233417726826320e-05	1.751639407708646e-05
327	3	-5.260108629939740e-05	1.736890693853999e-05
327	4	-5.114075880285604e-05	2.027617709895035e-05
327	5	-5.142373689438189e-05	2.007545501296814e-05
327	6	-5.177518805397736e-05	1.983782498211930e-05
327	7	-5.203266405602792e-05	1.967315792133179e-05
327	8	-5.034719091946183e-05	2.340612189976972e-05
327	9	-5.061386177077311e-05	2.317912890946451e-05
327	10	-5.094558526652800e-05	2.291037417788435e-05
327	11	-5.118918161617760e-05	2.272419454493440e-05
327	12	-4.966641195606072e-05	2.583715532591954e-05
327	13	-4.991928229675980e-05	2.559087430148520e-05
327	14	-5.023448380814707e-05	2.529934962204640e-05
327	15	-5.046646724556029e-05	2.509747521346738e-05
328	0	-5.273930844835367e-05	1.729551111108324e-05
328	1	-5.299175852808713e-05	1.716706357982493e-05
328	2	-5.330842060015364e-05	1.701680456286079e-05
328	3	-5.354215259612828e-05	1.691410497716078e-05
328	4	-5.216618102677248e-05	1.959123976865402e-05
328	5	-5.241039619522448e-05	1.944793203567135e-05
328	6	-5.271734151334193e-05	1.928033342201805e-05
328	7	-5.294429394383674e-05	1.916575467230012e-05
328	8	-5.131575973694551e-05	2.263161779969420e-05
328	9	-5.154778880158180e-05	2.246974937818830e-05
328	10	-5.184029941094883e-05	2.228053639010473e-05
328	11	-5.205716363945255e-05	2.215117868587104e-05
328	12	-5.058720455881488e-05	2.499713148746053e-05
328	13	-5.080888834998617e-05	2.482175611556344e-05
328	14	-5.108903262805758e-05	2.461688113936654e-05
328	15	-5.129722605096834e-05	2.447689726134473e-05
329	0	-5.366376645660444e-05	1.686353489818405e-05
329	1	-5.388682031053269e-05	1.677607105263810e-05
329	2	-5.416848450084922e-05	1.667584262127158e-05
329	3	-5.437787357987907e-05	1.660901569982938e-05
329	4	-5.306249725741836e-05	1.910930419524954e-05
329	5	-5.327950408019138e-05	1.901159846062678e-05
329	6	-5.355397968084802e-05	1.889951796482635e-05
329	7	-5.375841184538949e-05	1.882472159874800e-05
329	8	-5.217029466798449e-05	2.208742121659139e-05
329	9	-5.237832035643004e-05	2.197700469711921e-05
329	10	-5.264214068481066e-05	2.185024915788041e-05
329	11	-5.283923937734425e-05	2.176561550019794e-05
329	12	-5.140600655242483e-05	2.440792607943237e-05
329	13	-5.160635279501269e-05	2.428852147983680e-05
329	14	-5.186106266898296e-05	2.415153721298213e-05
329	15	-5.205184677816989e-05	2.406015333758421e-05
330	0	-5.448736784156223e-05	1.657673610649758e-05
330	1	-5.468920487304297e-05	1.652213282904334e-05
330	2	-5.494594798841046e-05	1.646211776172478e-05
330	3	-5.513814938133603e-05	1.642425827854718e-05
330	4	-5.386546691855519e-05	1.878857539831104e-05
330	5	-5.406309306800599e-05	1.872740255631611e-05
330	6	-5.431497760576795e-05	1.866009479691088e-05
330	7	-5.450387449308013e-05	1.861756183981751e-05
330	8	-5.294269004230122e-05	2.172470903603376e-05
330	9	-5.313410295920874e-05	2.165547018604890e-05
330	10	-5.337884525105510e-05	2.157923738812788e-05
330	11	-5.356291313310229e-05	2.153099461304013e-05
330	12	-5.215216277112028e-05	2.401601683929031e-05
330	13	-5.233810740197814e-05	2.394136963019329e-05
330	14	-5.257646966238457e-05	2.385927200920134e-05
330	15	-5.275618269647104e-05	2.380736567841949e-05
331	0	-5.523910207335990e-05	1.640681479211470e-05
331	1	-5.542599131104842e-05	1.637898908117809e-05
331	2	-5.566522551911645e-05	1.635190635418340e-05
331	3	-5.584542831954160e-05	1.633782188411426e-05
331	4	-5.460319650453068e-05	1.859793193288403e-05
331	5	-5.478724496779830e-05	1.856655138552560e-05
331	6	-5.502315899237972e-05	1.853588188014513e-05
331	7	-5.520108199876781e-05	1.851983037577995e-05
331	8	-5.365986505528115e-05	2.150869293122941e-05
331	9	-5.383981288062121e-05	2.147296394330616e-05
331	10	-5.407099805153211e-05	2.143789921767576e-05
331	11	-5.424573127099335e-05	2.141943352035083e-05
331	12	-5.285099294591567e-05	2.378338107626732e-05
331	13	-5.302723963000715e-05	2.374496871793054e-05
331	14	-5.325417780822746e-05	2.370729183901428e-05
331	15	-5.342607371095097e-05	2.368746783862638e-05
332	0	-5.594045920625241e-05	1.633255068080731e-05
332	1	-5.611706049458726e-05	1.632667868973433e-05
332	2	-5.634433158891446e-05	1.632662046276143e-05
332	3	-5.651634758476188e-05	1.633211881146579e-05
332	4	-5.529498481759569e-05	1.851378008086379e-05
332	5	-5.546961917263955e-05	1.850693914487896e-05
332	6	-5.569458658906453e-05	1.850656085094011e-05
332	7	-5.586501843698647e-05	1.851251528860767e-05
332	8	-5.433807892973981e-05	2.141242678860792e-05
332	9	-5.451004795961494e-05	2.140439520526703e-05
332	10	-5.473198683263617e-05	2.140361203242481e-05
332	11	-5.490041058939844e-05	2.141010392558790e-05
332	12	-5.351705142107035e-05	2.367995408276655e-05
332	13	-5.368670380000396e-05	2.367135922031995e-05
332	14	-5.390608540790181e-05	2.367056274233217e-05
332	15	-5.407288489443725e-05	2.367756393984658e-05
333	0	-5.660732393893373e-05	1.633691701948762e-05
333	1	-5.677687293786956e-05	1.634930072214642e-05
333	2	-5.699608165290146e-05	1.637189209358441e-05
333	3	-5.716283935237219e-05	1.639393224156716e-05
333	4	-5.595521135173360e-05	1.851779789170652e-05
333	5	-5.612338879112373e-05	1.853152537503522e-05
333	6	-5.634094663492432e-05	1.855667074322692e-05
333	7	-5.650650476814790e-05	1.858123499001139e-05
333	8	-5.498963823644689e-05	2.141596363460731e-05
333	9	-5.515617651633329e-05	2.143129730881087e-05
333	10	-5.537184791608480e-05	2.145950386796846e-05
333	11	-5.553608811602047e-05	2.148710243214176e-05
333	12	-5.416136212295755e-05	2.368386973113215e-05
333	13	-5.432669049190212e-05	2.370035359754880e-05
333	14	-5.454110776036897e-05	2.373064627634055e-05
333	15	-5.470458611261896e-05	2.376027119479856e-05
334	0	-5.725135478574038e-05	1.640727996015211e-05
334	1	-5.741684874054231e-05	1.643522967209003e-05
334	2	-5.763147572224367e-05	1.647720000203301e-05
334	3	-5.779491254081429e-05	1.651338682894603e-05
334	4	-5.659439478961481e-05	1.859611446669697e-05
334	5	-5.675874837077440e-05	1.862728187606821e-05
334	6	-5.697201928083519e-05	1.867414634044806e-05
334	7	-5.713458685526080e-05	1.871463946335651e-05
334	8	-5.562330510502099e-05	2.150382811782967e-05
334	9	-5.578646149203835e-05	2.153888378528121e-05
334	10	-5.599840570823409e-05	2.159168025299379e-05
334	11	-5.616024433430480e-05	2.163740872806509e-05
334	12	-5.479145557467095e-05	2.377822335941803e-05
334	13	-5.495407030972223e-05	2.381585443796560e-05
334	14	-5.516557273966015e-05	2.387256196581797e-05
334	15	-5.532732778011779e-05	2.392172971471544e-05
335	0	-5.788162237621680e-05	1.653402647741492e-05
335	1	-5.804376841572380e-05	1.657526158413582e-05
335	2	-5.825496019295078e-05	1.663406046016186e-05
335	3	-5.841725358371917e-05	1.668300880556379e-05
335	4	-5.722091688189121e-05	1.873777764928463e-05
335	5	-5.738248365516586e-05	1.878407141699646e-05
335	6	-5.759299485391077e-05	1.885011874764761e-05
335	7	-5.775466465519132e-05	1.890505236028062e-05
335	8	-5.624632311600258e-05	2.166359171818173e-05
335	9	-5.640763238232512e-05	2.171605631790954e-05
335	10	-5.661790640591615e-05	2.179092122613223e-05
335	11	-5.677919153143864e-05	2.185309101689355e-05
335	12	-5.541347006085734e-05	2.394991011398333e-05
335	13	-5.557506470572265e-05	2.400642250780151e-05
335	14	-5.578581148919863e-05	2.408708729163353e-05
335	15	-5.594734011816197e-05	2.415404754266451e-05
336	0	-5.850410941085768e-05	1.671047491764628e-05
336	1	-5.866739371244629e-05	1.676439851887716e-05
336	2	-5.887872480195035e-05	1.683856945412143e-05
336	3	-5.903964462274720e-05	1.689830361988422e-05
336	4	-5.784110868799507e-05	1.893584192998135e-05
336	5	-5.800365208961743e-05	1.899631980720372e-05
336	6	-5.821481167124831e-05	1.907995459641092e-05
336	7	-5.837555662668450e-05	1.914752221327644e-05
336	8	-5.686528046635780e-05	2.188787710246576e-05
336	9	-5.702707188396605e-05	2.195621104022073e-05
336	10	-5.723822701605208e-05	2.205131193141073e-05
336	11	-5.739982661723585e-05	2.212871893781986e-05
336	12	-5.603346127040161e-05	2.419149697838339e-05
336	13	-5.619522401030907e-05	2.426509434789803e-05
336	14	-5.640678345126747e-05	2.436788476977019e-05
336	15	-5.656955927386095e-05	2.445208390246470e-05
337	0	-5.912570324321851e-05	1.693134593755736e-05
337	1	-5.928829665859238e-05	1.699571744244171e-05
337	2	-5.950234296111824e-05	1.708405357308401e-05
337	3	-5.966760355183503e-05	1.715484787372110e-05
337	4	-5.846152714318423e-05	1.918502137440276e-05
337	5	-5.862412100591137e-05	1.925841825136535e-05
337	6	-5.883844840155981e-05	1.935987351143931e-05
337	7	-5.900409185093946e-05	1.944179334619491e-05
337	8	-5.748613832506329e-05	2.217171855864084e-05
337	9	-5.764926609713107e-05	2.225606045493032e-05
337	10	-5.786419642854343e-05	2.237316114034432e-05
337	11	-5.803032445553352e-05	2.246824723170567e-05
337	12	-5.665661596608887e-05	2.449894487599938e-05
337	13	-5.682064095777127e-05	2.459067974244038e-05
337	14	-5.703605319901098e-05	2.471794786075379e-05
337	15	-5.720232004046698e-05	2.482145721287521e-05
338	0	-5.975602223976178e-05	1.719360400976951e-05
338	1	-5.992269356207967e-05	1.726820543488348e-05
338	2	-6.014233987957172e-05	1.736921405936636e-05
338	3	-6.031299776389262e-05	1.744947267978108e-05
338	4	-5.909275886624908e-05	1.948687182574092e-05
338	5	-5.925995937010678e-05	1.957413835075736e-05
338	6	-5.948038776642624e-05	1.969346757414327e-05
338	7	-5.965168442295843e-05	1.978935013641342e-05
338	8	-5.811928488190826e-05	2.252079943983182e-05
338	9	-5.828709230002366e-05	2.262303570721701e-05
338	10	-5.850828021805465e-05	2.276398251901833e-05
338	11	-5.868000164689279e-05	2.287824497544062e-05
338	12	-5.729136128137858e-05	2.487879269158236e-05
338	13	-5.745936628819732e-05	2.499063714411310e-05
338	14	-5.768072158568992e-05	2.514544971011184e-05
338	15	-5.785233430218943e-05	2.527144018191289e-05
339	0	-6.040495182981637e-05	1.749326407885990e-05
339	1	-6.057960102319563e-05	1.757722988548721e-05
339	2	-6.081177771898742e-05	1.768969582292395e-05
339	3	-6.099319395440965e-05	1.777761472706198e-05
339	4	-5.974398315265677e-05	1.984209227428153e-05
339	5	-5.991931132830006e-05	1.994414996992318e-05
339	6	-6.015257921399989e-05	2.008307131853857e-05
339	7	-6.033511485618517e-05	2.019373090344645e-05
339	8	-5.877243056514600e-05	2.294149079957552e-05
339	9	-5.894785315923939e-05	2.306481122255841e-05
339	10	-5.918123330932009e-05	2.323525029104751e-05
339	11	-5.936409891086233e-05	2.337361919654437e-05
339	12	-5.794457008599099e-05	2.534135263676136e-05
339	13	-5.811936234043937e-05	2.547810275105734e-05
339	14	-5.835152040126470e-05	2.566837575957669e-05
339	15	-5.853325469170060e-05	2.582417636115056e-05
340	0	-4.356028490866650e-05	3.504587926756033e-05
340	1	-4.410925719204381e-05	3.421001326567489e-05
340	2	-4.477287382235579e-05	3.320882290709156e-05
340	3	-4.524497497232153e-05	3.250469733360979e-05
340	4	-4.324568462903660e-05	3.807367269297653e-05
340	5	-4.374599652143640e-05	3.717938559047555e-05
340	6	-4.435139317761663e-05	3.610822997740761e-05
340	7	-4.478262464665264e-05	3.535491808740183e-05
340	8	-4.279350460120837e-05	4.201834999712103e-05
340	9	-4.322545604114600e-05	4.105311038898055e-05
340	10	-4.374908377472071e-05	3.989698985454657e-05
340	11	-4.412290147189751e-05	3.908393823413743e-05
340	12	-4.241485105084250e-05	4.503360357412730e-05
340	13	-4.279102226239620e-05	4.401837278837324e-05
340	14	-4.324798680260752e-05	4.280235218246106e-05
340	15	-4.357500623854233e-05	4.194715241758014e-05
341	0	-4.548475554775277e-05	3.215027600651069e-05
341	1	-4.591423924053969e-05	3.152191252816705e-05
341	2	-4.643767111054909e-05	3.076965949193312e-05
341	3	-4.681335168119206e-05	3.024095581943392e-05
341	4	-4.500186574823276e-05	3.497574745483394e-05
341	5	-4.539498073516347e-05	3.430351687185342e-05
341	6	-4.587488067350073e-05	3.349874346837981e-05
341	7	-4.621988206801684e-05	3.293309028778579e-05
341	8	-4.431327498796655e-05	3.867469961564894e-05
341	9	-4.465524736439082e-05	3.794916081280185e-05
341	10	-4.507390530814391e-05	3.708056600120649e-05
341	11	-4.537575487357140e-05	3.647004044307847e-05
341	12	-4.374184172047584e-05	4.151668680886861e-05
341	13	-4.404209439298899e-05	4.075349813520568e-05
341	14	-4.441078197974963e-05	3.983984208790773e-05
341	15	-4.467743866924601e-05	3.919768594564824e-05
342	0	-4.700534304401460e-05	2.997496998718441e-05
342	1	-4.735132783903514e-05	2.950372214925439e-05
342	2	-4.777659833948761e-05	2.894046379200553e-05
342	3	-4.808410601973656e-05	2.854553122304110e-05
342	4	-4.639637727005310e-05	3.264848912498111e-05
342	5	-4.671480683298257e-05	3.214421200201600e-05
342	6	-4.710713822614862e-05	3.154143647291349e-05
342	7	-4.739172425812112e-05	3.111881053702167e-05
342	8	-4.553046695432316e-05	3.616284982925862e-05
342	9	-4.581018204391463e-05	3.561852634315397e-05
342	10	-4.615621679667518e-05	3.496788248662231e-05
342	11	-4.640851953073053e-05	3.451171999903998e-05
342	12	-4.481440019472540e-05	3.887460320946912e-05
342	13	-4.506258225392447e-05	3.830217129397685e-05
342	14	-4.537084203793395e-05	3.761803550046453e-05
342	15	-4.559666359727584e-05	3.713846899094933e-05
343	0	-4.824190852290290e-05	2.834725929637276e-05
343	1	-4.852763759691950e-05	2.799687886361282e-05
343	2	-4.888275724457721e-05	2.758008902577327e-05
343	3	-4.914349567937950e-05	2.728956269716877e-05
343	4	-4.753813547755193e-05	3.090665198989101e-05
343	5	-4.780384429213945e-05	3.053174119829751e-05
343	6	-4.813466561360768e-05	3.008564863786729e-05
343	7	-4.837764379630578e-05	2.977452055247322e-05
343	8	-4.653884716512988e-05	3.428273905438352e-05
343	9	-4.677627166537324e-05	3.387810350698831e-05
343	10	-4.707305732107169e-05	3.339653339784823e-05
343	11	-4.729137428442782e-05	3.306045217069860e-05
