e	頂点番号	disp_x	disp_y
109	2	-7.981686148251393e-05	1.920045651643155e-04
109	3	-9.214384764771157e-05	1.897472835648635e-04
110	0	-9.385325530079295e-05	1.623994333065111e-04
110	1	-1.060101753494261e-04	1.607874244583636e-04
110	2	-9.214384764771157e-05	1.897472835648635e-04
110	3	-1.042673176370078e-04	1.879085853048559e-04
111	0	-1.060101753494261e-04	1.607874244583636e-04
111	1	-1.179144240435110e-04	1.594857131051532e-04
111	2	-1.042673176370078e-04	1.879085853048559e-04
111	3	-1.161883583448073e-04	1.863707219333233e-04
112	0	-1.179144240435110e-04	1.594857131051532e-04
112	1	-1.296114180541357e-04	1.583786039738235e-04
112	2	-1.161883583448073e-04	1.863707219333233e-04
112	3	-1.279207979314597e-04	1.850432067959401e-04
113	0	-1.296114180541357e-04	1.583786039738235e-04
113	1	-1.411378550704848e-04	1.573869080743428e-04
113	2	-1.279207979314597e-04	1.850432067959401e-04
113	3	-1.394895213210036e-04	1.838478376861850e-04
114	0	-1.411378550704848e-04	1.573869080743428e-04
114	1	-1.525259642301551e-04	1.564455943459346e-04
114	2	-1.394895213210036e-04	1.838478376861850e-04
114	3	-1.509172171729325e-04	1.827225059337972e-04
115	0	-1.525259642301551e-04	1.564455943459346e-04
115	1	-1.637992023256186e-04	1.555008294074199e-04
115	2	-1.509172171729325e-04	1.827225059337972e-04
115	3	-1.622257728700526e-04	1.816110924631009e-04
116	0	-1.637992023256186e-04	1.555008294074199e-04
116	1	-1.749762327098649e-04	1.544989964674606e-04
116	2	-1.622257728700526e-04	1.816110924631009e-04
116	3	-1.734343038604398e-04	1.804606928613753e-04
117	0	-1.749762327098649e-04	1.544989964674606e-04
117	1	-1.860723461596299e-04	1.533813477208948e-04
117	2	-1.734343038604398e-04	1.804606928613753e-04
117	3	-1.845622384166205e-04	1.792152296780685e-04
118	0	-1.860723461596299e-04	1.533813477208948e-04
118	1	-1.971039495775305e-04	1.520756907336799e-04
118	2	-1.845622384166205e-04	1.792152296780685e-04
118	3	-1.956326642668454e-04	1.778113167402893e-04
119	0	0.000000000000000e+00	2.150500750413919e-04
119	1	-9.521597511306862e-06	2.138630019825091e-04
119	2	0.000000000000000e+00	2.381637070403920e-04
119	3	-9.855162560912061e-06	2.373937544429592e-04
120	0	-9.521597511306862e-06	2.138630019825091e-04
120	1	-1.972437087259953e-05	2.107564436968995e-04
120	2	-9.855162560912059e-06	2.373937544429591e-04
120	3	-2.006873036026937e-05	2.351878705942098e-04
121	0	-1.972437087259953e-05	2.107564436968995e-04
121	1	-3.065482569415198e-05	2.066018702109525e-04
121	2	-2.006873036026937e-05	2.351878705942098e-04
121	3	-3.096529494386377e-05	2.320506120833605e-04
122	0	-3.065482569415198e-05	2.066018702109526e-04
122	1	-4.249511593659070e-05	2.022036493814548e-04
122	2	-3.096529494386377e-05	2.320506120833605e-04
122	3	-4.240412897864171e-05	2.285590779981269e-04
123	0	-4.249511593659070e-05	2.022036493814548e-04
123	1	-5.481902316875246e-05	1.982037988487982e-04
123	2	-4.240412897864171e-05	2.285590779981269e-04
123	3	-5.429265042037974e-05	2.251023652894620e-04
124	0	-5.481902316875246e-05	1.982037988487982e-04
124	1	-6.733948478207978e-05	1.947879808485903e-04
124	2	-5.429265042037974e-05	2.251023652894620e-04
124	3	-6.641005658485327e-05	2.219689635518741e-04
125	0	-6.733948478207977e-05	1.947879808485903e-04
125	1	-7.981686148251393e-05	1.920045651643155e-04
125	2	-6.641005658485327e-05	2.219689635518741e-04
125	3	-7.859708930104832e-05	2.192329697665442e-04
126	0	-7.981686148251393e-05	1.920045651643155e-04
126	1	-9.214384764771157e-05	1.897472835648635e-04
126	2	-7.859708930104832e-05	2.192329697665442e-04
126	3	-9.072565093980271e-05	2.169003724673553e-04
127	0	-9.214384764771157e-05	1.897472835648635e-04
127	1	-1.042673176370078e-04	1.879085853048559e-04
127	2	-9.072565093980271e-05	2.169003724673553e-04
127	3	-1.027355366175359e-04	2.149092756390380e-04
128	0	-1.042673176370078e-04	1.879085853048559e-04
128	1	-1.161883583448073e-04	1.863707219333233e-04
128	2	-1.027355366175359e-04	2.149092756390380e-04
128	3	-1.145954857371792e-04	2.131931662108876e-04
129	0	-1.161883583448073e-04	1.863707219333233e-04
