e	gp_n	xx	yy	xy	zz
131	0	-1.952651061960229e-05	4.496724483519511e-05	8.134321596324888e-07	0.000000000000000e+00
131	1	-1.946603843593473e-05	4.488719122773725e-05	8.312470420924434e-07	0.000000000000000e+00
131	2	-1.939110035484605e-05	4.478553547379827e-05	8.439324752282879e-07	0.000000000000000e+00
131	3	-1.933670032292750e-05	4.470981197382306e-05	8.457417283345786e-07	0.000000000000000e+00
131	4	-1.953254470326241e-05	4.496334497840406e-05	7.196899987576045e-07	0.000000000000000e+00
131	5	-1.947290946267336e-05	4.488564159896691e-05	7.432984370278529e-07	0.000000000000000e+00
131	6	-1.939875614670147e-05	4.478658808689400e-05	7.630416271996132e-07	0.000000000000000e+00
131	7	-1.934472213428856e-05	4.471271824703024e-05	7.700208645233609e-07	0.000000000000000e+00
131	8	-1.953396140729512e-05	4.495277110173543e-05	5.972666815107252e-07	0.000000000000000e+00
131	9	-1.947607572009843e-05	4.487846426650330e-05	6.276910198628224e-07	0.000000000000000e+00
131	10	-1.940365335404792e-05	4.478347215633123e-05	6.561788254323790e-07	0.000000000000000e+00
131	11	-1.935052315285577e-05	4.471252094962456e-05	6.697856291674629e-07	0.000000000000000e+00
131	12	-1.953044172063972e-05	4.494046231503534e-05	5.035105998679493e-07	0.000000000000000e+00
131	13	-1.947419551351793e-05	4.486901179767363e-05	5.387980554191754e-07	0.000000000000000e+00
131	14	-1.940352363622198e-05	4.477764314861533e-05	5.737139220611376e-07	0.000000000000000e+00
131	15	-1.935143727054932e-05	4.470931224019566e-05	5.922260248995968e-07	0.000000000000000e+00
132	0	-1.930876686039838e-05	4.467025012067084e-05	8.439781353293161e-07	0.000000000000000e+00
132	1	-1.925798625610334e-05	4.459752702328206e-05	8.360106154516907e-07	0.000000000000000e+00
132	2	-1.919487054296719e-05	4.450568573199828e-05	8.165712709096330e-07	0.000000000000000e+00
132	3	-1.914890138130985e-05	4.443768901794541e-05	7.947463498988076e-07	0.000000000000000e+00
132	4	-1.931690804056146e-05	4.467415904169095e-05	7.709672092445408e-07	0.000000000000000e+00
132	5	-1.926634805690442e-05	4.460338509863769e-05	7.679566956627044e-07	0.000000000000000e+00
132	6	-1.920354218326373e-05	4.451415667964403e-05	7.546745764591443e-07	0.000000000000000e+00
132	7	-1.915782735240565e-05	4.444815759926581e-05	7.372898668105932e-07	0.000000000000000e+00
132	8	-1.932305503650078e-05	4.467547532690155e-05	6.742374047498336e-07	0.000000000000000e+00
132	9	-1.927314325299149e-05	4.460749144656878e-05	6.775603619763653e-07	0.000000000000000e+00
132	10	-1.921123341047469e-05	4.452182928459841e-05	6.720401303982689e-07	0.000000000000000e+00
132	11	-1.916624390116772e-05	4.445852808743001e-05	6.602389397911439e-07	0.000000000000000e+00
132	12	-1.932442862346526e-05	4.467358413300055e-05	5.992514524810652e-07	0.000000000000000e+00
132	13	-1.927535371577750e-05	4.460792797174129e-05	6.071942531234790e-07	0.000000000000000e+00
132	14	-1.921451835631640e-05	4.452511963531586e-05	6.073406648679678e-07	0.000000000000000e+00
132	15	-1.917033904097444e-05	4.446395637636365e-05	5.996760284608916e-07	0.000000000000000e+00
133	0	-1.912526169561589e-05	4.440232146100072e-05	7.806448791751855e-07	0.000000000000000e+00
133	1	-1.908259879152634e-05	4.433764650404392e-05	7.492152494518524e-07	0.000000000000000e+00
133	2	-1.903028251895874e-05	4.425678708936043e-05	6.983198950593927e-07	0.000000000000000e+00
133	3	-1.899275006637860e-05	4.419769590563053e-05	6.516625194419986e-07	0.000000000000000e+00
133	4	-1.913432966815529e-05	4.441383537090069e-05	7.254489776594210e-07	0.000000000000000e+00
133	5	-1.909195415037622e-05	4.435109114168108e-05	6.981668749306057e-07	0.000000000000000e+00
133	6	-1.904005568863452e-05	4.427277760764866e-05	6.525868578573265e-07	0.000000000000000e+00
133	7	-1.900287630990211e-05	4.421573731040698e-05	6.099922069025720e-07	0.000000000000000e+00
133	8	-1.914314464732524e-05	4.442563752664728e-05	6.512600540145290e-07	0.000000000000000e+00
133	9	-1.910150760961437e-05	4.436558443753851e-05	6.293337864988030e-07	0.000000000000000e+00
133	10	-1.905054815950263e-05	4.429083737816409e-05	5.907934299635792e-07	0.000000000000000e+00
133	11	-1.901406970700701e-05	4.423661440416123e-05	5.536723186818147e-07	0.000000000000000e+00
133	12	-1.914766634676307e-05	4.443221508319023e-05	5.928559440644028e-07	0.000000000000000e+00
133	13	-1.910681161064497e-05	4.437435650177175e-05	5.750281675682757e-07	0.000000000000000e+00
133	14	-1.905683553694964e-05	4.430253059319212e-05	5.419489135453582e-07	0.000000000000000e+00
133	15	-1.902108219572876e-05	4.425057539362440e-05	5.090969423457679e-07	0.000000000000000e+00
134	0	-1.897367006745970e-05	4.416728391613255e-05	6.240403077535875e-07	0.000000000000000e+00
134	1	-1.893981082484461e-05	4.411238305142078e-05	5.665112332625963e-07	0.000000000000000e+00
134	2	-1.889949259293169e-05	4.404543079921933e-05	4.799824763546417e-07	0.000000000000000e+00
134	3	-1.887154821633121e-05	4.399808342706110e-05	4.046911399226230e-07	0.000000000000000e+00
134	4	-1.898399990579474e-05	4.418647741328236e-05	5.845542810854630e-07	0.000000000000000e+00
134	5	-1.895061942758046e-05	4.413386914080360e-05	5.312581442408285e-07	0.000000000000000e+00
134	6	-1.891112955758649e-05	4.407016312190260e-05	4.505542043331593e-07	0.000000000000000e+00
134	7	-1.888397620849277e-05	4.402549744566493e-05	3.799789676647225e-07	0.000000000000000e+00
134	8	-1.899556582006406e-05	4.420889815133716e-05	5.311943343262759e-07	0.000000000000000e+00
134	9	-1.896298314867639e-05	4.415928262997592e-05	4.836215930286923e-07	0.000000000000000e+00
134	10	-1.892474873757964e-05	4.409969732378523e-05	4.107838623627060e-07	0.000000000000000e+00
134	11	-1.889872206842233e-05	4.405837991332342e-05	3.465910804939602e-07	0.000000000000000e+00
134	12	-1.900295792081766e-05	4.422407329317566e-05	4.889261058783588e-07	0.000000000000000e+00
134	13	-1.897113423033396e-05	4.417675275303666e-05	4.458175058040884e-07	0.000000000000000e+00
134	14	-1.893399382618988e-05	4.412023783377336e-05	3.791403059925041e-07	0.000000000000000e+00
134	15	-1.890888517400052e-05	4.408137126751524e-05	3.199798632257856e-07	0.000000000000000e+00
135	0	-1.885774577990388e-05	4.397437544218442e-05	3.612827395017658e-07	0.000000000000000e+00
135	1	-1.883462230882139e-05	4.393303405606838e-05	2.726615324981923e-07	0.000000000000000e+00
135	2	-1.881005090895682e-05	4.388609847815692e-05	1.425156613673733e-07	0.000000000000000e+00
135	3	-1.879550900214980e-05	4.385623709348542e-05	3.138621224115473e-08	0.000000000000000e+00
135	4	-1.887065182662141e-05	4.400328676550084e-05	3.391903319626485e-07	0.000000000000000e+00
135	5	-1.884855234115076e-05	4.396489661303561e-05	2.559052187521009e-07	0.000000000000000e+00
135	6	-1.882557022916393e-05	4.392215031684165e-05	1.336656466806033e-07	0.000000000000000e+00
135	7	-1.881244054830948e-05	4.389581442187427e-05	2.939097329773298e-08	0.000000000000000e+00
135	8	-1.888605648187033e-05	4.403802829502346e-05	3.093590646671542e-07	0.000000000000000e+00
135	9	-1.886530448271857e-05	4.400327866280949e-05	2.333463775474428e-07	0.000000000000000e+00
135	10	-1.884429906363933e-05	4.396560462778803e-05	1.219064107709366e-07	0.000000000000000e+00
135	11	-1.883285195929279e-05	4.394342507577844e-05	2.698572942633475e-08	0.000000000000000e+00
135	12	-1.889673697576076e-05	4.406237209128231e-05	2.855667180111308e-07	0.000000000000000e+00
135	13	-1.887700846243677e-05	4.403025176098859e-05	2.153187172769955e-07	0.000000000000000e+00
135	14	-1.885744154999260e-05	4.399616368843029e-05	1.124155463571772e-07	0.000000000000000e+00
135	15	-1.884717603955769e-05	4.397682988437534e-05	2.485484327693143e-08	0.000000000000000e+00
136	0	-1.677708949614923e-05	4.013932618870825e-05	-1.416406203027338e-07	0.000000000000000e+00
136	1	-1.673874867788193e-05	4.019666152350051e-05	-1.050065819904741e-06	0.000000000000000e+00
136	2	-1.678453306944476e-05	4.032699773913488e-05	-2.128922956876328e-06	0.000000000000000e+00
136	3	-1.689305655614547e-05	4.049343215203562e-05	-2.874682164873027e-06	0.000000000000000e+00
136	4	-1.691845492627629e-05	4.066328138816818e-05	-1.090216023234136e-07	0.000000000000000e+00
136	5	-1.687389203292226e-05	4.067178290971192e-05	-9.243459375987573e-07	0.000000000000000e+00
136	6	-1.690325649143725e-05	4.076863724219646e-05	-1.938558579260594e-06	0.000000000000000e+00
136	7	-1.699283201868983e-05	4.090816263284969e-05	-2.664790038285968e-06	0.000000000000000e+00
136	8	-1.701680757451255e-05	4.111785950033002e-05	-1.475119331138826e-07	0.000000000000000e+00
136	9	-1.701792829588976e-05	4.110441401091182e-05	-8.383263988926210e-07	0.000000000000000e+00
136	10	-1.708033292131553e-05	4.118339706985598e-05	-1.740815226824703e-06	0.000000000000000e+00
136	11	-1.717487194304004e-05	4.130160659856217e-05	-2.414384251878193e-06	0.000000000000000e+00
136	12	-1.706890331509744e-05	4.129072485114773e-05	-1.917297307284897e-07	0.000000000000000e+00
136	13	-1.711040433639421e-05	4.129247070991843e-05	-8.072891108611605e-07	0.000000000000000e+00
136	14	-1.720482419671422e-05	4.137754086478110e-05	-1.616532392894246e-06	0.000000000000000e+00
136	15	-1.730805891447985e-05	4.148998443589259e-05	-2.226894664291797e-06	0.000000000000000e+00
137	0	-1.697655145254239e-05	4.061287604102919e-05	-3.242848005185529e-06	0.000000000000000e+00
137	1	-1.717486047745363e-05	4.089337993405710e-05	-3.870526315978796e-06	0.000000000000000e+00
137	2	-1.751391711533629e-05	4.133769023599985e-05	-4.577447457822579e-06	0.000000000000000e+00
137	3	-1.783534634148414e-05	4.170905390454205e-05	-5.046300076941634e-06	0.000000000000000e+00
137	4	-1.706413335252180e-05	4.100549266318442e-05	-3.029926131657728e-06	0.000000000000000e+00
137	5	-1.723846870329168e-05	4.122771227815776e-05	-3.671500535454743e-06	0.000000000000000e+00
137	6	-1.754468959476931e-05	4.158036568922091e-05	-4.409172969294461e-06	0.000000000000000e+00
137	7	-1.783975874104223e-05	4.188530061921103e-05	-4.885229584107095e-06	0.000000000000000e+00
137	8	-1.724144752477784e-05	4.138011673442078e-05	-2.761206729639314e-06	0.000000000000000e+00
137	9	-1.739033108915667e-05	4.155203579063745e-05	-3.379891951892528e-06	0.000000000000000e+00
137	10	-1.763024477024000e-05	4.182285707905510e-05	-4.095830705985877e-06	0.000000000000000e+00
137	11	-1.784912370651616e-05	4.206465469507107e-05	-4.548961625262440e-06	0.000000000000000e+00
137	12	-1.737348708576658e-05	4.156175950681626e-05	-2.543839925574627e-06	0.000000000000000e+00
137	13	-1.750640438308845e-05	4.171485736219579e-05	-3.107763791481943e-06	0.000000000000000e+00
137	14	-1.769777835157022e-05	4.195189548354297e-05	-3.760692346497944e-06	0.000000000000000e+00
137	15	-1.785821726841386e-05	4.216333896034096e-05	-4.178874704386950e-06	0.000000000000000e+00
138	0	-1.802506417687624e-05	4.190906121887056e-05	-5.273405288284634e-06	0.000000000000000e+00
138	1	-1.835510744156002e-05	4.228070862591807e-05	-5.642698073676665e-06	0.000000000000000e+00
138	2	-1.872230066448374e-05	4.275740501575886e-05	-5.991616589164043e-06	0.000000000000000e+00
138	3	-1.895512608355414e-05	4.311581646590507e-05	-6.140307259678540e-06	0.000000000000000e+00
138	4	-1.801511141522371e-05	4.205600189972681e-05	-5.102195361141142e-06	0.000000000000000e+00
138	5	-1.831947958396210e-05	4.238546696367175e-05	-5.421364435322887e-06	0.000000000000000e+00
138	6	-1.865607446730272e-05	4.282085025850503e-05	-5.681412916132711e-06	0.000000000000000e+00
138	7	-1.886767093820502e-05	4.314772029088617e-05	-5.779330977877057e-06	0.000000000000000e+00
138	8	-1.797673620383872e-05	4.220517235707571e-05	-4.748038633212889e-06	0.000000000000000e+00
138	9	-1.821119967682909e-05	4.248628118020320e-05	-5.028997722849691e-06	0.000000000000000e+00
138	10	-1.850201812700017e-05	4.286937912697635e-05	-5.249061981083417e-06	0.000000000000000e+00
138	11	-1.871334882459893e-05	4.315946038190253e-05	-5.340140185579788e-06	0.000000000000000e+00
138	12	-1.794868435767952e-05	4.228689433593433e-05	-4.366542059597786e-06	0.000000000000000e+00
138	13	-1.812938423099741e-05	4.253606045866982e-05	-4.646466515812663e-06	0.000000000000000e+00
138	14	-1.838693785754234e-05	4.288032354780570e-05	-4.895216142351483e-06	0.000000000000000e+00
138	15	-1.860104067043738e-05	4.314555288464489e-05	-5.020865460163048e-06	0.000000000000000e+00
139	0	-1.906368134391980e-05	4.330413260003512e-05	-6.173769636269199e-06	0.000000000000000e+00
139	1	-1.926876891809432e-05	4.365037399593615e-05	-6.174490880781617e-06	0.000000000000000e+00
139	2	-1.954536024406657e-05	4.407971981317172e-05	-6.074921657426867e-06	0.000000000000000e+00
139	3	-1.976425815183588e-05	4.438405855402059e-05	-5.936308558327906e-06	0.000000000000000e+00
139	4	-1.896570992359441e-05	4.331615793578526e-05	-5.802376473697646e-06	0.000000000000000e+00
139	5	-1.915271631132209e-05	4.361920210042262e-05	-5.816099846612997e-06	0.000000000000000e+00
139	6	-1.940899103315849e-05	4.399149166326806e-05	-5.772885003269729e-06	0.000000000000000e+00
139	7	-1.961482690491201e-05	4.426143303644972e-05	-5.685740704639927e-06	0.000000000000000e+00
139	8	-1.882200287597337e-05	4.330795896975449e-05	-5.372143890538671e-06	0.000000000000000e+00
139	9	-1.902084205517547e-05	4.357270866994655e-05	-5.415149446007647e-06	0.000000000000000e+00
139	10	-1.927085865982499e-05	4.389771908222141e-05	-5.420723466749407e-06	0.000000000000000e+00
139	11	-1.945526870307652e-05	4.413748941155709e-05	-5.368816994734077e-06	0.000000000000000e+00
139	12	-1.871989068625893e-05	4.328336547933885e-05	-5.072056127099786e-06	0.000000000000000e+00
139	13	-1.893102091187379e-05	4.353261101476717e-05	-5.141381826395865e-06	0.000000000000000e+00
139	14	-1.917886498645290e-05	4.384220370427393e-05	-5.166994653072185e-06	0.000000000000000e+00
139	15	-1.934765372264196e-05	4.407012235669554e-05	-5.125659773166098e-06	0.000000000000000e+00
140	0	-1.988189117277755e-05	4.453519681535957e-05	-5.844682560242966e-06	0.000000000000000e+00
140	1	-2.007830604827040e-05	4.479644907602189e-05	-5.641080889988120e-06	0.000000000000000e+00
140	2	-2.028145960785836e-05	4.509467518099100e-05	-5.313710763125131e-06	0.000000000000000e+00
140	3	-2.039645782374761e-05	4.529173643038928e-05	-5.016138370131538e-06	0.000000000000000e+00
140	4	-1.972646080462580e-05	4.440050596642060e-05	-5.617921796508067e-06	0.000000000000000e+00
140	5	-1.991471136082412e-05	4.465120952669798e-05	-5.449487707916845e-06	0.000000000000000e+00
140	6	-2.011354604167066e-05	4.494998006803180e-05	-5.158747904815481e-06	0.000000000000000e+00
140	7	-2.023008818889327e-05	4.514987264412968e-05	-4.890662202225828e-06	0.000000000000000e+00
140	8	-1.955052021227372e-05	4.426383612791248e-05	-5.316463100628311e-06	0.000000000000000e+00
140	9	-1.971529867259139e-05	4.449715979175775e-05	-5.178676920782272e-06	0.000000000000000e+00
140	10	-1.990119138222870e-05	4.478250707777184e-05	-4.936423331293269e-06	0.000000000000000e+00
140	11	-2.002136694137768e-05	4.497602058636951e-05	-4.715075530837428e-06	0.000000000000000e+00
140	12	-1.943036451614913e-05	4.418902645421835e-05	-5.079491974090056e-06	0.000000000000000e+00
140	13	-1.957673305176485e-05	4.440625726076785e-05	-4.961996132456885e-06	0.000000000000000e+00
140	14	-1.975134459117035e-05	4.467048366841894e-05	-4.760522409849213e-06	0.000000000000000e+00
140	15	-1.987263722470937e-05	4.485138740914966e-05	-4.577584707709441e-06	0.000000000000000e+00
141	0	-2.044408041882415e-05	4.538593567058189e-05	-4.842578945099765e-06	0.000000000000000e+00
141	1	-2.052151101035914e-05	4.554293094880367e-05	-4.513828560221034e-06	0.000000000000000e+00
141	2	-2.060195503561829e-05	4.570999909818417e-05	-4.087021260988657e-06	0.000000000000000e+00
141	3	-2.064783669438291e-05	4.581000468891553e-05	-3.764349998898237e-06	0.000000000000000e+00
141	4	-2.028011089106505e-05	4.524386711592138e-05	-4.735670413114446e-06	0.000000000000000e+00
141	5	-2.036245099135158e-05	4.539634201941433e-05	-4.444489286744230e-06	0.000000000000000e+00
141	6	-2.044956933865941e-05	4.555481011850907e-05	-4.066156862207447e-06	0.000000000000000e+00
141	7	-2.050077252408374e-05	4.565109347302781e-05	-3.775518596282809e-06	0.000000000000000e+00
141	8	-2.007759845076065e-05	4.506704381289266e-05	-4.588694710603311e-06	0.000000000000000e+00
141	9	-2.017013172795001e-05	4.521427548270599e-05	-4.347632970554528e-06	0.000000000000000e+00
141	10	-2.026573468396682e-05	4.536800746573635e-05	-4.023662375162608e-06	0.000000000000000e+00
141	11	-2.031975070740921e-05	4.546360788075503e-05	-3.764606285053134e-06	0.000000000000000e+00
141	12	-1.993254974519138e-05	4.493806079682874e-05	-4.472639172299657e-06	0.000000000000000e+00
141	13	-2.003109310851067e-05	4.508177551427574e-05	-4.265628744136796e-06	0.000000000000000e+00
141	14	-2.013139725150857e-05	4.523684757859195e-05	-3.974832324619602e-06	0.000000000000000e+00
141	15	-2.018660961520073e-05	4.533512335522573e-05	-3.734784368571714e-06	0.000000000000000e+00
142	0	-2.066656442456647e-05	4.585363866688341e-05	-3.594773758201859e-06	0.000000000000000e+00
142	1	-2.068861774930456e-05	4.591839768361854e-05	-3.280780983215545e-06	0.000000000000000e+00
142	2	-2.069122976302482e-05	4.597269853656628e-05	-2.879300530854985e-06	0.000000000000000e+00
142	3	-2.067318038125981e-05	4.599422223314977e-05	-2.577954419251345e-06	0.000000000000000e+00
142	4	-2.052244936668945e-05	4.569524280307218e-05	-3.619859917729547e-06	0.000000000000000e+00
142	5	-2.055096651498017e-05	4.576595783313719e-05	-3.326930304597318e-06	0.000000000000000e+00
142	6	-2.056398400815419e-05	4.583367811480948e-05	-2.946415085480024e-06	0.000000000000000e+00
142	7	-2.055542131106576e-05	4.586605166218194e-05	-2.658990075072608e-06	0.000000000000000e+00
142	8	-2.034186623235353e-05	4.550883663255117e-05	-3.622035583894132e-06	0.000000000000000e+00
142	9	-2.037363474126964e-05	4.558423306262295e-05	-3.352198079177770e-06	0.000000000000000e+00
142	10	-2.039656921759368e-05	4.566157190908177e-05	-3.001158808638895e-06	0.000000000000000e+00
142	11	-2.039995685452988e-05	4.570246811547303e-05	-2.736778118923074e-06	0.000000000000000e+00
142	12	-2.020867734948968e-05	4.538149139523492e-05	-3.600948036406547e-06	0.000000000000000e+00
142	13	-2.024206294136696e-05	4.545810790700093e-05	-3.348961278314074e-06	0.000000000000000e+00
142	14	-2.027107290350186e-05	4.553677157534509e-05	-3.023356171263350e-06	0.000000000000000e+00
142	15	-2.028215653976718e-05	4.557988227300086e-05	-2.778726563138798e-06	0.000000000000000e+00
143	0	-2.065689377654962e-05	4.599949324839430e-05	-2.420116100361012e-06	0.000000000000000e+00
143	1	-2.062165303805792e-05	4.599896335711926e-05	-2.137388651151059e-06	0.000000000000000e+00
143	2	-2.056811182370823e-05	4.597975617943984e-05	-1.796268365860232e-06	0.000000000000000e+00
143	3	-2.052127949830282e-05	4.595255206749185e-05	-1.555769709023599e-06	0.000000000000000e+00
143	4	-2.054464776730902e-05	4.587617307052949e-05	-2.508614543930375e-06	0.000000000000000e+00
143	5	-2.051921627018106e-05	4.588252507554158e-05	-2.239435014284222e-06	0.000000000000000e+00
143	6	-2.047713412282382e-05	4.587003442528743e-05	-1.913345518375060e-06	0.000000000000000e+00
143	7	-2.043805810343526e-05	4.584815796983364e-05	-1.680907384954859e-06	0.000000000000000e+00
143	8	-2.039688528376803e-05	4.571707530234220e-05	-2.598917127348335e-06	0.000000000000000e+00
143	9	-2.038469685490174e-05	4.573146205882696e-05	-2.350034986041932e-06	0.000000000000000e+00
143	10	-2.035675423121863e-05	4.572919025220899e-05	-2.043131840484633e-06	0.000000000000000e+00
143	11	-2.032610954980064e-05	4.571539411616625e-05	-1.819564693545770e-06	0.000000000000000e+00
143	12	-2.028412632310996e-05	4.559651529457962e-05	-2.650917667969449e-06	0.000000000000000e+00
143	13	-2.028071435271977e-05	4.561633658575516e-05	-2.417273393026494e-06	0.000000000000000e+00
143	14	-2.026237638766775e-05	4.562301266681518e-05	-2.123759101453775e-06	0.000000000000000e+00
143	15	-2.023767818170610e-05	4.561627515612459e-05	-1.906538575753400e-06	0.000000000000000e+00
144	0	-2.049428697547372e-05	4.593415015478091e-05	-1.434823181012216e-06	0.000000000000000e+00
144	1	-2.044015620957572e-05	4.589314493308244e-05	-1.219197824528551e-06	0.000000000000000e+00
144	2	-2.036277563222236e-05	4.582878058520585e-05	-9.589471244274161e-07	0.000000000000000e+00
144	3	-2.029829009203427e-05	4.577276007261520e-05	-7.749700760792076e-07	0.000000000000000e+00
144	4	-2.041486510064921e-05	4.583323337868344e-05	-1.562652647123110e-06	0.000000000000000e+00
144	5	-2.036777196996730e-05	4.580010375333718e-05	-1.349914449873110e-06	0.000000000000000e+00
144	6	-2.029950301920229e-05	4.574722121117034e-05	-1.090583584975554e-06	0.000000000000000e+00
144	7	-2.024194701133959e-05	4.569961143033658e-05	-9.062263137258779e-07	0.000000000000000e+00
144	8	-2.030665756442515e-05	4.570499835936325e-05	-1.704045950604681e-06	0.000000000000000e+00
144	9	-2.026696842384048e-05	4.568077638656602e-05	-1.495396475155478e-06	0.000000000000000e+00
144	10	-2.020948330467968e-05	4.563978401142470e-05	-1.240334600930174e-06	0.000000000000000e+00
144	11	-2.016105378909781e-05	4.560100801805660e-05	-1.058828385871193e-06	0.000000000000000e+00
144	12	-2.022095505783636e-05	4.560934430563647e-05	-1.793431651016533e-06	0.000000000000000e+00
144	13	-2.018665751975874e-05	4.559090123322771e-05	-1.589387828068740e-06	0.000000000000000e+00
144	14	-2.013696464222374e-05	4.555665343087579e-05	-1.340319053834173e-06	0.000000000000000e+00
144	15	-2.009508821296238e-05	4.552300797506873e-05	-1.162903871028091e-06	0.000000000000000e+00
145	0	-2.026226736321212e-05	4.574103210460120e-05	-6.823111841653681e-07	0.000000000000000e+00
145	1	-2.019472013755104e-05	4.567860470635024e-05	-5.199066054026956e-07	0.000000000000000e+00
145	2	-2.010733898110561e-05	4.559241414571356e-05	-3.301403533471609e-07	0.000000000000000e+00
145	3	-2.004094006222261e-05	4.552354275116999e-05	-2.010067656114275e-07	0.000000000000000e+00
145	4	-2.020957357400239e-05	4.567183269757354e-05	-8.133011850551959e-07	0.000000000000000e+00
145	5	-2.014835828914835e-05	4.561566720541153e-05	-6.502721707928228e-07	0.000000000000000e+00
145	6	-2.006813680789192e-05	4.553619238496941e-05	-4.588685068909343e-07	0.000000000000000e+00
145	7	-2.000638097905251e-05	4.547208375479233e-05	-3.273496382497511e-07	0.000000000000000e+00
145	8	-2.013377800339534e-05	4.557769195700760e-05	-9.673286497168055e-07	0.000000000000000e+00
145	9	-2.008129785888459e-05	4.552936889230373e-05	-8.057441535179443e-07	0.000000000000000e+00
145	10	-2.001058191136719e-05	4.545930282103507e-05	-6.135347697579511e-07	0.000000000000000e+00
145	11	-1.995466192805793e-05	4.540197611804461e-05	-4.792961963565254e-07	0.000000000000000e+00
145	12	-2.007146457145392e-05	4.550258348626999e-05	-1.073216596758842e-06	0.000000000000000e+00
145	13	-2.002531936122797e-05	4.546002013392009e-05	-9.135672621568877e-07	0.000000000000000e+00
145	14	-1.996168309138849e-05	4.539766094774587e-05	-7.213322080913002e-07	0.000000000000000e+00
145	15	-1.991028057685427e-05	4.534596746318641e-05	-5.855573858339534e-07	0.000000000000000e+00
146	0	-2.000575933614277e-05	4.548609402527574e-05	-1.376910334710989e-07	0.000000000000000e+00
146	1	-1.994012909053997e-05	4.541477428009486e-05	-2.739644572303967e-08	0.000000000000000e+00
146	2	-1.985525870079558e-05	4.532030418349485e-05	1.006555186911030e-07	0.000000000000000e+00
146	3	-1.979079154376991e-05	4.524737728230519e-05	1.871349081840762e-07	0.000000000000000e+00
146	4	-1.997339357465732e-05	4.543725627522266e-05	-2.622369628599136e-07	0.000000000000000e+00
146	5	-1.991167799875077e-05	4.537109623892014e-05	-1.479931964430711e-07	0.000000000000000e+00
146	6	-1.983158799822350e-05	4.528339640729300e-05	-1.415956349315832e-08	0.000000000000000e+00
146	7	-1.977053400659920e-05	4.521529099498450e-05	7.685831831910177e-08	0.000000000000000e+00
146	8	-1.992431493702590e-05	4.537067123200617e-05	-4.120372606127221e-07	0.000000000000000e+00
146	9	-1.986746267282031e-05	4.531097581083673e-05	-2.935506169357150e-07	0.000000000000000e+00
146	10	-1.979370155658068e-05	4.523131715495777e-05	-1.541213986248756e-07	0.000000000000000e+00
146	11	-1.973748576882314e-05	4.516897467331996e-05	-5.889705496999315e-08	0.000000000000000e+00
146	12	-1.988204547882465e-05	4.531744109710614e-05	-5.171136607361541e-07	0.000000000000000e+00
146	13	-1.982907612390305e-05	4.526249554377098e-05	-3.964889386802423e-07	0.000000000000000e+00
146	14	-1.976032198308801e-05	4.518839290163759e-05	-2.543884063503093e-07	0.000000000000000e+00
146	15	-1.970789845402594e-05	4.513006289917291e-05	-1.570286500047816e-07	0.000000000000000e+00
147	0	-1.975669361167740e-05	4.520850111358150e-05	2.292265451889505e-07	0.000000000000000e+00
147	1	-1.969410015391609e-05	4.513574328508381e-05	3.008257023780452e-07	0.000000000000000e+00
147	2	-1.961534994792429e-05	4.504151804866292e-05	3.801320803104319e-07	0.000000000000000e+00
147	3	-1.955722760260230e-05	4.497012564113566e-05	4.304567832633292e-07	0.000000000000000e+00
147	4	-1.973816100340463e-05	4.517873480795047e-05	1.212963407666866e-07	0.000000000000000e+00
147	5	-1.967853717851282e-05	4.510982988568443e-05	1.971595353205764e-07	0.000000000000000e+00
147	6	-1.960311862306025e-05	4.501994548838971e-05	2.819648547815514e-07	0.000000000000000e+00
147	7	-1.954713371557892e-05	4.495162365260778e-05	3.366367235218927e-07	0.000000000000000e+00
147	8	-1.970766625809841e-05	4.513531816999323e-05	-1.226517553081009e-08	0.000000000000000e+00
147	9	-1.965242409934419e-05	4.507153153028032e-05	6.795449775953961e-08	0.000000000000000e+00
147	10	-1.958184320979331e-05	4.498779466005453e-05	1.590113930443851e-07	0.000000000000000e+00
147	11	-1.952889227041967e-05	4.492387170209048e-05	2.189323010438532e-07	0.000000000000000e+00
147	12	-1.968007126620183e-05	4.509853132503649e-05	-1.091619758877578e-07	0.000000000000000e+00
147	13	-1.962829046003708e-05	4.503873756922093e-05	-2.622027807844783e-08	0.000000000000000e+00
147	14	-1.956163568613129e-05	4.496008337384882e-05	6.906470717409376e-08	0.000000000000000e+00
147	15	-1.951124171751260e-05	4.489983286229110e-05	1.325974088933105e-07	0.000000000000000e+00
148	0	-1.952703783600904e-05	4.493246015160003e-05	4.537152187474951e-07	0.000000000000000e+00
148	1	-1.947170935083567e-05	4.486261603314165e-05	4.915257606415874e-07	0.000000000000000e+00
148	2	-1.940208490894809e-05	4.477334267998408e-05	5.297820223372362e-07	0.000000000000000e+00
148	3	-1.935068642990804e-05	4.470653164467093e-05	5.508116455622996e-07	0.000000000000000e+00
148	4	-1.951794444374619e-05	4.491558466149584e-05	3.623048860834303e-07	0.000000000000000e+00
148	5	-1.946439253756096e-05	4.484881592986529e-05	4.046797895284143e-07	0.000000000000000e+00
148	6	-1.939692104986147e-05	4.476348565575874e-05	4.488299987366202e-07	0.000000000000000e+00
148	7	-1.934704624470942e-05	4.469953777959041e-05	4.742266419223720e-07	0.000000000000000e+00
148	8	-1.950109908450392e-05	4.489009426940288e-05	2.475463472311403e-07	0.000000000000000e+00
