e	頂点番号	xx	yy	xy	zz
288	0	-1.893128696757376e-05	4.417493336630913e-05	9.830014045666220e-09	0.000000000000000e+00
288	1	-1.892901715086593e-05	4.416799470135549e-05	3.500424564464345e-10	0.000000000000000e+00
288	2	-1.893901848047970e-05	4.417795776859318e-05	3.589709524616318e-10	0.000000000000000e+00
288	3	-1.893157047952476e-05	4.417531576044213e-05	-2.505211417545665e-09	0.000000000000000e+00
289	0	-5.711048291672661e-05	1.333021356167711e-04	-1.732328393953361e-08	0.000000000000000e+00
289	1	-4.383038857417221e-05	1.144782210126739e-04	-1.928444548854246e-08	0.000000000000000e+00
289	2	-5.520224905246077e-05	1.306567249315318e-04	-3.175405627613343e-05	0.000000000000000e+00
289	3	-4.266439496826639e-05	1.126551994826813e-04	-2.213352063454869e-05	0.000000000000000e+00
290	0	-4.383038857417198e-05	1.144782210126738e-04	-1.928444548860822e-08	0.000000000000000e+00
290	1	-3.434276562281190e-05	1.003265482302308e-04	-1.215843824383498e-08	0.000000000000000e+00
290	2	-4.266439496826644e-05	1.126551994826813e-04	-2.213352063454854e-05	0.000000000000000e+00
290	3	-3.371327105737612e-05	9.909477329415764e-05	-1.516906339116282e-05	0.000000000000000e+00
291	0	-3.434276562281185e-05	1.003265482302308e-04	-1.215843824383498e-08	0.000000000000000e+00
291	1	-2.752569370970122e-05	8.953831958929918e-05	-3.507549532154179e-09	0.000000000000000e+00
291	2	-3.371327105737608e-05	9.909477329415765e-05	-1.516906339116284e-05	0.000000000000000e+00
291	3	-2.722150763000682e-05	8.873241372067368e-05	-1.009925659079040e-05	0.000000000000000e+00
292	0	-2.752569370970127e-05	8.953831958929919e-05	-3.507549532262599e-09	0.000000000000000e+00
292	1	-2.259502751859254e-05	8.119100984463920e-05	1.481547131272727e-09	0.000000000000000e+00
292	2	-2.722150763000669e-05	8.873241372067373e-05	-1.009925659079061e-05	0.000000000000000e+00
292	3	-2.259876551263519e-05	8.069789639827092e-05	-6.365534182174571e-06	0.000000000000000e+00
293	0	-2.259502751859265e-05	8.119100984463920e-05	1.481547131272727e-09	0.000000000000000e+00
293	1	-1.902426025098390e-05	7.466374658309167e-05	-1.105834777747416e-08	0.000000000000000e+00
293	2	-2.259876551263517e-05	8.069789639827089e-05	-6.365534182174544e-06	0.000000000000000e+00
293	3	-1.920049462956907e-05	7.440106522518651e-05	-3.597955496572195e-06	0.000000000000000e+00
294	0	-1.902426025098390e-05	7.466374658309167e-05	-1.105834777747416e-08	0.000000000000000e+00
294	1	-1.643744448654738e-05	6.949854626859201e-05	-1.381042029426981e-08	0.000000000000000e+00
294	2	-1.920049462956907e-05	7.440106522518651e-05	-3.597955496572195e-06	0.000000000000000e+00
294	3	-1.675220723354997e-05	6.940656569047438e-05	-1.549523472126221e-06	0.000000000000000e+00
295	0	-1.643744448654733e-05	6.949854626859200e-05	-1.381042029413429e-08	0.000000000000000e+00
295	1	-1.457420857682481e-05	6.538118874573970e-05	-2.427064636797992e-08	0.000000000000000e+00
295	2	-1.675220723354996e-05	6.940656569047430e-05	-1.549523472125886e-06	0.000000000000000e+00
295	3	-1.498188189920537e-05	6.541271940436701e-05	-9.671136704012809e-09	0.000000000000000e+00
296	0	-1.457420857682473e-05	6.538118874573970e-05	-2.427064636797992e-08	0.000000000000000e+00
296	1	-1.324942843714206e-05	6.206924265830063e-05	-9.182447083017133e-09	0.000000000000000e+00
296	2	-1.498188189920533e-05	6.541271940436701e-05	-9.671136704012809e-09	0.000000000000000e+00
296	3	-1.371993922104710e-05	6.218759953479641e-05	1.144813081971530e-06	0.000000000000000e+00
297	0	-1.324942843714206e-05	6.206924265830063e-05	-9.182447083017133e-09	0.000000000000000e+00
297	1	-1.232861484211794e-05	5.939563592095706e-05	8.958714595546287e-09	0.000000000000000e+00
297	2	-1.371993922104710e-05	6.218759953479641e-05	1.144813081971530e-06	0.000000000000000e+00
297	3	-1.282832351262474e-05	5.956189492094509e-05	2.029989501989469e-06	0.000000000000000e+00
298	0	-1.232861484211794e-05	5.939563592095706e-05	8.958714595546287e-09	0.000000000000000e+00
298	1	-1.171754730295802e-05	5.722008284141123e-05	3.147836556431902e-08	0.000000000000000e+00
298	2	-1.282832351262474e-05	5.956189492094509e-05	2.029989501989469e-06	0.000000000000000e+00
298	3	-1.220974568870291e-05	5.740657081481862e-05	2.712342217397591e-06	0.000000000000000e+00
299	0	-1.171754730295802e-05	5.722008284141123e-05	3.147836556431902e-08	0.000000000000000e+00
299	1	-1.134440523690565e-05	5.543843091283380e-05	3.802095929505111e-08	0.000000000000000e+00
299	2	-1.220974568870291e-05	5.740657081481862e-05	2.712342217397591e-06	0.000000000000000e+00
299	3	-1.181296542367424e-05	5.562717239672924e-05	3.259134577243583e-06	0.000000000000000e+00
300	0	-1.134440523690565e-05	5.543843091283380e-05	3.802095929505111e-08	0.000000000000000e+00
300	1	-1.115648485422649e-05	5.397000308946761e-05	2.699920850350536e-08	0.000000000000000e+00
300	2	-1.181296542367424e-05	5.562717239672924e-05	3.259134577243583e-06	0.000000000000000e+00
300	3	-1.155326229302942e-05	5.415315106853870e-05	3.680064613960876e-06	0.000000000000000e+00
301	0	-1.115648485422639e-05	5.397000308946761e-05	2.699920850421010e-08	0.000000000000000e+00
301	1	-1.110510265893630e-05	5.273626606718088e-05	-4.214872463761180e-09	0.000000000000000e+00
301	2	-1.155326229302964e-05	5.415315106853869e-05	3.680064613960957e-06	0.000000000000000e+00
301	3	-1.149731684369780e-05	5.292892934872502e-05	4.001217604449622e-06	0.000000000000000e+00
302	0	-1.110510265893621e-05	5.273626606718088e-05	-4.214872463761180e-09	0.000000000000000e+00
302	1	-1.115352677424756e-05	5.167190601531339e-05	-2.781177870774529e-08	0.000000000000000e+00
302	2	-1.149731684369775e-05	5.292892934872502e-05	4.001217604449622e-06	0.000000000000000e+00
302	3	-1.141623106186043e-05	5.190890105552757e-05	4.146312718806010e-06	0.000000000000000e+00
303	0	-1.115352677424756e-05	5.167190601531339e-05	-2.781177870774529e-08	0.000000000000000e+00
303	1	-1.123866509483402e-05	5.063864195753938e-05	2.589347764617728e-08	0.000000000000000e+00
303	2	-1.141623106186043e-05	5.190890105552757e-05	4.146312718806010e-06	0.000000000000000e+00
303	3	-1.147287785101432e-05	5.104854745671579e-05	3.988059533836981e-06	0.000000000000000e+00
304	0	-1.123866509483402e-05	5.063864195753938e-05	2.589347764617728e-08	0.000000000000000e+00
304	1	-1.123935460739635e-05	4.930786419694611e-05	2.852035838092386e-07	0.000000000000000e+00
304	2	-1.147287785101432e-05	5.104854745671579e-05	3.988059533836981e-06	0.000000000000000e+00
304	3	-1.154060765248111e-05	5.034179670228174e-05	3.260986572033831e-06	0.000000000000000e+00
305	0	-1.123935460739635e-05	4.930786419694611e-05	2.852035838092386e-07	0.000000000000000e+00
305	1	-1.026361991483134e-05	4.628766029032513e-05	6.879250172370063e-07	0.000000000000000e+00
305	2	-1.154060765248111e-05	5.034179670228174e-05	3.260986572033831e-06	0.000000000000000e+00
305	3	-1.182640038549868e-05	5.004842982476188e-05	1.672041656761416e-06	0.000000000000000e+00
306	0	-5.520224905246077e-05	1.306567249315318e-04	-3.175405627613341e-05	0.000000000000000e+00
306	1	-4.266439496826633e-05	1.126551994826812e-04	-2.213352063454883e-05	0.000000000000000e+00
306	2	-4.946942780200530e-05	1.226332832459588e-04	-6.161845808590704e-05	0.000000000000000e+00
306	3	-3.914535963985736e-05	1.070951856049605e-04	-4.312946804906338e-05	0.000000000000000e+00
307	0	-4.266439496826642e-05	1.126551994826812e-04	-2.213352063454873e-05	0.000000000000000e+00
307	1	-3.371327105737614e-05	9.909477329415760e-05	-1.516906339116271e-05	0.000000000000000e+00
307	2	-3.914535963985748e-05	1.070951856049604e-04	-4.312946804906346e-05	0.000000000000000e+00
307	3	-3.178849312425322e-05	9.532587748428452e-05	-2.974889060639554e-05	0.000000000000000e+00
308	0	-3.371327105737614e-05	9.909477329415759e-05	-1.516906339116280e-05	0.000000000000000e+00
308	1	-2.722150763000678e-05	8.873241372067368e-05	-1.009925659079050e-05	0.000000000000000e+00
308	2	-3.178849312425324e-05	9.532587748428449e-05	-2.974889060639551e-05	0.000000000000000e+00
308	3	-2.635972737611863e-05	8.626147001369431e-05	-1.998139262023478e-05	0.000000000000000e+00
309	0	-2.722150763000681e-05	8.873241372067365e-05	-1.009925659079032e-05	0.000000000000000e+00
309	1	-2.259876551263518e-05	8.069789639827092e-05	-6.365534182174544e-06	0.000000000000000e+00
309	2	-2.635972737611887e-05	8.626147001369429e-05	-1.998139262023466e-05	0.000000000000000e+00
309	3	-2.264496644071798e-05	7.921385134721285e-05	-1.278940516484549e-05	0.000000000000000e+00
310	0	-2.259876551263517e-05	8.069789639827092e-05	-6.365534182174598e-06	0.000000000000000e+00
310	1	-1.920049462956932e-05	7.440106522518657e-05	-3.597955496572104e-06	0.000000000000000e+00
310	2	-2.264496644071791e-05	7.921385134721285e-05	-1.278940516484560e-05	0.000000000000000e+00
310	3	-1.977611136491135e-05	7.362694746045768e-05	-7.449533879731293e-06	0.000000000000000e+00
311	0	-1.920049462956932e-05	7.440106522518657e-05	-3.597955496572104e-06	0.000000000000000e+00
311	1	-1.675220723355024e-05	6.940656569047431e-05	-1.549523472126076e-06	0.000000000000000e+00
311	2	-1.977611136491135e-05	7.362694746045768e-05	-7.449533879731293e-06	0.000000000000000e+00
311	3	-1.774880509661921e-05	6.915960541829771e-05	-3.492888726807434e-06	0.000000000000000e+00
312	0	-1.675220723354997e-05	6.940656569047437e-05	-1.549523472126238e-06	0.000000000000000e+00
312	1	-1.498188189920509e-05	6.541271940436688e-05	-9.671136703706818e-09	0.000000000000000e+00
312	2	-1.774880509661906e-05	6.915960541829761e-05	-3.492888726807524e-06	0.000000000000000e+00
312	3	-1.623602611527370e-05	6.552649889871087e-05	-5.342448580831961e-07	0.000000000000000e+00
313	0	-1.498188189920502e-05	6.541271940436688e-05	-9.671136703761028e-09	0.000000000000000e+00
313	1	-1.371993922104740e-05	6.218759953479641e-05	1.144813081971475e-06	0.000000000000000e+00
313	2	-1.623602611527377e-05	6.552649889871087e-05	-5.342448580831893e-07	0.000000000000000e+00
313	3	-1.513390172363065e-05	6.254550480266680e-05	1.666634319280854e-06	0.000000000000000e+00
314	0	-1.371993922104740e-05	6.218759953479641e-05	1.144813081971475e-06	0.000000000000000e+00
314	1	-1.282832351262480e-05	5.956189492094506e-05	2.029989501989659e-06	0.000000000000000e+00
314	2	-1.513390172363065e-05	6.254550480266680e-05	1.666634319280854e-06	0.000000000000000e+00
314	3	-1.434057802795153e-05	6.008115006506068e-05	3.312847702394851e-06	0.000000000000000e+00
315	0	-1.282832351262480e-05	5.956189492094506e-05	2.029989501989659e-06	0.000000000000000e+00
315	1	-1.220974568870275e-05	5.740657081481863e-05	2.712342217397746e-06	0.000000000000000e+00
315	2	-1.434057802795153e-05	6.008115006506068e-05	3.312847702394851e-06	0.000000000000000e+00
315	3	-1.376932908395644e-05	5.803403417324440e-05	4.548375477613294e-06	0.000000000000000e+00
316	0	-1.220974568870275e-05	5.740657081481863e-05	2.712342217397746e-06	0.000000000000000e+00
316	1	-1.181296542367400e-05	5.562717239672918e-05	3.259134577243935e-06	0.000000000000000e+00
316	2	-1.376932908395644e-05	5.803403417324440e-05	4.548375477613294e-06	0.000000000000000e+00
316	3	-1.339201850987892e-05	5.633340980812148e-05	5.490883951986702e-06	0.000000000000000e+00
317	0	-1.181296542367400e-05	5.562717239672918e-05	3.259134577243935e-06	0.000000000000000e+00
317	1	-1.155326229302952e-05	5.415315106853872e-05	3.680064613960767e-06	0.000000000000000e+00
317	2	-1.339201850987892e-05	5.633340980812148e-05	5.490883951986702e-06	0.000000000000000e+00
317	3	-1.309271719169630e-05	5.491079818717696e-05	6.220204264772778e-06	0.000000000000000e+00
318	0	-1.155326229302955e-05	5.415315106853872e-05	3.680064613960969e-06	0.000000000000000e+00
318	1	-1.149731684369775e-05	5.292892934872502e-05	4.001217604449568e-06	0.000000000000000e+00
318	2	-1.309271719169557e-05	5.491079818717697e-05	6.220204264772662e-06	0.000000000000000e+00
318	3	-1.303471116800716e-05	5.375263351804421e-05	6.802560650419514e-06	0.000000000000000e+00
319	0	-1.149731684369773e-05	5.292892934872502e-05	4.001217604449568e-06	0.000000000000000e+00
319	1	-1.141623106186064e-05	5.190890105552757e-05	4.146312718806038e-06	0.000000000000000e+00
319	2	-1.303471116800718e-05	5.375263351804421e-05	6.802560650419514e-06	0.000000000000000e+00
319	3	-1.285593953028968e-05	5.281707301332299e-05	7.206879118304388e-06	0.000000000000000e+00
320	0	-1.141623106186064e-05	5.190890105552757e-05	4.146312718806038e-06	0.000000000000000e+00
320	1	-1.147287785101439e-05	5.104854745671575e-05	3.988059533837045e-06	0.000000000000000e+00
320	2	-1.285593953028968e-05	5.281707301332299e-05	7.206879118304388e-06	0.000000000000000e+00
320	3	-1.304935578462971e-05	5.220466228010403e-05	7.462333949144976e-06	0.000000000000000e+00
321	0	-1.147287785101439e-05	5.104854745671575e-05	3.988059533837045e-06	0.000000000000000e+00
321	1	-1.154060765248119e-05	5.034179670228175e-05	3.260986572033856e-06	0.000000000000000e+00
321	2	-1.304935578462971e-05	5.220466228010403e-05	7.462333949144976e-06	0.000000000000000e+00
321	3	-1.338587944564658e-05	5.197933643805458e-05	7.492112765191872e-06	0.000000000000000e+00
322	0	-1.154060765248119e-05	5.034179670228175e-05	3.260986572033856e-06	0.000000000000000e+00
322	1	-1.182640038549868e-05	5.004842982476188e-05	1.672041656761416e-06	0.000000000000000e+00
322	2	-1.338587944564658e-05	5.197933643805458e-05	7.492112765191872e-06	0.000000000000000e+00
322	3	-1.401262930230456e-05	5.222626949952355e-05	7.153661748351790e-06	0.000000000000000e+00
323	0	-4.946942780200530e-05	1.226332832459588e-04	-6.161845808590714e-05	0.000000000000000e+00
323	1	-3.914535963985748e-05	1.070951856049605e-04	-4.312946804906337e-05	0.000000000000000e+00
323	2	-4.031399146137493e-05	1.095414734535501e-04	-8.644985306287347e-05	0.000000000000000e+00
323	3	-3.353780058243636e-05	9.798793170667231e-05	-6.099659775637158e-05	0.000000000000000e+00
324	0	-3.914535963985751e-05	1.070951856049604e-04	-4.312946804906346e-05	0.000000000000000e+00
324	1	-3.178849312425322e-05	9.532587748428448e-05	-2.974889060639559e-05	0.000000000000000e+00
324	2	-3.353780058243636e-05	9.798793170667231e-05	-6.099659775637140e-05	0.000000000000000e+00
324	3	-2.867982983820754e-05	8.910215807093399e-05	-4.254310341848903e-05	0.000000000000000e+00
325	0	-3.178849312425324e-05	9.532587748428447e-05	-2.974889060639560e-05	0.000000000000000e+00
325	1	-2.635972737611864e-05	8.626147001369437e-05	-1.998139262023475e-05	0.000000000000000e+00
325	2	-2.867982983820749e-05	8.910215807093402e-05	-4.254310341848903e-05	0.000000000000000e+00
325	3	-2.508711467119120e-05	8.212849777315940e-05	-2.900460139425121e-05	0.000000000000000e+00
326	0	-2.635972737611878e-05	8.626147001369437e-05	-1.998139262023464e-05	0.000000000000000e+00
326	1	-2.264496644071793e-05	7.921385134721294e-05	-1.278940516484566e-05	0.000000000000000e+00
326	2	-2.508711467119112e-05	8.212849777315930e-05	-2.900460139425121e-05	0.000000000000000e+00
326	3	-2.260926625723216e-05	7.660120702492302e-05	-1.902291021520988e-05	0.000000000000000e+00
327	0	-2.264496644071783e-05	7.921385134721288e-05	-1.278940516484564e-05	0.000000000000000e+00
327	1	-1.977611136491135e-05	7.362694746045771e-05	-7.449533879731306e-06	0.000000000000000e+00
327	2	-2.260926625723221e-05	7.660120702492304e-05	-1.902291021520993e-05	0.000000000000000e+00
327	3	-2.062602389910985e-05	7.215195964405425e-05	-1.164184257870238e-05	0.000000000000000e+00
328	0	-1.977611136491135e-05	7.362694746045771e-05	-7.449533879731306e-06	0.000000000000000e+00
328	1	-1.774880509661921e-05	6.915960541829763e-05	-3.492888726807434e-06	0.000000000000000e+00
328	2	-2.062602389910985e-05	7.215195964405425e-05	-1.164184257870238e-05	0.000000000000000e+00
328	3	-1.928815241272900e-05	6.856459799020872e-05	-6.144242296735533e-06	0.000000000000000e+00
329	0	-1.774880509661908e-05	6.915960541829761e-05	-3.492888726807524e-06	0.000000000000000e+00
329	1	-1.623602611527369e-05	6.552649889871091e-05	-5.342448580832910e-07	0.000000000000000e+00
329	2	-1.928815241272892e-05	6.856459799020876e-05	-6.144242296735614e-06	0.000000000000000e+00
329	3	-1.827455159323661e-05	6.563249850549235e-05	-2.077790350250513e-06	0.000000000000000e+00
330	0	-1.623602611527370e-05	6.552649889871089e-05	-5.342448580832774e-07	0.000000000000000e+00
330	1	-1.513390172363065e-05	6.254550480266684e-05	1.666634319280773e-06	0.000000000000000e+00
330	2	-1.827455159323661e-05	6.563249850549232e-05	-2.077790350250527e-06	0.000000000000000e+00
330	3	-1.755001711643443e-05	6.320604049122523e-05	9.540510421773733e-07	0.000000000000000e+00
331	0	-1.513390172363065e-05	6.254550480266684e-05	1.666634319280773e-06	0.000000000000000e+00
331	1	-1.434057802795153e-05	6.008115006506068e-05	3.312847702394892e-06	0.000000000000000e+00
331	2	-1.755001711643443e-05	6.320604049122523e-05	9.540510421773733e-07	0.000000000000000e+00
331	3	-1.697961188697068e-05	6.114180357955167e-05	3.205680314713855e-06	0.000000000000000e+00
332	0	-1.434057802795153e-05	6.008115006506068e-05	3.312847702394892e-06	0.000000000000000e+00
332	1	-1.376932908395644e-05	5.803403417324441e-05	4.548375477613240e-06	0.000000000000000e+00
332	2	-1.697961188697068e-05	6.114180357955167e-05	3.205680314713855e-06	0.000000000000000e+00
332	3	-1.653297763765612e-05	5.934604276622994e-05	4.886479151457286e-06	0.000000000000000e+00
333	0	-1.376932908395644e-05	5.803403417324441e-05	4.548375477613240e-06	0.000000000000000e+00
333	1	-1.339201850987889e-05	5.633340980812148e-05	5.490883951986675e-06	0.000000000000000e+00
333	2	-1.653297763765612e-05	5.934604276622994e-05	4.886479151457286e-06	0.000000000000000e+00
333	3	-1.616552614834961e-05	5.775226243784799e-05	6.129369071808822e-06	0.000000000000000e+00
334	0	-1.339201850987889e-05	5.633340980812148e-05	5.490883951986675e-06	0.000000000000000e+00
334	1	-1.309271719169630e-05	5.491079818717694e-05	6.220204264772778e-06	0.000000000000000e+00
334	2	-1.616552614834961e-05	5.775226243784799e-05	6.129369071808822e-06	0.000000000000000e+00
334	3	-1.588959501138436e-05	5.634893858966603e-05	7.077769696522283e-06	0.000000000000000e+00
335	0	-1.309271719169557e-05	5.491079818717699e-05	6.220204264772608e-06	0.000000000000000e+00
335	1	-1.303471116800716e-05	5.375263351804419e-05	6.802560650419569e-06	0.000000000000000e+00
335	2	-1.588959501138436e-05	5.634893858966603e-05	7.077769696522310e-06	0.000000000000000e+00
335	3	-1.568190492786042e-05	5.513297426022005e-05	7.828478628994288e-06	0.000000000000000e+00
336	0	-1.303471116800718e-05	5.375263351804419e-05	6.802560650419541e-06	0.000000000000000e+00
336	1	-1.285593953028968e-05	5.281707301332301e-05	7.206879118304361e-06	0.000000000000000e+00
336	2	-1.568190492786047e-05	5.513297426022007e-05	7.828478628994288e-06	0.000000000000000e+00
336	3	-1.561701629153312e-05	5.414675822360802e-05	8.553726943116460e-06	0.000000000000000e+00
337	0	-1.285593953028968e-05	5.281707301332301e-05	7.206879118304361e-06	0.000000000000000e+00
337	1	-1.304935578462971e-05	5.220466228010405e-05	7.462333949144936e-06	0.000000000000000e+00
337	2	-1.561701629153312e-05	5.414675822360802e-05	8.553726943116460e-06	0.000000000000000e+00
337	3	-1.564361422091516e-05	5.338722513805626e-05	9.390430324050429e-06	0.000000000000000e+00
338	0	-1.304935578462971e-05	5.220466228010405e-05	7.462333949144936e-06	0.000000000000000e+00
338	1	-1.338587944564658e-05	5.197933643805457e-05	7.492112765191885e-06	0.000000000000000e+00
338	2	-1.564361422091516e-05	5.338722513805626e-05	9.390430324050429e-06	0.000000000000000e+00
338	3	-1.586228321276442e-05	5.293910198557183e-05	1.050331600382308e-05	0.000000000000000e+00
339	0	-1.338587944564658e-05	5.197933643805457e-05	7.492112765191885e-06	0.000000000000000e+00
339	1	-1.401262930230456e-05	5.222626949952355e-05	7.153661748351790e-06	0.000000000000000e+00
339	2	-1.586228321276442e-05	5.293910198557183e-05	1.050331600382308e-05	0.000000000000000e+00
339	3	-1.645089830725002e-05	5.295152262413833e-05	1.213890681939427e-05	0.000000000000000e+00
340	0	-4.031399146137461e-05	1.095414734535499e-04	-8.644985306287317e-05	0.000000000000000e+00
340	1	-3.353780058243646e-05	9.798793170667215e-05	-6.099659775637116e-05	0.000000000000000e+00
340	2	-2.866505045989545e-05	9.236172899220027e-05	-1.034294617872565e-04	0.000000000000000e+00
340	3	-2.634816103001205e-05	8.589375811982423e-05	-7.390012530284279e-05	0.000000000000000e+00
341	0	-3.353780058243645e-05	9.798793170667212e-05	-6.099659775637127e-05	0.000000000000000e+00
341	1	-2.867982983820755e-05	8.910215807093416e-05	-4.254310341848925e-05	0.000000000000000e+00
341	2	-2.634816103001219e-05	8.589375811982436e-05	-7.390012530284265e-05	0.000000000000000e+00
341	3	-2.463626047648590e-05	8.068543979045518e-05	-5.242715065635930e-05	0.000000000000000e+00
342	0	-2.867982983820752e-05	8.910215807093422e-05	-4.254310341848920e-05	0.000000000000000e+00
342	1	-2.508711467119130e-05	8.212849777315940e-05	-2.900460139425112e-05	0.000000000000000e+00
342	2	-2.463626047648590e-05	8.068543979045513e-05	-5.242715065635937e-05	0.000000000000000e+00
342	3	-2.341710901825441e-05	7.647090705953537e-05	-3.666881500059108e-05	0.000000000000000e+00
343	0	-2.508711467119120e-05	8.212849777315936e-05	-2.900460139425117e-05	0.000000000000000e+00
343	1	-2.260926625723226e-05	7.660120702492316e-05	-1.902291021520995e-05	0.000000000000000e+00
343	2	-2.341710901825442e-05	7.647090705953552e-05	-3.666881500059104e-05	0.000000000000000e+00
343	3	-2.242593160115002e-05	7.299129432456290e-05	-2.497686446882797e-05	0.000000000000000e+00
344	0	-2.260926625723222e-05	7.660120702492315e-05	-1.902291021520999e-05	0.000000000000000e+00
344	1	-2.062602389910981e-05	7.215195964405425e-05	-1.164184257870228e-05	0.000000000000000e+00
344	2	-2.242593160115006e-05	7.299129432456287e-05	-2.497686446882792e-05	0.000000000000000e+00
344	3	-2.179574459643155e-05	7.008867204341228e-05	-1.620927854863659e-05	0.000000000000000e+00
345	0	-2.062602389910981e-05	7.215195964405425e-05	-1.164184257870228e-05	0.000000000000000e+00
345	1	-1.928815241272891e-05	6.856459799020873e-05	-6.144242296735627e-06	0.000000000000000e+00
345	2	-2.179574459643155e-05	7.008867204341228e-05	-1.620927854863659e-05	0.000000000000000e+00
345	3	-2.120704689630315e-05	6.757235319141985e-05	-9.625410389438285e-06	0.000000000000000e+00
346	0	-1.928815241272877e-05	6.856459799020880e-05	-6.144242296735787e-06	0.000000000000000e+00
346	1	-1.827455159323670e-05	6.563249850549235e-05	-2.077790350250500e-06	0.000000000000000e+00
346	2	-2.120704689630307e-05	6.757235319141987e-05	-9.625410389438348e-06	0.000000000000000e+00
346	3	-2.078920087747934e-05	6.536635581164409e-05	-4.691983856691059e-06	0.000000000000000e+00
347	0	-1.827455159323664e-05	6.563249850549235e-05	-2.077790350250594e-06	0.000000000000000e+00
347	1	-1.755001711643448e-05	6.320604049122519e-05	9.540510421774546e-07	0.000000000000000e+00
347	2	-2.078920087747934e-05	6.536635581164409e-05	-4.691983856691127e-06	0.000000000000000e+00
347	3	-2.044584385004904e-05	6.341817274403099e-05	-1.047717527670389e-06	0.000000000000000e+00
348	0	-1.755001711643448e-05	6.320604049122519e-05	9.540510421774546e-07	0.000000000000000e+00
348	1	-1.697961188697071e-05	6.114180357955175e-05	3.205680314713815e-06	0.000000000000000e+00
348	2	-2.044584385004904e-05	6.341817274403099e-05	-1.047717527670389e-06	0.000000000000000e+00
348	3	-2.021172527570906e-05	6.173675699767926e-05	1.590832876084013e-06	0.000000000000000e+00
349	0	-1.697961188697071e-05	6.114180357955175e-05	3.205680314713815e-06	0.000000000000000e+00
349	1	-1.653297763765612e-05	5.934604276622991e-05	4.886479151457455e-06	0.000000000000000e+00
349	2	-2.021172527570906e-05	6.173675699767926e-05	1.590832876084013e-06	0.000000000000000e+00
349	3	-2.003632333943054e-05	6.031534511914707e-05	3.476444392114580e-06	0.000000000000000e+00
350	0	-1.653297763765612e-05	5.934604276622991e-05	4.886479151457455e-06	0.000000000000000e+00
350	1	-1.616552614834953e-05	5.775226243784793e-05	6.129369071808903e-06	0.000000000000000e+00
350	2	-2.003632333943054e-05	6.031534511914707e-05	3.476444392114580e-06	0.000000000000000e+00
350	3	-1.988707878176350e-05	5.911367589168876e-05	4.846994054653052e-06	0.000000000000000e+00
351	0	-1.616552614834953e-05	5.775226243784793e-05	6.129369071808903e-06	0.000000000000000e+00
351	1	-1.588959501138440e-05	5.634893858966603e-05	7.077769696522337e-06	0.000000000000000e+00
351	2	-1.988707878176350e-05	5.911367589168876e-05	4.846994054653052e-06	0.000000000000000e+00
351	3	-1.972075669697885e-05	5.804768976921247e-05	5.899497201602177e-06	0.000000000000000e+00
352	0	-1.588959501138440e-05	5.634893858966601e-05	7.077769696522337e-06	0.000000000000000e+00
352	1	-1.568190492786047e-05	5.513297426022007e-05	7.828478628994315e-06	0.000000000000000e+00
352	2	-1.972075669697889e-05	5.804768976921253e-05	5.899497201602150e-06	0.000000000000000e+00
352	3	-1.951568463022874e-05	5.692972704505552e-05	6.754222132713953e-06	0.000000000000000e+00
353	0	-1.568190492786049e-05	5.513297426022007e-05	7.828478628994315e-06	0.000000000000000e+00
353	1	-1.561701629153312e-05	5.414675822360805e-05	8.553726943116433e-06	0.000000000000000e+00
353	2	-1.951568463022885e-05	5.692972704505556e-05	6.754222132713980e-06	0.000000000000000e+00
353	3	-1.925958372970503e-05	5.572818178957427e-05	7.575643238011095e-06	0.000000000000000e+00
354	0	-1.561701629153312e-05	5.414675822360805e-05	8.553726943116433e-06	0.000000000000000e+00
354	1	-1.564361422091514e-05	5.338722513805627e-05	9.390430324050402e-06	0.000000000000000e+00
354	2	-1.925958372970503e-05	5.572818178957427e-05	7.575643238011095e-06	0.000000000000000e+00
354	3	-1.896290503188508e-05	5.448821306635751e-05	8.586807833216249e-06	0.000000000000000e+00
355	0	-1.564361422091514e-05	5.338722513805627e-05	9.390430324050402e-06	0.000000000000000e+00
355	1	-1.586228321276456e-05	5.293910198557184e-05	1.050331600382312e-05	0.000000000000000e+00
355	2	-1.896290503188508e-05	5.448821306635751e-05	8.586807833216249e-06	0.000000000000000e+00
355	3	-1.870095597372885e-05	5.325395030800370e-05	1.008753095445939e-05	0.000000000000000e+00
356	0	-1.586228321276456e-05	5.293910198557184e-05	1.050331600382312e-05	0.000000000000000e+00
356	1	-1.645089830724996e-05	5.295152262413830e-05	1.213890681939425e-05	0.000000000000000e+00
356	2	-1.870095597372885e-05	5.325395030800370e-05	1.008753095445939e-05	0.000000000000000e+00
356	3	-1.839560303256626e-05	5.196471983343076e-05	1.242560522861723e-05	0.000000000000000e+00
357	0	-2.866505045989540e-05	9.236172899220005e-05	-1.034294617872564e-04	0.000000000000000e+00
357	1	-2.634816103001204e-05	8.589375811982431e-05	-7.390012530284290e-05	0.000000000000000e+00
357	2	-1.597115203937012e-05	7.266481427583923e-05	-1.105643060949310e-04	0.000000000000000e+00
357	3	-1.849816031434316e-05	7.183598384490560e-05	-8.064839940879178e-05	0.000000000000000e+00
358	0	-2.634816103001219e-05	8.589375811982434e-05	-7.390012530284265e-05	0.000000000000000e+00
358	1	-2.463626047648588e-05	8.068543979045521e-05	-5.242715065635925e-05	0.000000000000000e+00
