e	gp_n	x	y
285	1	7.841182046004453e+00	9.452606967178221e+00
285	2	8.041170895172016e+00	9.452606967178220e+00
285	3	8.194451856351192e+00	9.452606967178220e+00
285	4	7.687901084825278e+00	9.605887928357394e+00
285	5	7.841182046004455e+00	9.605887928357395e+00
285	6	8.041170895172014e+00	9.605887928357392e+00
285	7	8.194451856351192e+00	9.605887928357395e+00
285	8	7.687901084825279e+00	9.805876777524960e+00
285	9	7.841182046004453e+00	9.805876777524958e+00
285	10	8.041170895172018e+00	9.805876777524960e+00
285	11	8.194451856351193e+00	9.805876777524960e+00
285	12	7.687901084825280e+00	9.959157738704134e+00
285	13	7.841182046004452e+00	9.959157738704128e+00
285	14	8.041170895172012e+00	9.959157738704128e+00
285	15	8.194451856351188e+00	9.959157738704132e+00
286	0	8.276136378942924e+00	9.452606967178218e+00
286	1	8.429417340122100e+00	9.452606967178223e+00
286	2	8.629406189289664e+00	9.452606967178221e+00
286	3	8.782687150468837e+00	9.452606967178218e+00
286	4	8.276136378942926e+00	9.605887928357394e+00
286	5	8.429417340122102e+00	9.605887928357395e+00
286	6	8.629406189289661e+00	9.605887928357392e+00
286	7	8.782687150468838e+00	9.605887928357395e+00
286	8	8.276136378942923e+00	9.805876777524960e+00
286	9	8.429417340122100e+00	9.805876777524960e+00
286	10	8.629406189289666e+00	9.805876777524960e+00
286	11	8.782687150468840e+00	9.805876777524960e+00
286	12	8.276136378942923e+00	9.959157738704132e+00
286	13	8.429417340122095e+00	9.959157738704127e+00
286	14	8.629406189289663e+00	9.959157738704130e+00
286	15	8.782687150468838e+00	9.959157738704134e+00
287	0	8.864371673060573e+00	9.452606967178220e+00
287	1	9.017652634239745e+00	9.452606967178221e+00
287	2	9.217641483407309e+00	9.452606967178221e+00
287	3	9.370922444586485e+00	9.452606967178220e+00
287	4	8.864371673060571e+00	9.605887928357397e+00
287	5	9.017652634239750e+00	9.605887928357397e+00
287	6	9.217641483407309e+00	9.605887928357394e+00
287	7	9.370922444586485e+00	9.605887928357395e+00
287	8	8.864371673060573e+00	9.805876777524960e+00
287	9	9.017652634239747e+00	9.805876777524956e+00
287	10	9.217641483407311e+00	9.805876777524958e+00
287	11	9.370922444586485e+00	9.805876777524958e+00
287	12	8.864371673060569e+00	9.959157738704130e+00
287	13	9.017652634239745e+00	9.959157738704130e+00
287	14	9.217641483407307e+00	9.959157738704134e+00
287	15	9.370922444586483e+00	9.959157738704134e+00
288	0	9.452606967178220e+00	9.452606967178220e+00
288	1	9.605887928357395e+00	9.452606967178221e+00
288	2	9.805876777524961e+00	9.452606967178223e+00
288	3	9.959157738704134e+00	9.452606967178221e+00
288	4	9.452606967178220e+00	9.605887928357394e+00
288	5	9.605887928357395e+00	9.605887928357397e+00
288	6	9.805876777524956e+00	9.605887928357394e+00
288	7	9.959157738704128e+00	9.605887928357392e+00
288	8	9.452606967178220e+00	9.805876777524958e+00
288	9	9.605887928357392e+00	9.805876777524956e+00
288	10	9.805876777524958e+00	9.805876777524956e+00
288	11	9.959157738704134e+00	9.805876777524960e+00
288	12	9.452606967178220e+00	9.959157738704134e+00
288	13	9.605887928357394e+00	9.959157738704128e+00
288	14	9.805876777524958e+00	9.959157738704132e+00
288	15	9.959157738704135e+00	9.959157738704135e+00
289	0	1.004067437094480e+00	5.806455784238793e-03
289	1	1.019395276915229e+00	5.895095671261343e-03
289	2	1.039393827435754e+00	6.010745970291376e-03
289	3	1.054721667256503e+00	6.099385857313924e-03
289	4	1.003701582021390e+00	2.771763716498103e-02
289	5	1.019023836791026e+00	2.814076761118281e-02
289	6	1.039015100379526e+00	2.869283468026087e-02
289	7	1.054337355149162e+00	2.911596512646266e-02
289	8	1.002489268208446e+00	5.657208047390244e-02
289	9	1.017793016101699e+00	5.743569556168955e-02
289	10	1.037760133384743e+00	5.856247207849643e-02
289	11	1.053063881277998e+00	5.942608716628353e-02
289	12	1.000981553953777e+00	7.887370795476237e-02
289	13	1.016262285462137e+00	8.007777405324833e-02
289	14	1.036199372790441e+00	8.164874406482338e-02
289	15	1.051480104298801e+00	8.285281016330936e-02
290	0	1.062889982933079e+00	6.146622688283157e-03
290	1	1.078217822753828e+00	6.235262575305707e-03
290	2	1.098216373274354e+00	6.350912874335739e-03
290	3	1.113544213095103e+00	6.439552761358289e-03
290	4	1.062502694511978e+00	2.934145437330799e-02
290	5	1.077824949281613e+00	2.976458481950978e-02
290	6	1.097816212870113e+00	3.031665188858782e-02
290	7	1.113138467639749e+00	3.073978233478962e-02
290	8	1.061219358193773e+00	5.988631383505062e-02
290	9	1.076523106087026e+00	6.074992892283772e-02
290	10	1.096490223370070e+00	6.187670543964461e-02
290	11	1.111793971263324e+00	6.274032052743171e-02
290	12	1.059623315618136e+00	8.349446561527869e-02
290	13	1.074904047126496e+00	8.469853171376467e-02
290	14	1.094841134454800e+00	8.626950172533975e-02
290	15	1.110121865963161e+00	8.747356782382573e-02
291	0	1.121712528771679e+00	6.486789592327521e-03
291	1	1.137040368592428e+00	6.575429479350070e-03
291	2	1.157038919112953e+00	6.691079778380103e-03
291	3	1.172366758933703e+00	6.779719665402653e-03
291	4	1.121303807002564e+00	3.096527158163495e-02
291	5	1.136626061772200e+00	3.138840202783674e-02
291	6	1.156617325360701e+00	3.194046909691480e-02
291	7	1.171939580130336e+00	3.236359954311658e-02
291	8	1.119949448179100e+00	6.320054719619878e-02
291	9	1.135253196072353e+00	6.406416228398587e-02
291	10	1.155220313355397e+00	6.519093880079280e-02
291	11	1.170524061248651e+00	6.605455388857989e-02
291	12	1.118265077282496e+00	8.811522327579505e-02
291	13	1.133545808790856e+00	8.931928937428099e-02
291	14	1.153482896119159e+00	9.089025938585604e-02
291	15	1.168763627627520e+00	9.209432548434206e-02
292	0	1.180535074610278e+00	6.826956496371885e-03
292	1	1.195862914431027e+00	6.915596383394434e-03
292	2	1.215861464951553e+00	7.031246682424467e-03
292	3	1.231189304772302e+00	7.119886569447015e-03
292	4	1.180104919493152e+00	3.258908878996191e-02
292	5	1.195427174262787e+00	3.301221923616370e-02
292	6	1.215418437851288e+00	3.356428630524175e-02
292	7	1.230740692620923e+00	3.398741675144355e-02
292	8	1.178679538164426e+00	6.651478055734696e-02
292	9	1.193983286057681e+00	6.737839564513405e-02
292	10	1.213950403340724e+00	6.850517216194095e-02
292	11	1.229254151233978e+00	6.936878724972804e-02
292	12	1.176906838946855e+00	9.273598093631137e-02
292	13	1.192187570455215e+00	9.394004703479733e-02
292	14	1.212124657783519e+00	9.551101704637240e-02
292	15	1.227405389291879e+00	9.671508314485840e-02
293	0	1.239357620448878e+00	7.167123400416248e-03
293	1	1.254685460269627e+00	7.255763287438797e-03
293	2	1.274684010790152e+00	7.371413586468829e-03
293	3	1.290011850610902e+00	7.460053473491379e-03
293	4	1.238906031983739e+00	3.421290599828888e-02
293	5	1.254228286753375e+00	3.463603644449067e-02
293	6	1.274219550341875e+00	3.518810351356871e-02
293	7	1.289541805111510e+00	3.561123395977051e-02
293	8	1.237409628149754e+00	6.982901391849512e-02
293	9	1.252713376043008e+00	7.069262900628222e-02
293	10	1.272680493326052e+00	7.181940552308912e-02
293	11	1.287984241219305e+00	7.268302061087621e-02
293	12	1.235548600611215e+00	9.735673859682771e-02
293	13	1.250829332119575e+00	9.856080469531367e-02
293	14	1.270766419447878e+00	1.001317747068887e-01
293	15	1.286047150956239e+00	1.013358408053747e-01
294	0	1.298180166287477e+00	7.507290304460611e-03
294	1	1.313508006108226e+00	7.595930191483160e-03
294	2	1.333506556628751e+00	7.711580490513192e-03
294	3	1.348834396449501e+00	7.800220377535742e-03
294	4	1.297707144474326e+00	3.583672320661584e-02
294	5	1.313029399243962e+00	3.625985365281763e-02
294	6	1.333020662832462e+00	3.681192072189567e-02
294	7	1.348342917602097e+00	3.723505116809746e-02
294	8	1.296139718135080e+00	7.314324727964330e-02
294	9	1.311443466028334e+00	7.400686236743038e-02
294	10	1.331410583311378e+00	7.513363888423730e-02
294	11	1.346714331204632e+00	7.599725397202438e-02
294	12	1.294190362275574e+00	1.019774962573440e-01
294	13	1.309471093783933e+00	1.031815623558300e-01
294	14	1.329408181112237e+00	1.047525323674051e-01
294	15	1.344688912620597e+00	1.059565984658910e-01
295	0	1.357002712126077e+00	7.847457208504974e-03
295	1	1.372330551946826e+00	7.936097095527521e-03
295	2	1.392329102467351e+00	8.051747394557555e-03
295	3	1.407656942288100e+00	8.140387281580104e-03
295	4	1.356508256964913e+00	3.746054041494280e-02
295	5	1.371830511734549e+00	3.788367086114459e-02
295	6	1.391821775323049e+00	3.843573793022264e-02
295	7	1.407144030092685e+00	3.885886837642443e-02
295	8	1.354869808120407e+00	7.645748064079146e-02
295	9	1.370173556013661e+00	7.732109572857855e-02
295	10	1.390140673296705e+00	7.844787224538545e-02
295	11	1.405444421189959e+00	7.931148733317257e-02
295	12	1.352832123939933e+00	1.065982539178604e-01
295	13	1.368112855448293e+00	1.078023200163463e-01
295	14	1.388049942776596e+00	1.093732900279214e-01
295	15	1.403330674284957e+00	1.105773561264074e-01
296	0	1.415825257964676e+00	8.187624112549337e-03
296	1	1.431153097785425e+00	8.276263999571888e-03
296	2	1.451151648305951e+00	8.391914298601920e-03
296	3	1.466479488126700e+00	8.480554185624470e-03
296	4	1.415309369455501e+00	3.908435762326976e-02
296	5	1.430631624225136e+00	3.950748806947156e-02
296	6	1.450622887813636e+00	4.005955513854961e-02
296	7	1.465945142583272e+00	4.048268558475139e-02
296	8	1.413599898105735e+00	7.977171400193964e-02
296	9	1.428903645998988e+00	8.063532908972672e-02
296	10	1.448870763282032e+00	8.176210560653364e-02
296	11	1.464174511175285e+00	8.262572069432074e-02
296	12	1.411473885604293e+00	1.112190115783767e-01
296	13	1.426754617112653e+00	1.124230776768627e-01
296	14	1.446691704440956e+00	1.139940476884377e-01
296	15	1.461972435949316e+00	1.151981137869237e-01
297	0	1.474647803803276e+00	8.527791016593702e-03
297	1	1.489975643624025e+00	8.616430903616249e-03
297	2	1.509974194144550e+00	8.732081202646283e-03
297	3	1.525302033965299e+00	8.820721089668832e-03
297	4	1.474110481946088e+00	4.070817483159671e-02
297	5	1.489432736715723e+00	4.113130527779851e-02
297	6	1.509424000304223e+00	4.168337234687656e-02
297	7	1.524746255073859e+00	4.210650279307836e-02
297	8	1.472329988091061e+00	8.308594736308782e-02
297	9	1.487633735984315e+00	8.394956245087490e-02
297	10	1.507600853267359e+00	8.507633896768180e-02
297	11	1.522904601160612e+00	8.593995405546889e-02
297	12	1.470115647268652e+00	1.158397692388931e-01
297	13	1.485396378777012e+00	1.170438353373790e-01
297	14	1.505333466105315e+00	1.186148053489541e-01
297	15	1.520614197613676e+00	1.198188714474400e-01
298	0	1.533470349641875e+00	8.867957920638065e-03
298	1	1.548798189462624e+00	8.956597807660612e-03
298	2	1.568796739983150e+00	9.072248106690649e-03
298	3	1.584124579803899e+00	9.160887993713196e-03
298	4	1.532911594436675e+00	4.233199203992368e-02
298	5	1.548233849206310e+00	4.275512248612547e-02
298	6	1.568225112794811e+00	4.330718955520352e-02
298	7	1.583547367564446e+00	4.373032000140532e-02
298	8	1.531060078076388e+00	8.640018072423597e-02
298	9	1.546363825969642e+00	8.726379581202307e-02
298	10	1.566330943252686e+00	8.839057232882998e-02
298	11	1.581634691145940e+00	8.925418741661709e-02
298	12	1.528757408933011e+00	1.204605268994094e-01
298	13	1.544038140441371e+00	1.216645929978953e-01
298	14	1.563975227769675e+00	1.232355630094704e-01
298	15	1.579255959278035e+00	1.244396291079564e-01
299	0	1.592292895480475e+00	9.208124824682430e-03
299	1	1.607620735301224e+00	9.296764711704979e-03
299	2	1.627619285821749e+00	9.412415010735012e-03
299	3	1.642947125642498e+00	9.501054897757561e-03
299	4	1.591712706927262e+00	4.395580924825065e-02
299	5	1.607034961696897e+00	4.437893969445243e-02
299	6	1.627026225285398e+00	4.493100676353050e-02
299	7	1.642348480055033e+00	4.535413720973228e-02
299	8	1.589790168061715e+00	8.971441408538412e-02
299	9	1.605093915954969e+00	9.057802917317125e-02
299	10	1.625061033238013e+00	9.170480568997816e-02
299	11	1.640364781131267e+00	9.256842077776524e-02
299	12	1.587399170597371e+00	1.250812845599257e-01
299	13	1.602679902105731e+00	1.262853506584117e-01
299	14	1.622616989434034e+00	1.278563206699868e-01
299	15	1.637897720942395e+00	1.290603867684728e-01
300	0	1.651115441319074e+00	9.548291728726793e-03
300	1	1.666443281139823e+00	9.636931615749342e-03
300	2	1.686441831660348e+00	9.752581914779374e-03
300	3	1.701769671481098e+00	9.841221801801922e-03
300	4	1.650513819417849e+00	4.557962645657761e-02
300	5	1.665836074187485e+00	4.600275690277940e-02
300	6	1.685827337775985e+00	4.655482397185745e-02
300	7	1.701149592545621e+00	4.697795441805924e-02
300	8	1.648520258047042e+00	9.302864744653233e-02
300	9	1.663824005940296e+00	9.389226253431940e-02
300	10	1.683791123223340e+00	9.501903905112630e-02
300	11	1.699094871116593e+00	9.588265413891339e-02
300	12	1.646040932261730e+00	1.297020422204421e-01
300	13	1.661321663770090e+00	1.309061083189280e-01
300	14	1.681258751098393e+00	1.324770783305031e-01
300	15	1.696539482606754e+00	1.336811444289890e-01
301	0	1.709937987157674e+00	9.888458632771152e-03
301	1	1.725265826978423e+00	9.977098519793703e-03
301	2	1.745264377498948e+00	1.009274881882373e-02
301	3	1.760592217319697e+00	1.018138870584628e-02
301	4	1.709314931908437e+00	4.720344366490457e-02
301	5	1.724637186678071e+00	4.762657411110634e-02
301	6	1.744628450266572e+00	4.817864118018440e-02
301	7	1.759950705036208e+00	4.860177162638619e-02
301	8	1.707250348032369e+00	9.634288080768048e-02
301	9	1.722554095925622e+00	9.720649589546757e-02
301	10	1.742521213208666e+00	9.833327241227446e-02
301	11	1.757824961101920e+00	9.919688750006156e-02
301	12	1.704682693926090e+00	1.343227998809584e-01
301	13	1.719963425434449e+00	1.355268659794443e-01
301	14	1.739900512762753e+00	1.370978359910194e-01
301	15	1.755181244271113e+00	1.383019020895054e-01
302	0	1.768760532996273e+00	1.022862553681551e-02
302	1	1.784088372817022e+00	1.031726542383807e-02
302	2	1.804086923337547e+00	1.043291572286810e-02
302	3	1.819414763158297e+00	1.052155560989065e-02
302	4	1.768116044399024e+00	4.882726087323153e-02
302	5	1.783438299168659e+00	4.925039131943332e-02
302	6	1.803429562757159e+00	4.980245838851137e-02
302	7	1.818751817526795e+00	5.022558883471319e-02
302	8	1.765980438017696e+00	9.965711416882862e-02
302	9	1.781284185910949e+00	1.005207292566157e-01
302	10	1.801251303193994e+00	1.016475057734226e-01
302	11	1.816555051087247e+00	1.025111208612098e-01
302	12	1.763324455590448e+00	1.389435575414747e-01
302	13	1.778605187098809e+00	1.401476236399607e-01
302	14	1.798542274427113e+00	1.417185936515357e-01
302	15	1.813823005935473e+00	1.429226597500217e-01
303	0	1.827583078834872e+00	1.056879244085988e-02
303	1	1.842910918655622e+00	1.065743232788243e-02
303	2	1.862909469176147e+00	1.077308262691246e-02
303	3	1.878237308996896e+00	1.086172251393501e-02
303	4	1.826917156889610e+00	5.045107808155849e-02
303	5	1.842239411659246e+00	5.087420852776029e-02
303	6	1.862230675247747e+00	5.142627559683834e-02
303	7	1.877552930017382e+00	5.184940604304013e-02
303	8	1.824710528003022e+00	1.029713475299768e-01
303	9	1.840014275896276e+00	1.038349626177639e-01
303	10	1.859981393179321e+00	1.049617391345708e-01
303	11	1.875285141072574e+00	1.058253542223579e-01
303	12	1.821966217254808e+00	1.435643152019911e-01
303	13	1.837246948763168e+00	1.447683813004770e-01
303	14	1.857184036091471e+00	1.463393513120521e-01
303	15	1.872464767599832e+00	1.475434174105381e-01
304	0	1.886405624673472e+00	1.090895934490425e-02
304	1	1.901733464494221e+00	1.099759923192679e-02
304	2	1.921732015014747e+00	1.111324953095683e-02
304	3	1.937059854835496e+00	1.120188941797937e-02
304	4	1.885718269380198e+00	5.207489528988547e-02
304	5	1.901040524149833e+00	5.249802573608725e-02
304	6	1.921031787738334e+00	5.305009280516530e-02
304	7	1.936354042507969e+00	5.347322325136709e-02
304	8	1.883440617988350e+00	1.062855808911250e-01
304	9	1.898744365881603e+00	1.071491959789121e-01
304	10	1.918711483164648e+00	1.082759724957190e-01
304	11	1.934015231057901e+00	1.091395875835061e-01
304	12	1.880607978919167e+00	1.481850728625074e-01
304	13	1.895888710427527e+00	1.493891389609933e-01
304	14	1.915825797755831e+00	1.509601089725685e-01
304	15	1.931106529264191e+00	1.521641750710544e-01
305	0	1.945228170512072e+00	1.124912624894861e-02
305	1	1.960556010332821e+00	1.133776613597116e-02
305	2	1.980554560853346e+00	1.145341643500119e-02
305	3	1.995882400674095e+00	1.154205632202374e-02
305	4	1.944519381870786e+00	5.369871249821242e-02
305	5	1.959841636640421e+00	5.412184294441421e-02
305	6	1.979832900228921e+00	5.467391001349226e-02
305	7	1.995155154998557e+00	5.509704045969405e-02
305	8	1.942170707973677e+00	1.095998142522732e-01
305	9	1.957474455866930e+00	1.104634293400602e-01
305	10	1.977441573149975e+00	1.115902058568672e-01
305	11	1.992745321043229e+00	1.124538209446542e-01
305	12	1.939249740583527e+00	1.528058305230237e-01
305	13	1.954530472091887e+00	1.540098966215097e-01
305	14	1.974467559420190e+00	1.555808666330847e-01
305	15	1.989748290928550e+00	1.567849327315707e-01
306	0	9.999685538216807e-01	9.081863536757283e-02
306	1	1.015233821125955e+00	9.220504971010089e-02
306	2	1.035150731986453e+00	9.401393325766350e-02
306	3	1.050415999290727e+00	9.540034760019159e-02
306	4	9.976673022416754e-01	1.133361689844341e-01
306	5	1.012897439220732e+00	1.150663303061853e-01
306	6	1.032768514817300e+00	1.173237076670097e-01
306	7	1.047998651796357e+00	1.190538689887609e-01
306	8	9.938644268593689e-01	1.428937863790768e-01
306	9	1.009036510103622e+00	1.450751668203517e-01
306	10	1.028831841788330e+00	1.479212591249089e-01
306	11	1.044003925032583e+00	1.501026395661837e-01
306	12	9.903235862094106e-01	1.656632963561405e-01
306	13	1.005441615874883e+00	1.681922703840925e-01
306	14	1.025166422734258e+00	1.714918752504370e-01
306	15	1.040284452399728e+00	1.740208492783891e-01
307	0	1.058550969624892e+00	9.613917773808041e-02
307	1	1.073816236929167e+00	9.752559208060846e-02
307	2	1.093733147789664e+00	9.933447562817106e-02
307	3	1.108998415093939e+00	1.007208899706991e-01
307	4	1.056114900928476e+00	1.199758843550968e-01
307	5	1.071345037907533e+00	1.217060456768480e-01
307	6	1.091216113504101e+00	1.239634230376724e-01
307	7	1.106446250483158e+00	1.256935843594237e-01
307	8	1.052089236913425e+00	1.512651128346557e-01
307	9	1.067261320157678e+00	1.534464932759305e-01
307	10	1.087056651842386e+00	1.562925855804878e-01
307	11	1.102228735086638e+00	1.584739660217625e-01
307	12	1.048340958741100e+00	1.753685576599842e-01
307	13	1.063458988406572e+00	1.778975316879363e-01
307	14	1.083183795265947e+00	1.811971365542807e-01
307	15	1.098301824931418e+00	1.837261105822328e-01
308	0	1.117133385428104e+00	1.014597201085879e-01
308	1	1.132398652732378e+00	1.028461344511160e-01
308	2	1.152315563592876e+00	1.046550179986786e-01
308	3	1.167580830897150e+00	1.060414323412067e-01
308	4	1.114562499615277e+00	1.266155997257595e-01
308	5	1.129792636594334e+00	1.283457610475107e-01
308	6	1.149663712190902e+00	1.306031384083351e-01
308	7	1.164893849169959e+00	1.323332997300863e-01
308	8	1.110314046967481e+00	1.596364392902346e-01
308	9	1.125486130211733e+00	1.618178197315094e-01
308	10	1.145281461896441e+00	1.646639120360666e-01
308	11	1.160453545140695e+00	1.668452924773415e-01
308	12	1.106358331272790e+00	1.850738189638279e-01
308	13	1.121476360938261e+00	1.876027929917799e-01
308	14	1.141201167797637e+00	1.909023978581245e-01
308	15	1.156319197463108e+00	1.934313718860765e-01
309	0	1.175715801231315e+00	1.067802624790955e-01
309	1	1.190981068535590e+00	1.081666768216236e-01
309	2	1.210897979396088e+00	1.099755603691862e-01
309	3	1.226163246700362e+00	1.113619747117142e-01
309	4	1.173010098302078e+00	1.332553150964222e-01
309	5	1.188240235281135e+00	1.349854764181735e-01
309	6	1.208111310877703e+00	1.372428537789978e-01
309	7	1.223341447856760e+00	1.389730151007491e-01
309	8	1.168538857021536e+00	1.680077657458135e-01
309	9	1.183710940265789e+00	1.701891461870882e-01
309	10	1.203506271950497e+00	1.730352384916455e-01
309	11	1.218678355194750e+00	1.752166189329204e-01
309	12	1.164375703804480e+00	1.947790802676717e-01
309	13	1.179493733469951e+00	1.973080542956236e-01
309	14	1.199218540329327e+00	2.006076591619682e-01
309	15	1.214336569994798e+00	2.031366331899201e-01
310	0	1.234298217034527e+00	1.121008048496031e-01
310	1	1.249563484338802e+00	1.134872191921311e-01
310	2	1.269480395199300e+00	1.152961027396937e-01
310	3	1.284745662503574e+00	1.166825170822218e-01
310	4	1.231457696988880e+00	1.398950304670850e-01
310	5	1.246687833967936e+00	1.416251917888362e-01
310	6	1.266558909564504e+00	1.438825691496605e-01
310	7	1.281789046543561e+00	1.456127304714118e-01
310	8	1.226763667075592e+00	1.763790922013923e-01
310	9	1.241935750319845e+00	1.785604726426671e-01
310	10	1.261731082004553e+00	1.814065649472243e-01
310	11	1.276903165248806e+00	1.835879453884992e-01
310	12	1.222393076336170e+00	2.044843415715153e-01
310	13	1.237511106001641e+00	2.070133155994674e-01
310	14	1.257235912861016e+00	2.103129204658119e-01
310	15	1.272353942526487e+00	2.128418944937638e-01
311	0	1.292880632837739e+00	1.174213472201106e-01
311	1	1.308145900142013e+00	1.188077615626387e-01
311	2	1.328062811002511e+00	1.206166451102013e-01
311	3	1.343328078306785e+00	1.220030594527293e-01
311	4	1.289905295675680e+00	1.465347458377476e-01
311	5	1.305135432654737e+00	1.482649071594989e-01
311	6	1.325006508251305e+00	1.505222845203232e-01
311	7	1.340236645230361e+00	1.522524458420745e-01
311	8	1.284988477129648e+00	1.847504186569712e-01
311	9	1.300160560373901e+00	1.869317990982460e-01
311	10	1.319955892058609e+00	1.897778914028032e-01
311	11	1.335127975302862e+00	1.919592718440781e-01
311	12	1.280410448867859e+00	2.141896028753590e-01
311	13	1.295528478533331e+00	2.167185769033111e-01
311	14	1.315253285392706e+00	2.200181817696555e-01
311	15	1.330371315058177e+00	2.225471557976075e-01
312	0	1.351463048640950e+00	1.227418895906181e-01
312	1	1.366728315945224e+00	1.241283039331462e-01
312	2	1.386645226805723e+00	1.259371874807088e-01
312	3	1.401910494109997e+00	1.273236018232369e-01
312	4	1.348352894362481e+00	1.531744612084104e-01
312	5	1.363583031341538e+00	1.549046225301616e-01
312	6	1.383454106938105e+00	1.571619998909859e-01
312	7	1.398684243917163e+00	1.588921612127372e-01
312	8	1.343213287183704e+00	1.931217451125501e-01
312	9	1.358385370427956e+00	1.953031255538248e-01
312	10	1.378180702112664e+00	1.981492178583821e-01
312	11	1.393352785356918e+00	2.003305982996570e-01
312	12	1.338427821399549e+00	2.238948641792027e-01
312	13	1.353545851065020e+00	2.264238382071548e-01
312	14	1.373270657924395e+00	2.297234430734993e-01
312	15	1.388388687589866e+00	2.322524171014512e-01
313	0	1.410045464444162e+00	1.280624319611257e-01
313	1	1.425310731748436e+00	1.294488463036538e-01
313	2	1.445227642608935e+00	1.312577298512164e-01
313	3	1.460492909913208e+00	1.326441441937444e-01
313	4	1.406800493049282e+00	1.598141765790731e-01
313	5	1.422030630028339e+00	1.615443379008244e-01
313	6	1.441901705624907e+00	1.638017152616487e-01
313	7	1.457131842603963e+00	1.655318765833999e-01
313	8	1.401438097237760e+00	2.014930715681290e-01
313	9	1.416610180482012e+00	2.036744520094037e-01
313	10	1.436405512166720e+00	2.065205443139610e-01
313	11	1.451577595410973e+00	2.087019247552359e-01
313	12	1.396445193931239e+00	2.336001254830464e-01
313	13	1.411563223596710e+00	2.361290995109984e-01
313	14	1.431288030456086e+00	2.394287043773430e-01
313	15	1.446406060121556e+00	2.419576784052949e-01
314	0	1.468627880247373e+00	1.333829743316332e-01
314	1	1.483893147551648e+00	1.347693886741613e-01
314	2	1.503810058412146e+00	1.365782722217239e-01
314	3	1.519075325716420e+00	1.379646865642520e-01
314	4	1.465248091736083e+00	1.664538919497358e-01
314	5	1.480478228715140e+00	1.681840532714871e-01
314	6	1.500349304311707e+00	1.704414306323113e-01
314	7	1.515579441290764e+00	1.721715919540626e-01
314	8	1.459662907291815e+00	2.098643980237078e-01
314	9	1.474834990536068e+00	2.120457784649827e-01
314	10	1.494630322220776e+00	2.148918707695399e-01
314	11	1.509802405465029e+00	2.170732512108147e-01
314	12	1.454462566462928e+00	2.433053867868902e-01
314	13	1.469580596128400e+00	2.458343608148422e-01
314	14	1.489305402987775e+00	2.491339656811867e-01
314	15	1.504423432653246e+00	2.516629397091385e-01
315	0	1.527210296050585e+00	1.387035167021408e-01
315	1	1.542475563354860e+00	1.400899310446688e-01
315	2	1.562392474215357e+00	1.418988145922315e-01
315	3	1.577657741519632e+00	1.432852289347596e-01
315	4	1.523695690422884e+00	1.730936073203985e-01
315	5	1.538925827401941e+00	1.748237686421498e-01
315	6	1.558796902998508e+00	1.770811460029741e-01
315	7	1.574027039977565e+00	1.788113073247254e-01
315	8	1.517887717345871e+00	2.182357244792867e-01
315	9	1.533059800590124e+00	2.204171049205615e-01
315	10	1.552855132274832e+00	2.232631972251187e-01
315	11	1.568027215519085e+00	2.254445776663936e-01
315	12	1.512479938994618e+00	2.530106480907339e-01
315	13	1.527597968660089e+00	2.555396221186859e-01
315	14	1.547322775519465e+00	2.588392269850304e-01
315	15	1.562440805184935e+00	2.613682010129822e-01
316	0	1.585792711853797e+00	1.440240590726483e-01
316	1	1.601057979158071e+00	1.454104734151765e-01
316	2	1.620974890018569e+00	1.472193569627391e-01
316	3	1.636240157322844e+00	1.486057713052671e-01
316	4	1.582143289109685e+00	1.797333226910612e-01
316	5	1.597373426088743e+00	1.814634840128125e-01
316	6	1.617244501685309e+00	1.837208613736368e-01
316	7	1.632474638664366e+00	1.854510226953880e-01
316	8	1.576112527399927e+00	2.266070509348656e-01
316	9	1.591284610644180e+00	2.287884313761404e-01
316	10	1.611079942328888e+00	2.316345236806976e-01
316	11	1.626252025573141e+00	2.338159041219725e-01
316	12	1.570497311526308e+00	2.627159093945775e-01
316	13	1.585615341191780e+00	2.652448834225296e-01
316	14	1.605340148051154e+00	2.685444882888741e-01
316	15	1.620458177716625e+00	2.710734623168260e-01
317	0	1.644375127657008e+00	1.493446014431559e-01
317	1	1.659640394961283e+00	1.507310157856840e-01
317	2	1.679557305821781e+00	1.525398993332466e-01
317	3	1.694822573126055e+00	1.539263136757747e-01
317	4	1.640590887796486e+00	1.863730380617240e-01
317	5	1.655821024775543e+00	1.881031993834752e-01
317	6	1.675692100372110e+00	1.903605767442995e-01
317	7	1.690922237351167e+00	1.920907380660507e-01
317	8	1.634337337453982e+00	2.349783773904444e-01
317	9	1.649509420698236e+00	2.371597578317193e-01
317	10	1.669304752382943e+00	2.400058501362765e-01
317	11	1.684476835627196e+00	2.421872305775513e-01
317	12	1.628514684057997e+00	2.724211706984213e-01
317	13	1.643632713723469e+00	2.749501447263733e-01
317	14	1.663357520582844e+00	2.782497495927178e-01
317	15	1.678475550248315e+00	2.807787236206697e-01
318	0	1.702957543460220e+00	1.546651438136635e-01
318	1	1.718222810764495e+00	1.560515581561915e-01
318	2	1.738139721624993e+00	1.578604417037541e-01
318	3	1.753404988929266e+00	1.592468560462822e-01
318	4	1.699038486483287e+00	1.930127534323866e-01
318	5	1.714268623462344e+00	1.947429147541379e-01
318	6	1.734139699058911e+00	1.970002921149622e-01
318	7	1.749369836037968e+00	1.987304534367135e-01
318	8	1.692562147508038e+00	2.433497038460233e-01
318	9	1.707734230752291e+00	2.455310842872981e-01
318	10	1.727529562436999e+00	2.483771765918553e-01
