xi	eta	x	y	stress_vm
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 3.0365391594e+01
 0.0000000000e+00	 5.0000000000e-02	 9.9742844691e-01	 7.1669333080e-02	 3.0295248813e+01
 0.0000000000e+00	 1.0000000000e-01	 9.8944345048e-01	 1.4491948904e-01	 2.9832918353e+01
 0.0000000000e+00	 1.5000000000e-01	 9.7568388346e-01	 2.1918248005e-01	 2.8935394170e+01
 0.0000000000e+00	 2.0000000000e-01	 9.5586324611e-01	 2.9381193773e-01	 2.7525109589e+01
 0.0000000000e+00	 2.5000000000e-01	 9.2978830106e-01	 3.6809470958e-01	 2.5478269490e+01
 0.0000000000e+00	 3.0000000000e-01	 8.9737565000e-01	 4.4126742776e-01	 2.2802693522e+01
 0.0000000000e+00	 3.5000000000e-01	 8.5866475921e-01	 5.1253763891e-01	 1.9709968512e+01
 0.0000000000e+00	 4.0000000000e-01	 8.1382603605e-01	 5.8110858112e-01	 1.6427715405e+01
 0.0000000000e+00	 4.5000000000e-01	 7.6316284108e-01	 6.4620621940e-01	 1.3223186008e+01
 0.0000000000e+00	 5.0000000000e-01	 7.0710678119e-01	 7.0710678119e-01	 1.0244151800e+01
 5.0000000000e-02	 0.0000000000e+00	 1.0625000000e+00	 0.0000000000e+00	 2.6242527608e+01
 5.0000000000e-02	 5.0000000000e-02	 1.0597677248e+00	 7.6148666394e-02	 2.6027110421e+01
 5.0000000000e-02	 1.0000000000e-01	 1.0512836661e+00	 1.5397695710e-01	 2.5519813638e+01
 5.0000000000e-02	 1.5000000000e-01	 1.0366641262e+00	 2.3288138505e-01	 2.4724210936e+01
 5.0000000000e-02	 2.0000000000e-01	 1.0156046990e+00	 3.1217518383e-01	 2.3580077842e+01
 5.0000000000e-02	 2.5000000000e-01	 9.8790006987e-01	 3.9110062892e-01	 2.1944492516e+01
 5.0000000000e-02	 3.0000000000e-01	 9.5346162812e-01	 4.6884664199e-01	 1.9780004114e+01
 5.0000000000e-02	 3.5000000000e-01	 9.1233130666e-01	 5.4457124134e-01	 1.7235676686e+01
 5.0000000000e-02	 4.0000000000e-01	 8.6469016330e-01	 6.1742786744e-01	 1.4596975213e+01
 5.0000000000e-02	 4.5000000000e-01	 8.1086051865e-01	 6.8659410811e-01	 1.2201684387e+01
 5.0000000000e-02	 5.0000000000e-01	 7.5130095501e-01	 7.5130095501e-01	 1.0247702522e+01
 1.0000000000e-01	 0.0000000000e+00	 1.1250000000e+00	 0.0000000000e+00	 2.2853175583e+01
 1.0000000000e-01	 5.0000000000e-02	 1.1221070028e+00	 8.0627999708e-02	 2.2637235269e+01
 1.0000000000e-01	 1.0000000000e-01	 1.1131238818e+00	 1.6303442516e-01	 2.2172662591e+01
 1.0000000000e-01	 1.5000000000e-01	 1.0976443689e+00	 2.4658029004e-01	 2.1520660404e+01
 1.0000000000e-01	 2.0000000000e-01	 1.0753461519e+00	 3.3053842993e-01	 2.0670827089e+01
 1.0000000000e-01	 2.5000000000e-01	 1.0460118387e+00	 4.1410654826e-01	 1.9483138072e+01
 1.0000000000e-01	 3.0000000000e-01	 1.0095476062e+00	 4.9642585622e-01	 1.7816476886e+01
