patch_n	x	y	stress_yy
0	 0.000000e+00	 0.000000e+00	-5.345671e+14
0	 0.000000e+00	 7.407407e-02	 2.843956e+14
0	 0.000000e+00	 1.481481e-01	-2.848022e+14
0	 0.000000e+00	 2.222222e-01	-3.382853e-01
0	 0.000000e+00	 2.962963e-01	-4.245920e-02
0	 0.000000e+00	 3.703704e-01	 3.947421e-01
0	 7.407407e-02	 0.000000e+00	 6.181257e-01
0	 7.407407e-02	 7.407407e-02	 1.144536e-02
0	 7.407407e-02	 1.481481e-01	-3.118861e-01
0	 7.407407e-02	 2.222222e-01	-3.591336e-01
0	 7.407407e-02	 2.962963e-01	-1.375623e-01
0	 7.407407e-02	 3.703704e-01	 3.455629e-01
0	 1.481481e-01	 0.000000e+00	 7.540070e-01
0	 1.481481e-01	 7.407407e-02	 1.236226e-01
0	 1.481481e-01	 1.481481e-01	-2.650829e-01
0	 1.481481e-01	 2.222222e-01	-3.735530e-01
0	 1.481481e-01	 2.962963e-01	-1.632307e-01
0	 1.481481e-01	 3.703704e-01	 4.044405e-01
0	 2.222222e-01	 0.000000e+00	 7.892095e-01
0	 2.222222e-01	 7.407407e-02	 1.483503e-01
0	 2.222222e-01	 1.481481e-01	-2.632126e-01
0	 2.222222e-01	 2.222222e-01	-3.839005e-01
0	 2.222222e-01	 2.962963e-01	-1.521345e-01
0	 2.222222e-01	 3.703704e-01	 4.936639e-01
0	 2.962963e-01	 0.000000e+00	 7.239460e-01
0	 2.962963e-01	 7.407407e-02	 9.971254e-02
0	 2.962963e-01	 1.481481e-01	-2.930475e-01
0	 2.962963e-01	 2.222222e-01	-3.925333e-01
0	 2.962963e-01	 2.962963e-01	-1.369437e-01
0	 2.962963e-01	 3.703704e-01	 5.355222e-01
0	 3.703704e-01	 0.000000e+00	 5.584295e-01
0	 3.703704e-01	 7.407407e-02	-8.206196e-03
0	 3.703704e-01	 1.481481e-01	-3.413600e-01
0	 3.703704e-01	 2.222222e-01	-4.018085e-01
0	 3.703704e-01	 2.962963e-01	-1.503282e-01
0	 3.703704e-01	 3.703704e-01	 4.523043e-01
0	 0.000000e+00	 3.703704e-01	-2.952200e+14
0	 0.000000e+00	 4.444444e-01	-1.145468e+15
0	 0.000000e+00	 5.185185e-01	-5.734517e+14
0	 0.000000e+00	 5.925926e-01	 3.673082e-01
0	 0.000000e+00	 6.666667e-01	-2.266369e-01
0	 0.000000e+00	 7.407407e-01	-1.068701e+00
0	 7.407407e-02	 3.703704e-01	 3.455629e-01
0	 7.407407e-02	 4.444444e-01	 7.643711e-01
0	 7.407407e-02	 5.185185e-01	 7.974413e-01
0	 7.407407e-02	 5.925926e-01	 4.441836e-01
0	 7.407407e-02	 6.666667e-01	-2.959923e-01
0	 7.407407e-02	 7.407407e-01	-1.423676e+00
0	 1.481481e-01	 3.703704e-01	 4.044405e-01
0	 1.481481e-01	 4.444444e-01	 9.347388e-01
0	 1.481481e-01	 5.185185e-01	 9.934333e-01
0	 1.481481e-01	 5.925926e-01	 5.598175e-01
0	 1.481481e-01	 6.666667e-01	-3.868149e-01
0	 1.481481e-01	 7.407407e-01	-1.867171e+00
0	 2.222222e-01	 3.703704e-01	 4.936639e-01
0	 2.222222e-01	 4.444444e-01	 1.105360e+00
0	 2.222222e-01	 5.185185e-01	 1.171247e+00
0	 2.222222e-01	 5.925926e-01	 6.575431e-01
0	 2.222222e-01	 6.666667e-01	-4.695309e-01
0	 2.222222e-01	 7.407407e-01	-2.243756e+00
0	 2.962963e-01	 3.703704e-01	 5.355222e-01
0	 2.962963e-01	 4.444444e-01	 1.165926e+00
0	 2.962963e-01	 5.185185e-01	 1.227587e+00
0	 2.962963e-01	 5.925926e-01	 6.806932e-01
0	 2.962963e-01	 6.666667e-01	-5.145662e-01
0	 2.962963e-01	 7.407407e-01	-2.398003e+00
0	 3.703704e-01	 3.703704e-01	 4.523043e-01
0	 3.703704e-01	 4.444444e-01	 1.006126e+00
0	 3.703704e-01	 5.185185e-01	 1.059159e+00
0	 3.703704e-01	 5.925926e-01	 5.726010e-01
0	 3.703704e-01	 6.666667e-01	-4.923470e-01
0	 3.703704e-01	 7.407407e-01	-2.174486e+00
0	 0.000000e+00	 7.407407e-01	-5.415355e+14
0	 0.000000e+00	 8.148148e-01	 2.879571e+14
0	 0.000000e+00	 8.888889e-01	-2.881946e+14
0	 0.000000e+00	 9.629630e-01	 1.226893e+00
0	 0.000000e+00	 1.037037e+00	 4.256422e+00
0	 0.000000e+00	 1.111111e+00	 8.397937e+00
0	 7.407407e-02	 7.407407e-01	-1.423676e+00
0	 7.407407e-02	 8.148148e-01	-1.717998e+00
0	 7.407407e-02	 8.888889e-01	 4.368063e-02
0	 7.407407e-02	 9.629630e-01	 3.863419e+00
0	 7.407407e-02	 1.037037e+00	 9.743278e+00
0	 7.407407e-02	 1.111111e+00	 1.768532e+01
0	 1.481481e-01	 7.407407e-01	-1.867171e+00
0	 1.481481e-01	 8.148148e-01	-2.210922e+00
0	 1.481481e-01	 8.888889e-01	 2.754063e-01
0	 1.481481e-01	 9.629630e-01	 5.605831e+00
0	 1.481481e-01	 1.037037e+00	 1.379437e+01
0	 1.481481e-01	 1.111111e+00	 2.485504e+01
0	 2.222222e-01	 7.407407e-01	-2.243756e+00
0	 2.222222e-01	 8.148148e-01	-2.645648e+00
0	 2.222222e-01	 8.888889e-01	 3.826350e-01
0	 2.222222e-01	 9.629630e-01	 6.864855e+00
0	 2.222222e-01	 1.037037e+00	 1.682477e+01
0	 2.222222e-01	 1.111111e+00	 3.028615e+01
0	 2.962963e-01	 7.407407e-01	-2.398003e+00
0	 2.962963e-01	 8.148148e-01	-2.741275e+00
0	 2.962963e-01	 8.888889e-01	 7.313676e-01
0	 2.962963e-01	 9.629630e-01	 8.051217e+00
0	 2.962963e-01	 1.037037e+00	 1.924957e+01
0	 2.962963e-01	 1.111111e+00	 3.435771e+01
0	 3.703704e-01	 7.407407e-01	-2.174486e+00
0	 3.703704e-01	 8.148148e-01	-2.216900e+00
0	 3.703704e-01	 8.888889e-01	 1.687605e+00
0	 3.703704e-01	 9.629630e-01	 9.575643e+00
0	 3.703704e-01	 1.037037e+00	 2.148383e+01
0	 3.703704e-01	 1.111111e+00	 3.744878e+01
0	 0.000000e+00	 1.111111e+00	-4.016770e+14
0	 0.000000e+00	 1.185185e+00	-3.554360e+14
0	 0.000000e+00	 1.259259e+00	-2.888351e+14
0	 0.000000e+00	 1.333333e+00	 3.209645e+01
0	 0.000000e+00	 1.407407e+00	 4.424377e+01
0	 0.000000e+00	 1.481481e+00	 5.849819e+01
0	 7.407407e-02	 1.111111e+00	 1.768532e+01
0	 7.407407e-02	 1.185185e+00	 2.648768e+01
0	 7.407407e-02	 1.259259e+00	 3.494187e+01
0	 7.407407e-02	 1.333333e+00	 4.303995e+01
0	 7.407407e-02	 1.407407e+00	 5.077399e+01
0	 7.407407e-02	 1.481481e+00	 5.813606e+01
0	 1.481481e-01	 1.111111e+00	 2.485504e+01
0	 1.481481e-01	 1.185185e+00	 3.617906e+01
0	 1.481481e-01	 1.259259e+00	 4.514365e+01
0	 1.481481e-01	 1.333333e+00	 5.174183e+01
0	 1.481481e-01	 1.407407e+00	 5.596662e+01
0	 1.481481e-01	 1.481481e+00	 5.781103e+01
0	 2.222222e-01	 1.111111e+00	 3.028615e+01
0	 2.222222e-01	 1.185185e+00	 4.354917e+01
0	 2.222222e-01	 1.259259e+00	 5.289336e+01
0	 2.222222e-01	 1.333333e+00	 5.831144e+01
0	 2.222222e-01	 1.407407e+00	 5.979616e+01
0	 2.222222e-01	 1.481481e+00	 5.734026e+01
0	 2.962963e-01	 1.111111e+00	 3.435771e+01
0	 2.962963e-01	 1.185185e+00	 4.890965e+01
0	 2.962963e-01	 1.259259e+00	 5.841269e+01
0	 2.962963e-01	 1.333333e+00	 6.285809e+01
0	 2.962963e-01	 1.407407e+00	 6.223710e+01
0	 2.962963e-01	 1.481481e+00	 5.654096e+01
0	 3.703704e-01	 1.111111e+00	 3.744878e+01
0	 3.703704e-01	 1.185185e+00	 5.257210e+01
0	 3.703704e-01	 1.259259e+00	 6.192337e+01
0	 3.703704e-01	 1.333333e+00	 6.549112e+01
0	 3.703704e-01	 1.407407e+00	 6.326392e+01
0	 3.703704e-01	 1.481481e+00	 5.523031e+01
0	 0.000000e+00	 1.481481e+00	 1.283388e+14
0	 0.000000e+00	 1.555556e+00	-6.348644e+27
0	 0.000000e+00	 1.629630e+00	-1.154513e+14
0	 0.000000e+00	 1.703704e+00	 7.229219e+01
0	 0.000000e+00	 1.777778e+00	 6.270956e+01
0	 0.000000e+00	 1.851852e+00	 4.609588e+01
0	 7.407407e-02	 1.481481e+00	 5.813606e+01
0	 7.407407e-02	 1.555556e+00	 6.300781e+01
0	 7.407407e-02	 1.629630e+00	 6.328854e+01
0	 7.407407e-02	 1.703704e+00	 5.899690e+01
0	 7.407407e-02	 1.777778e+00	 5.015151e+01
0	 7.407407e-02	 1.851852e+00	 3.677099e+01
0	 1.481481e-01	 1.481481e+00	 5.781103e+01
0	 1.481481e-01	 1.555556e+00	 5.718887e+01
0	 1.481481e-01	 1.629630e+00	 5.402274e+01
0	 1.481481e-01	 1.703704e+00	 4.831877e+01
0	 1.481481e-01	 1.777778e+00	 4.008313e+01
0	 1.481481e-01	 1.851852e+00	 2.932194e+01
0	 2.222222e-01	 1.481481e+00	 5.734026e+01
0	 2.222222e-01	 1.555556e+00	 5.244351e+01
0	 2.222222e-01	 1.629630e+00	 4.660926e+01
0	 2.222222e-01	 1.703704e+00	 3.983564e+01
0	 2.222222e-01	 1.777778e+00	 3.212081e+01
0	 2.222222e-01	 1.851852e+00	 2.346288e+01
0	 2.962963e-01	 1.481481e+00	 5.654096e+01
0	 2.962963e-01	 1.555556e+00	 4.844995e+01
0	 2.962963e-01	 1.629630e+00	 4.064655e+01
0	 2.962963e-01	 1.703704e+00	 3.312535e+01
0	 2.962963e-01	 1.777778e+00	 2.588094e+01
0	 2.962963e-01	 1.851852e+00	 1.890791e+01
0	 3.703704e-01	 1.481481e+00	 5.523031e+01
0	 3.703704e-01	 1.555556e+00	 4.488643e+01
0	 3.703704e-01	 1.629630e+00	 3.573307e+01
