xi	eta	x	y	stress_r	stress_theta
 0.0000000000e+00	 0.0000000000e+00	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 0.0000000000e+00	 1.0000000000e-01	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 0.0000000000e+00	 2.0000000000e-01	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 0.0000000000e+00	 3.0000000000e-01	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 0.0000000000e+00	 4.0000000000e-01	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 0.0000000000e+00	 5.0000000000e-01	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 0.0000000000e+00	 6.0000000000e-01	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 0.0000000000e+00	 7.0000000000e-01	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 0.0000000000e+00	 8.0000000000e-01	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 0.0000000000e+00	 9.0000000000e-01	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 0.0000000000e+00	 1.0000000000e+00	 3.5355339059e+00	 3.5355339059e+00	 1.3362045759e+00	 1.7580163003e-02
 5.0000000000e-02	 0.0000000000e+00	 3.5373016729e+00	 3.5373016729e+00	 3.4659910285e+01	-5.0080516593e-01
 5.0000000000e-02	 1.0000000000e-01	 3.5371248962e+00	 3.5374784495e+00	 3.2758924809e+01	-1.5659005926e+00
 5.0000000000e-02	 2.0000000000e-01	 3.5369481195e+00	 3.5376552262e+00	 3.1034505486e+01	-2.5715136511e+00
 5.0000000000e-02	 3.0000000000e-01	 3.5367713428e+00	 3.5378320029e+00	 2.9485294564e+01	-3.5162865881e+00
 5.0000000000e-02	 4.0000000000e-01	 3.5365945661e+00	 3.5380087796e+00	 2.8110359177e+01	-4.3992865387e+00
 5.0000000000e-02	 5.0000000000e-01	 3.5364177894e+00	 3.5381855563e+00	 2.6909264373e+01	-5.2200785517e+00
 5.0000000000e-02	 6.0000000000e-01	 3.5362410127e+00	 3.5383623330e+00	 2.5882126922e+01	-5.9787793956e+00
 5.0000000000e-02	 7.0000000000e-01	 3.5360642360e+00	 3.5385391097e+00	 2.5029644266e+01	-6.6760865122e+00
 5.0000000000e-02	 8.0000000000e-01	 3.5358874593e+00	 3.5387158864e+00	 2.4353094210e+01	-7.3132777079e+00
 5.0000000000e-02	 9.0000000000e-01	 3.5357106826e+00	 3.5388926631e+00	 2.3854302775e+01	-7.8921790025e+00
 5.0000000000e-02	 1.0000000000e+00	 3.5355339059e+00	 3.5390694398e+00	 2.3535580022e+01	-8.4151004581e+00
 1.0000000000e-01	 0.0000000000e+00	 3.5426049737e+00	 3.5426049737e+00	 1.7268381635e+01	-2.4417599005e-01
 1.0000000000e-01	 1.0000000000e-01	 3.5418978669e+00	 3.5433120805e+00	 1.6348093116e+01	-7.5508588371e-01
 1.0000000000e-01	 2.0000000000e-01	 3.5411907601e+00	 3.5440191873e+00	 1.5512361495e+01	-1.2370353073e+00
 1.0000000000e-01	 3.0000000000e-01	 3.5404836534e+00	 3.5447262941e+00	 1.4760667760e+01	-1.6895052506e+00
 1.0000000000e-01	 4.0000000000e-01	 3.5397765466e+00	 3.5454334008e+00	 1.4092748252e+01	-2.1122320533e+00
 1.0000000000e-01	 5.0000000000e-01	 3.5390694398e+00	 3.5461405076e+00	 1.3508627498e+01	-2.5052402438e+00
 1.0000000000e-01	 6.0000000000e-01	 3.5383623330e+00	 3.5468476144e+00	 1.3008639628e+01	-2.8688639509e+00
 1.0000000000e-01	 7.0000000000e-01	 3.5376552262e+00	 3.5475547212e+00	 1.2593435525e+01	-3.2037540574e+00
 1.0000000000e-01	 8.0000000000e-01	 3.5369481195e+00	 3.5482618280e+00	 1.2263973526e+01	-3.5108689015e+00
 1.0000000000e-01	 9.0000000000e-01	 3.5362410127e+00	 3.5489689347e+00	 1.2021492497e+01	-3.7914473486e+00
 1.0000000000e-01	 1.0000000000e+00	 3.5355339059e+00	 3.5496760415e+00	 1.1867467494e+01	-4.0469644541e+00
 1.5000000000e-01	 0.0000000000e+00	 3.5514438085e+00	 3.5514438085e+00	 1.1541964386e+01	-1.6498539791e-01
 1.5000000000e-01	 1.0000000000e-01	 3.5498528182e+00	 3.5530347987e+00	 1.0931463196e+01	-5.0325310848e-01
 1.5000000000e-01	 2.0000000000e-01	 3.5482618280e+00	 3.5546257890e+00	 1.0376488407e+01	-8.2190044141e-01
 1.5000000000e-01	 3.0000000000e-01	 3.5466708377e+00	 3.5562167793e+00	 9.8767057266e+00	-1.1205931055e+00
 1.5000000000e-01	 4.0000000000e-01	 3.5450798474e+00	 3.5578077695e+00	 9.4319617422e+00	-1.3991776874e+00
 1.5000000000e-01	 5.0000000000e-01	 3.5434888572e+00	 3.5593987598e+00	 9.0423059707e+00	-1.6577037042e+00
 1.5000000000e-01	 6.0000000000e-01	 3.5418978669e+00	 3.5609897500e+00	 8.7080051155e+00	-1.8964378594e+00
 1.5000000000e-01	 7.0000000000e-01	 3.5403068767e+00	 3.5625807403e+00	 8.4295475876e+00	-2.1158685640e+00
 1.5000000000e-01	 8.0000000000e-01	 3.5387158864e+00	 3.5641717305e+00	 8.2076367385e+00	-2.3166991694e+00
 1.5000000000e-01	 9.0000000000e-01	 3.5371248962e+00	 3.5657627208e+00	 8.0431718875e+00	-2.4998289951e+00
 1.5000000000e-01	 1.0000000000e+00	 3.5355339059e+00	 3.5673537111e+00	 7.9372171573e+00	-2.6663221639e+00
 2.0000000000e-01	 0.0000000000e+00	 3.5638181771e+00	 3.5638181771e+00	 8.6914338640e+00	-1.2656259864e-01
 2.0000000000e-01	 1.0000000000e-01	 3.5609897500e+00	 3.5666466043e+00	 8.2325922013e+00	-3.8078783160e-01
 2.0000000000e-01	 2.0000000000e-01	 3.5581613229e+00	 3.5694750314e+00	 7.8150800459e+00	-6.1991744984e-01
 2.0000000000e-01	 3.0000000000e-01	 3.5553328958e+00	 3.5723034585e+00	 7.4386380469e+00	-8.4369210251e-01
 2.0000000000e-01	 4.0000000000e-01	 3.5525044686e+00	 3.5751318856e+00	 7.1031467630e+00	-1.0519923487e+00
 2.0000000000e-01	 5.0000000000e-01	 3.5496760415e+00	 3.5779603128e+00	 6.8086437409e+00	-1.2448557353e+00
 2.0000000000e-01	 6.0000000000e-01	 3.5468476144e+00	 3.5807887399e+00	 6.5553348217e+00	-1.4224881035e+00
 2.0000000000e-01	 7.0000000000e-01	 3.5440191873e+00	 3.5836171670e+00	 6.3435981964e+00	-1.5852676447e+00
 2.0000000000e-01	 8.0000000000e-01	 3.5411907601e+00	 3.5864455941e+00	 6.1739799732e+00	-1.7337404673e+00
 2.0000000000e-01	 9.0000000000e-01	 3.5383623330e+00	 3.5892740213e+00	 6.0471804438e+00	-1.8686068631e+00
 2.0000000000e-01	 1.0000000000e+00	 3.5355339059e+00	 3.5921024484e+00	 5.9640308960e+00	-1.9906981204e+00
 2.5000000000e-01	 0.0000000000e+00	 3.5797280797e+00	 3.5797280797e+00	 6.9846499363e+00	-1.0386921281e-01
 2.5000000000e-01	 1.0000000000e-01	 3.5753086623e+00	 3.5841474971e+00	 6.6157469296e+00	-3.0841006739e-01
 2.5000000000e-01	 2.0000000000e-01	 3.5708892450e+00	 3.5885669145e+00	 6.2797655482e+00	-5.0053217613e-01
 2.5000000000e-01	 3.0000000000e-01	 3.5664698276e+00	 3.5929863319e+00	 5.9764860992e+00	-6.8001584710e-01
