1	10	10
21	11	2	1
 3.5355e+00	 3.5355e+00	-1.5124e-05	 1.5564e-05	 2.1702e-05
 3.5355e+00	 3.5355e+00	-1.5123e-05	 1.5565e-05	 2.1702e-05
 3.5355e+00	 3.5355e+00	-1.5123e-05	 1.5566e-05	 2.1703e-05
 3.5355e+00	 3.5355e+00	-1.5122e-05	 1.5567e-05	 2.1703e-05
 3.5355e+00	 3.5355e+00	-1.5122e-05	 1.5568e-05	 2.1703e-05
 3.5355e+00	 3.5355e+00	-1.5121e-05	 1.5568e-05	 2.1703e-05
 3.5355e+00	 3.5355e+00	-1.5121e-05	 1.5569e-05	 2.1703e-05
 3.5355e+00	 3.5355e+00	-1.5120e-05	 1.5569e-05	 2.1703e-05
 3.5355e+00	 3.5355e+00	-1.5120e-05	 1.5570e-05	 2.1703e-05
 3.5355e+00	 3.5355e+00	-1.5119e-05	 1.5570e-05	 2.1703e-05
 3.5355e+00	 3.5355e+00	-1.5119e-05	 1.5570e-05	 2.1703e-05
 3.5373e+00	 3.5373e+00	-1.4859e-05	 1.5577e-05	 2.1528e-05
 3.5371e+00	 3.5375e+00	-1.4823e-05	 1.5631e-05	 2.1542e-05
 3.5369e+00	 3.5377e+00	-1.4789e-05	 1.5685e-05	 2.1557e-05
 3.5368e+00	 3.5378e+00	-1.4756e-05	 1.5739e-05	 2.1574e-05
 3.5366e+00	 3.5380e+00	-1.4725e-05	 1.5793e-05	 2.1593e-05
 3.5364e+00	 3.5382e+00	-1.4695e-05	 1.5847e-05	 2.1612e-05
 3.5362e+00	 3.5384e+00	-1.4668e-05	 1.5902e-05	 2.1634e-05
 3.5361e+00	 3.5385e+00	-1.4641e-05	 1.5957e-05	 2.1657e-05
 3.5359e+00	 3.5387e+00	-1.4617e-05	 1.6013e-05	 2.1681e-05
 3.5357e+00	 3.5389e+00	-1.4594e-05	 1.6068e-05	 2.1707e-05
 3.5355e+00	 3.5391e+00	-1.4573e-05	 1.6124e-05	 2.1734e-05
 3.5426e+00	 3.5426e+00	-1.4610e-05	 1.5605e-05	 2.1377e-05
 3.5419e+00	 3.5433e+00	-1.4539e-05	 1.5711e-05	 2.1406e-05
 3.5412e+00	 3.5440e+00	-1.4472e-05	 1.5816e-05	 2.1438e-05
 3.5405e+00	 3.5447e+00	-1.4409e-05	 1.5923e-05	 2.1474e-05
 3.5398e+00	 3.5454e+00	-1.4348e-05	 1.6030e-05	 2.1513e-05
 3.5391e+00	 3.5461e+00	-1.4291e-05	 1.6137e-05	 2.1555e-05
 3.5384e+00	 3.5468e+00	-1.4237e-05	 1.6245e-05	 2.1601e-05
 3.5377e+00	 3.5476e+00	-1.4186e-05	 1.6353e-05	 2.1649e-05
 3.5369e+00	 3.5483e+00	-1.4139e-05	 1.6463e-05	 2.1701e-05
 3.5362e+00	 3.5490e+00	-1.4094e-05	 1.6572e-05	 2.1755e-05
 3.5355e+00	 3.5497e+00	-1.4053e-05	 1.6682e-05	 2.1813e-05
 3.5514e+00	 3.5514e+00	-1.4376e-05	 1.5649e-05	 2.1250e-05
 3.5499e+00	 3.5530e+00	-1.4272e-05	 1.5805e-05	 2.1295e-05
 3.5483e+00	 3.5546e+00	-1.4174e-05	 1.5962e-05	 2.1346e-05
 3.5467e+00	 3.5562e+00	-1.4080e-05	 1.6119e-05	 2.1403e-05
 3.5451e+00	 3.5578e+00	-1.3991e-05	 1.6278e-05	 2.1464e-05
 3.5435e+00	 3.5594e+00	-1.3908e-05	 1.6437e-05	 2.1531e-05
 3.5419e+00	 3.5610e+00	-1.3829e-05	 1.6597e-05	 2.1603e-05
 3.5403e+00	 3.5626e+00	-1.3754e-05	 1.6758e-05	 2.1679e-05
 3.5387e+00	 3.5642e+00	-1.3685e-05	 1.6919e-05	 2.1761e-05
