0:  0.000000e+00  0.000000e+00	 0.000000e+00 0.000000e+00 
1:  1.960784e-01  0.000000e+00	 3.728821e-07 0.000000e+00 
2:  5.882353e-01  0.000000e+00	 -1.569373e-06 0.000000e+00 
3:  1.176471e+00  0.000000e+00	 3.739487e-06 0.000000e+00 
4:  1.764706e+00  0.000000e+00	 -3.807220e-05 0.000000e+00 
5:  2.352941e+00  0.000000e+00	 -7.252411e-05 0.000000e+00 
6:  2.941176e+00  0.000000e+00	 -7.654321e-05 0.000000e+00 
7:  3.529412e+00  0.000000e+00	 -8.684694e-05 0.000000e+00 
8:  4.117647e+00  0.000000e+00	 -9.593373e-05 0.000000e+00 
9:  4.705882e+00  0.000000e+00	 -1.061652e-04 0.000000e+00 
10:  5.294118e+00  0.000000e+00	 -1.164544e-04 0.000000e+00 
11:  5.882353e+00  0.000000e+00	 -1.270248e-04 0.000000e+00 
12:  6.470588e+00  0.000000e+00	 -1.377318e-04 0.000000e+00 
13:  7.058824e+00  0.000000e+00	 -1.485377e-04 0.000000e+00 
14:  7.647059e+00  0.000000e+00	 -1.594182e-04 0.000000e+00 
15:  8.235294e+00  0.000000e+00	 -1.703321e-04 0.000000e+00 
16:  8.823529e+00  0.000000e+00	 -1.812568e-04 0.000000e+00 
17:  9.411765e+00  0.000000e+00	 -1.921521e-04 0.000000e+00 
18:  9.803922e+00  0.000000e+00	 -1.993658e-04 0.000000e+00 
19:  1.000000e+01  0.000000e+00	 -2.029480e-04 0.000000e+00 
20:  0.000000e+00  1.960784e-01	 0.000000e+00 -9.649518e-07 
21:  1.960784e-01  1.960784e-01	 6.244185e-07 -1.329752e-06 
22:  5.882353e-01  1.960784e-01	 -4.558111e-06 -3.188597e-07 
23:  1.176471e+00  1.960784e-01	 6.475083e-06 1.184644e-06 
24:  1.764706e+00  1.960784e-01	 -4.944989e-05 9.588968e-06 
25:  2.352941e+00  1.960784e-01	 -7.145398e-05 9.475128e-06 
26:  2.941176e+00  1.960784e-01	 -7.691037e-05 8.708577e-06 
27:  3.529412e+00  1.960784e-01	 -8.669098e-05 9.040523e-06 
28:  4.117647e+00  1.960784e-01	 -9.601064e-05 8.707174e-06 
29:  4.705882e+00  1.960784e-01	 -1.061334e-04 8.858594e-06 
30:  5.294118e+00  1.960784e-01	 -1.164683e-04 8.730768e-06 
31:  5.882353e+00  1.960784e-01	 -1.270206e-04 8.756262e-06 
32:  6.470588e+00  1.960784e-01	 -1.377332e-04 8.701448e-06 
33:  7.058824e+00  1.960784e-01	 -1.485379e-04 8.679895e-06 
34:  7.647059e+00  1.960784e-01	 -1.594180e-04 8.636581e-06 
35:  8.235294e+00  1.960784e-01	 -1.703325e-04 8.592644e-06 
36:  8.823529e+00  1.960784e-01	 -1.812567e-04 8.535191e-06 
37:  9.411765e+00  1.960784e-01	 -1.921524e-04 8.462465e-06 
38:  9.803922e+00  1.960784e-01	 -1.993657e-04 8.397369e-06 
39:  1.000000e+01  1.960784e-01	 -2.029481e-04 8.358491e-06 
40:  0.000000e+00  5.882353e-01	 0.000000e+00 4.090665e-06 
41:  1.960784e-01  5.882353e-01	 9.893110e-08 5.415989e-06 
42:  5.882353e-01  5.882353e-01	 3.716666e-06 3.199982e-06 
43:  1.176471e+00  5.882353e-01	 2.024337e-06 -1.009834e-05 
44:  1.764706e+00  5.882353e-01	 -5.915921e-05 2.694849e-05 
45:  2.352941e+00  5.882353e-01	 -6.662745e-05 2.836885e-05 
46:  2.941176e+00  5.882353e-01	 -7.600509e-05 2.642295e-05 
47:  3.529412e+00  5.882353e-01	 -8.556460e-05 2.685635e-05 
48:  4.117647e+00  5.882353e-01	 -9.543784e-05 2.632875e-05 
49:  4.705882e+00  5.882353e-01	 -1.057186e-04 2.644520e-05 
50:  5.294118e+00  5.882353e-01	 -1.161344e-04 2.626849e-05 
51:  5.882353e+00  5.882353e-01	 -1.267900e-04 2.622881e-05 
52:  6.470588e+00  5.882353e-01	 -1.375248e-04 2.612451e-05 
53:  7.058824e+00  5.882353e-01	 -1.483732e-04 2.603040e-05 
54:  7.647059e+00  5.882353e-01	 -1.592656e-04 2.591391e-05 
55:  8.235294e+00  5.882353e-01	 -1.701964e-04 2.577627e-05 
56:  8.823529e+00  5.882353e-01	 -1.811272e-04 2.560626e-05 
57:  9.411765e+00  5.882353e-01	 -1.920294e-04 2.538714e-05 
58:  9.803922e+00  5.882353e-01	 -1.992461e-04 2.519216e-05 
59:  1.000000e+01  5.882353e-01	 -2.028308e-04 2.507554e-05 
60:  0.000000e+00  1.176471e+00	 0.000000e+00 -9.601640e-06 
61:  1.960784e-01  1.176471e+00	 -5.286130e-07 -1.097392e-05 
62:  5.882353e-01  1.176471e+00	 -4.676225e-06 -1.518346e-05 
63:  1.176471e+00  1.176471e+00	 -1.040754e-05 4.454273e-05 
64:  1.764706e+00  1.176471e+00	 -4.320164e-05 6.648888e-05 
65:  2.352941e+00  1.176471e+00	 -5.811635e-05 5.682589e-05 
66:  2.941176e+00  1.176471e+00	 -7.058096e-05 5.528220e-05 
67:  3.529412e+00  1.176471e+00	 -8.206777e-05 5.383361e-05 
68:  4.117647e+00  1.176471e+00	 -9.302280e-05 5.341459e-05 
69:  4.705882e+00  1.176471e+00	 -1.039699e-04 5.301096e-05 
70:  5.294118e+00  1.176471e+00	 -1.148261e-04 5.277296e-05 
71:  5.882353e+00  1.176471e+00	 -1.257436e-04 5.254817e-05 
72:  6.470588e+00  1.176471e+00	 -1.366719e-04 5.233326e-05 
73:  7.058824e+00  1.176471e+00	 -1.476353e-04 5.211312e-05 
74:  7.647059e+00  1.176471e+00	 -1.586127e-04 5.186574e-05 
75:  8.235294e+00  1.176471e+00	 -1.695944e-04 5.158330e-05 
76:  8.823529e+00  1.176471e+00	 -1.805608e-04 5.123919e-05 
77:  9.411765e+00  1.176471e+00	 -1.914868e-04 5.080608e-05 
78:  9.803922e+00  1.176471e+00	 -1.987195e-04 5.042443e-05 
79:  1.000000e+01  1.176471e+00	 -2.023140e-04 5.019846e-05 
80:  0.000000e+00  1.764706e+00	 0.000000e+00 8.414832e-05 
81:  1.960784e-01  1.764706e+00	 -6.257428e-06 1.135352e-04 
82:  5.882353e-01  1.764706e+00	 -3.384154e-06 1.370809e-04 
83:  1.176471e+00  1.764706e+00	 -1.734139e-05 1.145051e-04 
84:  1.764706e+00  1.764706e+00	 -3.505837e-05 9.812212e-05 
85:  2.352941e+00  1.764706e+00	 -5.033959e-05 8.837571e-05 
86:  2.941176e+00  1.764706e+00	 -6.497224e-05 8.458053e-05 
87:  3.529412e+00  1.764706e+00	 -7.770499e-05 8.207315e-05 
88:  4.117647e+00  1.764706e+00	 -8.991835e-05 8.089453e-05 
89:  4.705882e+00  1.764706e+00	 -1.015109e-04 8.006253e-05 
90:  5.294118e+00  1.764706e+00	 -1.129367e-04 7.951300e-05 
91:  5.882353e+00  1.764706e+00	 -1.241820e-04 7.906477e-05 
92:  6.470588e+00  1.764706e+00	 -1.353654e-04 7.867001e-05 
93:  7.058824e+00  1.764706e+00	 -1.464919e-04 7.828712e-05 
94:  7.647059e+00  1.764706e+00	 -1.575841e-04 7.788698e-05 
95:  8.235294e+00  1.764706e+00	 -1.686414e-04 7.744330e-05 
96:  8.823529e+00  1.764706e+00	 -1.796581e-04 7.692330e-05 
97:  9.411765e+00  1.764706e+00	 -1.906206e-04 7.628299e-05 
98:  9.803922e+00  1.764706e+00	 -1.978770e-04 7.573240e-05 
99:  1.000000e+01  1.764706e+00	 -2.014866e-04 7.540976e-05 
100:  0.000000e+00  2.352941e+00	 0.000000e+00 1.630169e-04 
101:  1.960784e-01  2.352941e+00	 -2.256021e-06 1.600944e-04 
102:  5.882353e-01  2.352941e+00	 -6.784801e-06 1.519936e-04 
103:  1.176471e+00  2.352941e+00	 -1.683520e-05 1.391299e-04 
104:  1.764706e+00  2.352941e+00	 -3.062505e-05 1.275059e-04 
105:  2.352941e+00  2.352941e+00	 -4.591473e-05 1.193767e-04 
106:  2.941176e+00  2.352941e+00	 -6.037273e-05 1.139949e-04 
107:  3.529412e+00  2.352941e+00	 -7.390859e-05 1.108011e-04 
108:  4.117647e+00  2.352941e+00	 -8.668289e-05 1.087926e-04 
109:  4.705882e+00  2.352941e+00	 -9.889529e-05 1.074562e-04 
110:  5.294118e+00  2.352941e+00	 -1.107346e-04 1.065186e-04 
111:  5.882353e+00  2.352941e+00	 -1.223239e-04 1.057752e-04 
112:  6.470588e+00  2.352941e+00	 -1.337443e-04 1.051515e-04 
113:  7.058824e+00  2.352941e+00	 -1.450464e-04 1.045686e-04 
114:  7.647059e+00  2.352941e+00	 -1.562602e-04 1.039901e-04 
115:  8.235294e+00  2.352941e+00	 -1.674011e-04 1.033719e-04 
116:  8.823529e+00  2.352941e+00	 -1.784753e-04 1.026731e-04 
117:  9.411765e+00  2.352941e+00	 -1.894808e-04 1.018385e-04 
118:  9.803922e+00  2.352941e+00	 -1.967665e-04 1.011413e-04 
119:  1.000000e+01  2.352941e+00	 -2.003943e-04 1.007391e-04 
120:  0.000000e+00  2.941176e+00	 0.000000e+00 1.713981e-04 
121:  1.960784e-01  2.941176e+00	 -2.173817e-06 1.723441e-04 
122:  5.882353e-01  2.941176e+00	 -7.258232e-06 1.716738e-04 
123:  1.176471e+00  2.941176e+00	 -1.758026e-05 1.643350e-04 
124:  1.764706e+00  2.941176e+00	 -3.014444e-05 1.557242e-04 
125:  2.352941e+00  2.941176e+00	 -4.363886e-05 1.483887e-04 
126:  2.941176e+00  2.941176e+00	 -5.744933e-05 1.431046e-04 
127:  3.529412e+00  2.941176e+00	 -7.093691e-05 1.393860e-04 
128:  4.117647e+00  2.941176e+00	 -8.389875e-05 1.368398e-04 
129:  4.705882e+00  2.941176e+00	 -9.639860e-05 1.350322e-04 
130:  5.294118e+00  2.941176e+00	 -1.085169e-04 1.336941e-04 
131:  5.882353e+00  2.941176e+00	 -1.203454e-04 1.326409e-04 
132:  6.470588e+00  2.941176e+00	 -1.319587e-04 1.317522e-04 
133:  7.058824e+00  2.941176e+00	 -1.434072e-04 1.309496e-04 
134:  7.647059e+00  2.941176e+00	 -1.547293e-04 1.301727e-04 
135:  8.235294e+00  2.941176e+00	 -1.659475e-04 1.293718e-04 
136:  8.823529e+00  2.941176e+00	 -1.770773e-04 1.284953e-04 
137:  9.411765e+00  2.941176e+00	 -1.881270e-04 1.274832e-04 
138:  9.803922e+00  2.941176e+00	 -1.954439e-04 1.266651e-04 
139:  1.000000e+01  2.941176e+00	 -1.990912e-04 1.262020e-04 
140:  0.000000e+00  3.529412e+00	 0.000000e+00 1.951740e-04 
141:  1.960784e-01  3.529412e+00	 -3.259611e-06 1.947782e-04 
142:  5.882353e-01  3.529412e+00	 -9.105954e-06 1.930067e-04 
143:  1.176471e+00  3.529412e+00	 -1.868761e-05 1.880900e-04 
144:  1.764706e+00  3.529412e+00	 -2.999599e-05 1.820308e-04 
145:  2.352941e+00  3.529412e+00	 -4.264701e-05 1.762339e-04 
146:  2.941176e+00  3.529412e+00	 -5.574222e-05 1.713716e-04 
147:  3.529412e+00  3.529412e+00	 -6.882382e-05 1.676052e-04 
148:  4.117647e+00  3.529412e+00	 -8.168370e-05 1.647594e-04 
149:  4.705882e+00  3.529412e+00	 -9.421689e-05 1.626050e-04 
150:  5.294118e+00  3.529412e+00	 -1.064421e-04 1.609322e-04 
151:  5.882353e+00  3.529412e+00	 -1.183957e-04 1.595794e-04 
152:  6.470588e+00  3.529412e+00	 -1.301255e-04 1.584311e-04 
153:  7.058824e+00  3.529412e+00	 -1.416741e-04 1.574000e-04 
154:  7.647059e+00  3.529412e+00	 -1.530747e-04 1.564205e-04 
155:  8.235294e+00  3.529412e+00	 -1.643536e-04 1.554350e-04 
156:  8.823529e+00  3.529412e+00	 -1.755299e-04 1.543881e-04 
157:  9.411765e+00  3.529412e+00	 -1.866200e-04 1.532180e-04 
158:  9.803922e+00  3.529412e+00	 -1.939671e-04 1.523052e-04 
159:  1.000000e+01  3.529412e+00	 -1.976330e-04 1.517994e-04 
160:  0.000000e+00  4.117647e+00	 0.000000e+00 2.159893e-04 
161:  1.960784e-01  4.117647e+00	 -2.873243e-06 2.161704e-04 
162:  5.882353e-01  4.117647e+00	 -9.129517e-06 2.154978e-04 
163:  1.176471e+00  4.117647e+00	 -1.937288e-05 2.122515e-04 
164:  1.764706e+00  4.117647e+00	 -3.047576e-05 2.078294e-04 
165:  2.352941e+00  4.117647e+00	 -4.234399e-05 2.031750e-04 
166:  2.941176e+00  4.117647e+00	 -5.477014e-05 1.989256e-04 
167:  3.529412e+00  4.117647e+00	 -6.740291e-05 1.953323e-04 
168:  4.117647e+00  4.117647e+00	 -7.998214e-05 1.924053e-04 
169:  4.705882e+00  4.117647e+00	 -9.239464e-05 1.900435e-04 
170:  5.294118e+00  4.117647e+00	 -1.045864e-04 1.881210e-04 
171:  5.882353e+00  4.117647e+00	 -1.165581e-04 1.865168e-04 
172:  6.470588e+00  4.117647e+00	 -1.283281e-04 1.851315e-04 
173:  7.058824e+00  4.117647e+00	 -1.399220e-04 1.838845e-04 
174:  7.647059e+00  4.117647e+00	 -1.513659e-04 1.827091e-04 
175:  8.235294e+00  4.117647e+00	 -1.626822e-04 1.815470e-04 
176:  8.823529e+00  4.117647e+00	 -1.738920e-04 1.803421e-04 
177:  9.411765e+00  4.117647e+00	 -1.850151e-04 1.790359e-04 
178:  9.803922e+00  4.117647e+00	 -1.923888e-04 1.780528e-04 
179:  1.000000e+01  4.117647e+00	 -1.960710e-04 1.775198e-04 
180:  0.000000e+00  4.705882e+00	 0.000000e+00 2.396554e-04 
181:  1.960784e-01  4.705882e+00	 -3.407116e-06 2.395820e-04 
182:  5.882353e-01  4.705882e+00	 -9.897498e-06 2.389965e-04 
183:  1.176471e+00  4.705882e+00	 -1.997974e-05 2.366146e-04 
184:  1.764706e+00  4.705882e+00	 -3.077971e-05 2.332726e-04 
185:  2.352941e+00  4.705882e+00	 -4.227148e-05 2.295536e-04 
186:  2.941176e+00  4.705882e+00	 -5.422365e-05 2.259103e-04 
187:  3.529412e+00  4.705882e+00	 -6.642108e-05 2.225992e-04 
188:  4.117647e+00  4.705882e+00	 -7.868699e-05 2.197228e-04 
189:  4.705882e+00  4.705882e+00	 -9.088780e-05 2.172720e-04 
190:  5.294118e+00  4.705882e+00	 -1.029575e-04 2.151855e-04 
191:  5.882353e+00  4.705882e+00	 -1.148659e-04 2.133881e-04 
192:  6.470588e+00  4.705882e+00	 -1.266103e-04 2.118040e-04 
193:  7.058824e+00  4.705882e+00	 -1.382004e-04 2.103656e-04 
194:  7.647059e+00  4.705882e+00	 -1.496517e-04 2.090124e-04 
195:  8.235294e+00  4.705882e+00	 -1.609820e-04 2.076893e-04 
196:  8.823529e+00  4.705882e+00	 -1.722100e-04 2.063439e-04 
197:  9.411765e+00  4.705882e+00	 -1.833569e-04 2.049238e-04 
198:  9.803922e+00  4.705882e+00	 -1.907522e-04 2.038907e-04 
199:  1.000000e+01  4.705882e+00	 -1.944473e-04 2.033429e-04 
200:  0.000000e+00  5.294118e+00	 0.000000e+00 2.633965e-04 
201:  1.960784e-01  5.294118e+00	 -3.264505e-06 2.634253e-04 
202:  5.882353e-01  5.294118e+00	 -9.982104e-06 2.629866e-04 
203:  1.176471e+00  5.294118e+00	 -2.033542e-05 2.612450e-04 
204:  1.764706e+00  5.294118e+00	 -3.109210e-05 2.586630e-04 
205:  2.352941e+00  5.294118e+00	 -4.228739e-05 2.556316e-04 
206:  2.941176e+00  5.294118e+00	 -5.387208e-05 2.524894e-04 
207:  3.529412e+00  5.294118e+00	 -6.571046e-05 2.494802e-04 
208:  4.117647e+00  5.294118e+00	 -7.766323e-05 2.467240e-04 
209:  4.705882e+00  5.294118e+00	 -8.962512e-05 2.442624e-04 
210:  5.294118e+00  5.294118e+00	 -1.015223e-04 2.420842e-04 
211:  5.882353e+00  5.294118e+00	 -1.133151e-04 2.401497e-04 
212:  6.470588e+00  5.294118e+00	 -1.249859e-04 2.384097e-04 
213:  7.058824e+00  5.294118e+00	 -1.365324e-04 2.368120e-04 
214:  7.647059e+00  5.294118e+00	 -1.479613e-04 2.353059e-04 
215:  8.235294e+00  5.294118e+00	 -1.592841e-04 2.338432e-04 
216:  8.823529e+00  5.294118e+00	 -1.705164e-04 2.323776e-04 
217:  9.411765e+00  5.294118e+00	 -1.816774e-04 2.308650e-04 
218:  9.803922e+00  5.294118e+00	 -1.890882e-04 2.297977e-04 
219:  1.000000e+01  5.294118e+00	 -1.927924e-04 2.292433e-04 
220:  0.000000e+00  5.882353e+00	 0.000000e+00 2.878497e-04 
221:  1.960784e-01  5.882353e+00	 -3.443846e-06 2.878418e-04 
222:  5.882353e-01  5.882353e+00	 -1.023110e-05 2.875387e-04 
223:  1.176471e+00  5.882353e+00	 -2.059250e-05 2.861409e-04 
224:  1.764706e+00  5.882353e+00	 -3.125811e-05 2.840532e-04 
225:  2.352941e+00  5.882353e+00	 -4.227349e-05 2.815205e-04 
226:  2.941176e+00  5.882353e+00	 -5.358981e-05 2.787928e-04 
