xi	eta	x	y	stress_r	stress_theta
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 3.0854571714e+01	-9.7434941146e-03
 0.0000000000e+00	 5.8820000000e-03	 9.9996528199e-01	 8.3330488405e-03	 3.0851903783e+01	-1.0690115351e-02
 0.0000000000e+00	 1.1764000000e-02	 9.9986065485e-01	 1.6693912862e-02	 3.0843299254e+01	-1.1557421616e-02
 0.0000000000e+00	 1.7646000000e-02	 9.9968541457e-01	 2.5081865916e-02	 3.0828708637e+01	-1.2385987165e-02
 0.0000000000e+00	 2.3528000000e-02	 9.9943886492e-01	 3.3496165499e-02	 3.0808084045e+01	-1.3211135968e-02
 0.0000000000e+00	 2.9410000000e-02	 9.9912031795e-01	 4.1936052786e-02	 3.0781379076e+01	-1.4062283539e-02
 0.0000000000e+00	 3.5292000000e-02	 9.9872909431e-01	 5.0400752668e-02	 3.0748548716e+01	-1.4962280952e-02
 0.0000000000e+00	 4.1174000000e-02	 9.9826452377e-01	 5.8889473803e-02	 3.0709549278e+01	-1.5926764802e-02
 0.0000000000e+00	 4.7056000000e-02	 9.9772594558e-01	 6.7401408683e-02	 3.0664338363e+01	-1.6963516979e-02
 0.0000000000e+00	 5.2938000000e-02	 9.9711270890e-01	 7.5935733705e-02	 3.0612874873e+01	-1.8071838129e-02
 0.0000000000e+00	 5.8820000000e-02	 9.9642417327e-01	 8.4491609256e-02	 3.0555119042e+01	-1.9241938685e-02
 5.8820000000e-03	 0.0000000000e+00	 1.0088234573e+00	 0.0000000000e+00	 3.0230505458e+01	 2.5544690156e-01
 5.8820000000e-03	 5.8820000000e-03	 1.0087884330e+00	 8.4065751451e-03	 3.0227908834e+01	 2.5489246057e-01
 5.8820000000e-03	 1.1764000000e-02	 1.0086828827e+00	 1.6841210896e-02	 3.0219564731e+01	 2.5439989242e-01
 5.8820000000e-03	 1.7646000000e-02	 1.0085060962e+00	 2.5303174698e-02	 3.0205428450e+01	 2.5392874141e-01
 5.8820000000e-03	 2.3528000000e-02	 1.0082573711e+00	 3.3791717495e-02	 3.0185455945e+01	 2.5344291765e-01
 5.8820000000e-03	 2.9410000000e-02	 1.0079360134e+00	 4.2306073768e-02	 3.0159603663e+01	 2.5291135635e-01
 5.8820000000e-03	 3.5292000000e-02	 1.0075413379e+00	 5.0845461567e-02	 3.0127828420e+01	 2.5230867534e-01
 5.8820000000e-03	 4.1174000000e-02	 1.0070726682e+00	 5.9409082570e-02	 3.0090087303e+01	 2.5161582725e-01
 5.8820000000e-03	 4.7056000000e-02	 1.0065293379e+00	 6.7996122144e-02	 3.0046337614e+01	 2.5082074231e-01
 5.8820000000e-03	 5.2938000000e-02	 1.0059106903e+00	 7.6605749417e-02	 2.9996536841e+01	 2.4991895781e-01
 5.8820000000e-03	 5.8820000000e-02	 1.0052160794e+00	 8.5237117371e-02	 2.9940642687e+01	 2.4891423031e-01
 1.1764000000e-02	 0.0000000000e+00	 1.0176467822e+00	 0.0000000000e+00	 2.9632488009e+01	 5.0822935953e-01
 1.1764000000e-02	 5.8820000000e-03	 1.0176114515e+00	 8.4801003449e-03	 2.9629994435e+01	 5.0799547254e-01
 1.1764000000e-02	 1.1764000000e-02	 1.0175049780e+00	 1.6988506717e-02	 2.9621921882e+01	 5.0779055796e-01
 1.1764000000e-02	 1.7646000000e-02	 1.0173266453e+00	 2.5524480155e-02	 2.9608231117e+01	 5.0757540147e-01
 1.1764000000e-02	 2.3528000000e-02	 1.0170757449e+00	 3.4087265052e-02	 2.9588882605e+01	 5.0731435881e-01
 1.1764000000e-02	 2.9410000000e-02	 1.0167515765e+00	 4.2676089192e-02	 2.9563836326e+01	 5.0697601671e-01
 1.1764000000e-02	 3.5292000000e-02	 1.0163534491e+00	 5.1290163788e-02	 2.9533051607e+01	 5.0653385282e-01
 1.1764000000e-02	 4.1174000000e-02	 1.0158806804e+00	 5.9928683534e-02	 2.9496486998e+01	 5.0596689055e-01
 1.1764000000e-02	 4.7056000000e-02	 1.0153325980e+00	 6.8590826674e-02	 2.9454100185e+01	 5.0526034505e-01
 1.1764000000e-02	 5.2938000000e-02	 1.0147085397e+00	 7.7275755068e-02	 2.9405847943e+01	 5.0440625610e-01
 1.1764000000e-02	 5.8820000000e-02	 1.0140078536e+00	 8.5982614290e-02	 2.9351686132e+01	 5.0340410401e-01
 1.7646000000e-02	 0.0000000000e+00	 1.0264699920e+00	 0.0000000000e+00	 2.9058803641e+01	 7.4786451853e-01
 1.7646000000e-02	 5.8820000000e-03	 1.0264343550e+00	 8.5536245858e-03	 2.9056435904e+01	 7.4787712986e-01
 1.7646000000e-02	 1.1764000000e-02	 1.0263269584e+00	 1.7135800618e-02	 2.9048639659e+01	 7.4787152194e-01
 1.7646000000e-02	 1.7646000000e-02	 1.0261470795e+00	 2.5745782726e-02	 2.9035381775e+01	 7.4781082364e-01
 1.7646000000e-02	 2.3528000000e-02	 1.0258940037e+00	 3.4382808755e-02	 2.9016627883e+01	 7.4766102454e-01
 1.7646000000e-02	 2.9410000000e-02	 1.0255670248e+00	 4.3046099791e-02	 2.8992342137e+01	 7.4739163836e-01
