0	0.0000000000e+00	0.0000000000e+00	
1	1.9607843137e-01	0.0000000000e+00	
2	5.8823529412e-01	0.0000000000e+00	
3	1.1764705882e+00	0.0000000000e+00	
4	1.7647058824e+00	0.0000000000e+00	
5	2.3529411765e+00	0.0000000000e+00	
6	2.9411764706e+00	0.0000000000e+00	
7	3.5294117647e+00	0.0000000000e+00	
8	4.1176470588e+00	0.0000000000e+00	
9	4.7058823529e+00	0.0000000000e+00	
10	5.2941176471e+00	0.0000000000e+00	
11	5.8823529412e+00	0.0000000000e+00	
12	6.4705882353e+00	0.0000000000e+00	
13	7.0588235294e+00	0.0000000000e+00	
14	7.6470588235e+00	0.0000000000e+00	
15	8.2352941176e+00	0.0000000000e+00	
16	8.8235294118e+00	0.0000000000e+00	
17	9.4117647059e+00	0.0000000000e+00	
18	9.8039215686e+00	0.0000000000e+00	
19	1.0000000000e+01	0.0000000000e+00	
20	0.0000000000e+00	1.9607843137e-01	
21	1.9607843137e-01	1.9607843137e-01	
22	5.8823529412e-01	1.9607843137e-01	
23	1.1764705882e+00	1.9607843137e-01	
24	1.7647058824e+00	1.9607843137e-01	
25	2.3529411765e+00	1.9607843137e-01	
26	2.9411764706e+00	1.9607843137e-01	
27	3.5294117647e+00	1.9607843137e-01	
28	4.1176470588e+00	1.9607843137e-01	
29	4.7058823529e+00	1.9607843137e-01	
30	5.2941176471e+00	1.9607843137e-01	
31	5.8823529412e+00	1.9607843137e-01	
32	6.4705882353e+00	1.9607843137e-01	
33	7.0588235294e+00	1.9607843137e-01	
34	7.6470588235e+00	1.9607843137e-01	
35	8.2352941176e+00	1.9607843137e-01	
36	8.8235294118e+00	1.9607843137e-01	
37	9.4117647059e+00	1.9607843137e-01	
38	9.8039215686e+00	1.9607843137e-01	
39	1.0000000000e+01	1.9607843137e-01	
40	0.0000000000e+00	5.8823529412e-01	
41	1.9607843137e-01	5.8823529412e-01	
42	5.8823529412e-01	5.8823529412e-01	
43	1.1764705882e+00	5.8823529412e-01	
44	1.7647058824e+00	5.8823529412e-01	
45	2.3529411765e+00	5.8823529412e-01	
46	2.9411764706e+00	5.8823529412e-01	
47	3.5294117647e+00	5.8823529412e-01	
48	4.1176470588e+00	5.8823529412e-01	
49	4.7058823529e+00	5.8823529412e-01	
50	5.2941176471e+00	5.8823529412e-01	
51	5.8823529412e+00	5.8823529412e-01	
52	6.4705882353e+00	5.8823529412e-01	
53	7.0588235294e+00	5.8823529412e-01	
54	7.6470588235e+00	5.8823529412e-01	
55	8.2352941176e+00	5.8823529412e-01	
56	8.8235294118e+00	5.8823529412e-01	
57	9.4117647059e+00	5.8823529412e-01	
58	9.8039215686e+00	5.8823529412e-01	
59	1.0000000000e+01	5.8823529412e-01	
60	0.0000000000e+00	1.1764705882e+00	
61	1.9607843137e-01	1.1764705882e+00	
62	5.8823529412e-01	1.1764705882e+00	
63	1.1764705882e+00	1.1764705882e+00	
