patch_n	x	y	stress_yy
0	 0.000000000000000e+00	 0.000000000000000e+00	-1.138691987674843e+00
0	 5.882304887462294e-02	 0.000000000000000e+00	-1.404245649752652e+00
0	 1.176452144329845e-01	 0.000000000000000e+00	-1.570461961322976e+00
0	 1.764666133368237e-01	 0.000000000000000e+00	-1.644741166818110e+00
0	 2.352873622478798e-01	 0.000000000000000e+00	-1.634483902071584e+00
0	 2.941075778278918e-01	 0.000000000000000e+00	-1.547091194374819e+00
0	 3.529273767385989e-01	 0.000000000000000e+00	-1.389964462522151e+00
0	 4.117468756417401e-01	 0.000000000000000e+00	-1.170505516844196e+00
0	 4.705661911990546e-01	 0.000000000000000e+00	-8.961165592295804e-01
0	 5.293854400722814e-01	 0.000000000000000e+00	-5.742001831350138e-01
0	 5.882047389231599e-01	 0.000000000000000e+00	-2.121593735837168e-01
0	 5.882047389231599e-01	 0.000000000000000e+00	-2.121593735837168e-01
0	 6.470341821115448e-01	 0.000000000000000e+00	 1.131673196812447e-01
0	 7.058637753264803e-01	 0.000000000000000e+00	 3.362681803089596e-01
0	 7.646935018984606e-01	 0.000000000000000e+00	 4.669236627076299e-01
0	 8.235233451579805e-01	 0.000000000000000e+00	 5.149140311660084e-01
0	 8.823532884355341e-01	 0.000000000000000e+00	 4.900193598571638e-01
0	 9.411833150616161e-01	 0.000000000000000e+00	 4.020195328414422e-01
0	 1.000013408366720e+00	 0.000000000000000e+00	 2.606942440686144e-01
0	 1.058843551681342e+00	 0.000000000000000e+00	 7.582299737922371e-02
0	 1.117673728335975e+00	 0.000000000000000e+00	-1.428148934948856e-01
0	 1.176503921661114e+00	 0.000000000000000e+00	-3.854403049308330e-01
0	 1.176503921661114e+00	 0.000000000000000e+00	-3.854403049308335e-01
0	 1.235324117732136e+00	 0.000000000000000e+00	-5.365684500213019e-01
0	 1.294144313803958e+00	 0.000000000000000e+00	-5.018556676542190e-01
0	 1.352964509876381e+00	 0.000000000000000e+00	-3.031064862291153e-01
0	 1.411784705949203e+00	 0.000000000000000e+00	 3.787456585672810e-02
0	 1.470604902022224e+00	 0.000000000000000e+00	 4.992829602082747e-01
0	 1.529425098095246e+00	 0.000000000000000e+00	 1.059314168432724e+00
0	 1.588245294168068e+00	 0.000000000000000e+00	 1.696163662139530e+00
0	 1.647065490240490e+00	 0.000000000000000e+00	 2.388026912940392e+00
0	 1.705885686312312e+00	 0.000000000000000e+00	 3.113099392449256e+00
0	 1.764705882383334e+00	 0.000000000000000e+00	 3.849576572282302e+00
0	 1.764705882383334e+00	 0.000000000000000e+00	 3.849576572282301e+00
0	 1.823526078453406e+00	 0.000000000000000e+00	 4.549415940395016e+00
0	 1.882346274522578e+00	 0.000000000000000e+00	 5.186526879951684e+00
0	 1.941166470590950e+00	 0.000000000000000e+00	 5.772032705383016e+00
0	 1.999986666658623e+00	 0.000000000000000e+00	 6.317056731119244e+00
0	 2.058806862725694e+00	 0.000000000000000e+00	 6.832722271590124e+00
0	 2.117627058792267e+00	 0.000000000000000e+00	 7.330152641224955e+00
0	 2.176447254858439e+00	 0.000000000000000e+00	 7.820471154452528e+00
0	 2.235267450924312e+00	 0.000000000000000e+00	 8.314801125701186e+00
0	 2.294087646989984e+00	 0.000000000000000e+00	 8.824265869398783e+00
0	 2.352907843055556e+00	 0.000000000000000e+00	 9.359988699972703e+00
0	 2.352907843055556e+00	 0.000000000000000e+00	 9.359988699972703e+00
0	 2.411738039154445e+00	 0.000000000000000e+00	 9.871343833444246e+00
0	 2.470568235253334e+00	 0.000000000000000e+00	 1.030175351012184e+01
0	 2.529398431352223e+00	 0.000000000000000e+00	 1.065369490319178e+01
0	 2.588228627451111e+00	 0.000000000000000e+00	 1.092964518584030e+01
0	 2.647058823550000e+00	 0.000000000000000e+00	 1.113208153125370e+01
0	 2.705889019648889e+00	 0.000000000000000e+00	 1.126348111261825e+01
0	 2.764719215747776e+00	 0.000000000000000e+00	 1.132632110312020e+01
0	 2.823549411846665e+00	 0.000000000000000e+00	 1.132307867594585e+01
0	 2.882379607945554e+00	 0.000000000000000e+00	 1.125623100428147e+01
0	 2.941209804044443e+00	 0.000000000000000e+00	 1.112825526131330e+01
0	 2.941209804044443e+00	 0.000000000000000e+00	 1.112825526131330e+01
0	 3.000030000109999e+00	 0.000000000000000e+00	 1.098549658699264e+01
0	 3.058850196175554e+00	 0.000000000000000e+00	 1.087093225228026e+01
0	 3.117670392241111e+00	 0.000000000000000e+00	 1.078206805219749e+01
0	 3.176490588306666e+00	 0.000000000000000e+00	 1.071640978176569e+01
0	 3.235310784372222e+00	 0.000000000000000e+00	 1.067146323600621e+01
0	 3.294130980437777e+00	 0.000000000000000e+00	 1.064473420994040e+01
0	 3.352951176503332e+00	 0.000000000000000e+00	 1.063372849858961e+01
