xi	eta	x	y	stress_r	stress_theta
 1.0000200000e-01	 5.7144000000e-02	 1.1461250414e+00	 9.4357908967e-02	 1.9917725895e+01	 2.4527332091e+00
 1.0000200000e-01	 7.1430000000e-02	 1.1438978987e+00	 1.1833683704e-01	 1.9833111782e+01	 2.4290648728e+00
 1.0000200000e-01	 8.5716000000e-02	 1.1411468020e+00	 1.4244294778e-01	 1.9729087635e+01	 2.3999456811e+00
 1.0000200000e-01	 1.0000200000e-01	 1.1378621295e+00	 1.6666080821e-01	 1.9605712696e+01	 2.3655051374e+00
 1.0000200000e-01	 1.1428800000e-01	 1.1340347893e+00	 1.9097435918e-01	 1.9463294824e+01	 2.3260443081e+00
 1.0000200000e-01	 1.2857400000e-01	 1.1296562621e+00	 2.1536693357e-01	 1.9302393161e+01	 2.2820456733e+00
 1.0000200000e-01	 1.4286000000e-01	 1.1247186440e+00	 2.3982127775e-01	 1.9123819252e+01	 2.2341813506e+00
 1.1428800000e-01	 0.0000000000e+00	 1.1714318781e+00	 0.0000000000e+00	 1.9439998652e+01	 2.6945081814e+00
 1.1428800000e-01	 1.4286000000e-02	 1.1711908134e+00	 2.3763571052e-02	 1.9430254900e+01	 2.6908196183e+00
 1.1428800000e-01	 2.8572000000e-02	 1.1704597674e+00	 4.7712934601e-02	 1.9404427503e+01	 2.6817284077e+00
 1.1428800000e-01	 4.2858000000e-02	 1.1692272127e+00	 7.1835045936e-02	 1.9361749127e+01	 2.6668405749e+00
 1.1428800000e-01	 5.7144000000e-02	 1.1674819889e+00	 9.6116178645e-02	 1.9301669339e+01	 2.6458807885e+00
 1.1428800000e-01	 7.1430000000e-02	 1.1652133455e+00	 1.2054193119e-01	 1.9223861657e+01	 2.6187058847e+00
 1.1428800000e-01	 8.5716000000e-02	 1.1624109848e+00	 1.4509723632e-01	 1.9128229519e+01	 2.5853174549e+00
 1.1428800000e-01	 1.0000200000e-01	 1.1590651055e+00	 1.6976637349e-01	 1.9014911033e+01	 2.5458732949e+00
 1.1428800000e-01	 1.1428800000e-01	 1.1551664465e+00	 1.9453298430e-01	 1.8884282409e+01	 2.5006975198e+00
 1.1428800000e-01	 1.2857400000e-01	 1.1507063297e+00	 2.1938009106e-01	 1.8736959975e+01	 2.4502891514e+00
 1.1428800000e-01	 1.4286000000e-01	 1.1456767037e+00	 2.4429011864e-01	 1.8573800700e+01	 2.3953289957e+00
 1.2857400000e-01	 0.0000000000e+00	 1.1928610917e+00	 0.0000000000e+00	 1.8855827904e+01	 2.8444467069e+00
 1.2857400000e-01	 1.4286000000e-02	 1.1926156171e+00	 2.4198282320e-02	 1.8847545541e+01	 2.8408277291e+00
 1.2857400000e-01	 2.8572000000e-02	 1.1918711979e+00	 4.8585755873e-02	 1.8824282098e+01	 2.8309414885e+00
 1.2857400000e-01	 4.2858000000e-02	 1.1906160959e+00	 7.3149137318e-02	 1.8785380912e+01	 2.8144304691e+00
 1.2857400000e-01	 5.7144000000e-02	 1.1888389464e+00	 9.7874449145e-02	 1.8730395196e+01	 2.7910568357e+00
 1.2857400000e-01	 7.1430000000e-02	 1.1865288023e+00	 1.2274702636e-01	 1.8659094371e+01	 2.7607152523e+00
 1.2857400000e-01	 8.5716000000e-02	 1.1836751775e+00	 1.4775152610e-01	 1.8571469331e+01	 2.7234446193e+00
 1.2857400000e-01	 1.0000200000e-01	 1.1802680915e+00	 1.7287194022e-01	 1.8467736533e+01	 2.6794385423e+00
 1.2857400000e-01	 1.1428800000e-01	 1.1762981135e+00	 1.9809161108e-01	 1.8348340790e+01	 2.6290543479e+00
 1.2857400000e-01	 1.2857400000e-01	 1.1717564070e+00	 2.2339325043e-01	 1.8213956664e+01	 2.5728204693e+00
 1.2857400000e-01	 1.4286000000e-01	 1.1666347732e+00	 2.4875896161e-01	 1.8065488373e+01	 2.5114420377e+00
 1.4286000000e-01	 0.0000000000e+00	 1.2142902977e+00	 0.0000000000e+00	 1.8306702674e+01	 2.9411300420e+00
 1.4286000000e-01	 1.4286000000e-02	 1.2140404132e+00	 2.4632993436e-02	 1.8299890495e+01	 2.9377921717e+00
 1.4286000000e-01	 2.8572000000e-02	 1.2132826210e+00	 4.9458576840e-02	 1.8279122650e+01	 2.9273906575e+00
 1.4286000000e-01	 4.2858000000e-02	 1.2120049716e+00	 7.4463228241e-02	 1.8243849835e+01	 2.9096026460e+00
 1.4286000000e-01	 5.7144000000e-02	 1.2101958964e+00	 9.9632719030e-02	 1.8193726212e+01	 2.8842281938e+00
 1.4286000000e-01	 7.1430000000e-02	 1.2078442516e+00	 1.2495212076e-01	 1.8128615092e+01	 2.8512024534e+00
 1.4286000000e-01	 8.5716000000e-02	 1.2049393628e+00	 1.5040581494e-01	 1.8048593591e+01	 2.8106066316e+00
 1.4286000000e-01	 1.0000200000e-01	 1.2014710700e+00	 1.7597750587e-01	 1.7953956110e+01	 2.7626775428e+00
 1.4286000000e-01	 1.1428800000e-01	 1.1974297732e+00	 2.0165023662e-01	 1.7845216525e+01	 2.7078155848e+00
 1.4286000000e-01	 1.2857400000e-01	 1.1928064770e+00	 2.2740640839e-01	 1.7723108977e+01	 2.6465909776e+00
 1.4286000000e-01	 1.4286000000e-01	 1.1875928354e+00	 2.5322780301e-01	 1.7588587175e+01	 2.5797481154e+00
 0.0000000000e+00	 1.4286000000e-01	 9.7801393759e-01	 2.0853975653e-01	 2.5164290502e+01	 1.5419605182e-01
 0.0000000000e+00	 1.5714500000e-01	 9.7322825186e-01	 2.2984108677e-01	 2.4823107192e+01	 1.5250659117e-01
 0.0000000000e+00	 1.7143000000e-01	 9.6794447360e-01	 2.5116470275e-01	 2.4448042340e+01	 1.5132081247e-01
 0.0000000000e+00	 1.8571500000e-01	 9.6215754903e-01	 2.7249423836e-01	 2.4038963631e+01	 1.4976310768e-01
 0.0000000000e+00	 2.0000000000e-01	 9.5586309813e-01	 2.9381292096e-01	 2.3596047811e+01	 1.4718507585e-01
 0.0000000000e+00	 2.1428500000e-01	 9.4905744632e-01	 3.1510360378e-01	 2.3119783698e+01	 1.4318879517e-01
