要素番号	頂点番号	x	y
268	2	7.647058823529410e+00	9.411764705882353e+00
268	3	8.235294117647058e+00	9.411764705882351e+00
269	0	8.235294117647058e+00	8.823529411764705e+00
269	1	8.823529411764707e+00	8.823529411764705e+00
269	2	8.235294117647058e+00	9.411764705882351e+00
269	3	8.823529411764705e+00	9.411764705882351e+00
270	0	8.823529411764707e+00	8.823529411764705e+00
270	1	9.411764705882353e+00	8.823529411764705e+00
270	2	8.823529411764705e+00	9.411764705882351e+00
270	3	9.411764705882351e+00	9.411764705882351e+00
271	0	9.411764705882353e+00	8.823529411764705e+00
271	1	1.000000000000000e+01	8.823529411764705e+00
271	2	9.411764705882351e+00	9.411764705882351e+00
271	3	1.000000000000000e+01	9.411764705882353e+00
272	0	0.000000000000000e+00	9.411764705882353e+00
272	1	5.882352941176472e-01	9.411764705882355e+00
272	2	0.000000000000000e+00	1.000000000000000e+01
272	3	5.882352941176472e-01	1.000000000000000e+01
273	0	5.882352941176471e-01	9.411764705882351e+00
273	1	1.176470588235294e+00	9.411764705882355e+00
273	2	5.882352941176472e-01	1.000000000000000e+01
273	3	1.176470588235294e+00	1.000000000000000e+01
274	0	1.176470588235294e+00	9.411764705882355e+00
274	1	1.764705882352942e+00	9.411764705882353e+00
274	2	1.176470588235294e+00	1.000000000000000e+01
274	3	1.764705882352942e+00	1.000000000000000e+01
275	0	1.764705882352941e+00	9.411764705882355e+00
275	1	2.352941176470588e+00	9.411764705882353e+00
275	2	1.764705882352941e+00	1.000000000000000e+01
275	3	2.352941176470589e+00	1.000000000000000e+01
276	0	2.352941176470588e+00	9.411764705882353e+00
276	1	2.941176470588236e+00	9.411764705882355e+00
276	2	2.352941176470589e+00	1.000000000000000e+01
276	3	2.941176470588236e+00	1.000000000000000e+01
277	0	2.941176470588236e+00	9.411764705882355e+00
277	1	3.529411764705882e+00	9.411764705882351e+00
277	2	2.941176470588236e+00	1.000000000000000e+01
277	3	3.529411764705883e+00	9.999999999999998e+00
278	0	3.529411764705882e+00	9.411764705882353e+00
278	1	4.117647058823529e+00	9.411764705882353e+00
278	2	3.529411764705882e+00	9.999999999999998e+00
278	3	4.117647058823530e+00	1.000000000000000e+01
279	0	4.117647058823529e+00	9.411764705882353e+00
279	1	4.705882352941178e+00	9.411764705882355e+00
279	2	4.117647058823530e+00	1.000000000000000e+01
279	3	4.705882352941177e+00	1.000000000000000e+01
280	0	4.705882352941178e+00	9.411764705882355e+00
280	1	5.294117647058825e+00	9.411764705882355e+00
280	2	4.705882352941177e+00	1.000000000000000e+01
280	3	5.294117647058824e+00	1.000000000000000e+01
281	0	5.294117647058825e+00	9.411764705882355e+00
281	1	5.882352941176473e+00	9.411764705882351e+00
281	2	5.294117647058824e+00	1.000000000000000e+01
281	3	5.882352941176472e+00	1.000000000000000e+01
282	0	5.882352941176473e+00	9.411764705882351e+00
282	1	6.470588235294119e+00	9.411764705882355e+00
282	2	5.882352941176472e+00	1.000000000000000e+01
282	3	6.470588235294119e+00	1.000000000000000e+01
283	0	6.470588235294119e+00	9.411764705882355e+00
283	1	7.058823529411764e+00	9.411764705882351e+00
283	2	6.470588235294119e+00	1.000000000000000e+01
283	3	7.058823529411764e+00	1.000000000000000e+01
284	0	7.058823529411765e+00	9.411764705882350e+00
284	1	7.647058823529410e+00	9.411764705882353e+00
284	2	7.058823529411767e+00	1.000000000000000e+01
284	3	7.647058823529411e+00	1.000000000000000e+01
285	0	7.647058823529410e+00	9.411764705882353e+00
285	1	8.235294117647058e+00	9.411764705882351e+00
285	2	7.647058823529411e+00	1.000000000000000e+01
285	3	8.235294117647058e+00	1.000000000000000e+01
286	0	8.235294117647058e+00	9.411764705882351e+00
286	1	8.823529411764705e+00	9.411764705882351e+00
286	2	8.235294117647058e+00	1.000000000000000e+01
286	3	8.823529411764705e+00	1.000000000000000e+01
287	0	8.823529411764705e+00	9.411764705882351e+00
287	1	9.411764705882351e+00	9.411764705882351e+00
287	2	8.823529411764705e+00	1.000000000000000e+01
287	3	9.411764705882353e+00	1.000000000000000e+01
288	0	9.411764705882351e+00	9.411764705882351e+00
288	1	1.000000000000000e+01	9.411764705882353e+00
288	2	9.411764705882353e+00	1.000000000000000e+01
288	3	1.000000000000000e+01	1.000000000000000e+01
289	0	1.000000000000000e+00	0.000000000000000e+00
289	1	1.058823529411765e+00	0.000000000000000e+00
289	2	9.964238127622255e-01	8.449606712971601e-02
289	3	1.055036978218827e+00	8.946642401969933e-02
290	0	1.058823529411765e+00	0.000000000000000e+00
290	1	1.117647058823529e+00	0.000000000000000e+00
290	2	1.055036978218827e+00	8.946642401969931e-02
290	3	1.113650143675428e+00	9.443678090968259e-02
291	0	1.117647058823529e+00	0.000000000000000e+00
291	1	1.176470588235294e+00	0.000000000000000e+00
291	2	1.113650143675428e+00	9.443678090968259e-02
291	3	1.172263309132030e+00	9.940713779966590e-02
292	0	1.176470588235294e+00	0.000000000000000e+00
292	1	1.235294117647059e+00	0.000000000000000e+00
292	2	1.172263309132030e+00	9.940713779966592e-02
292	3	1.230876474588632e+00	1.043774946896492e-01
293	0	1.235294117647059e+00	0.000000000000000e+00
293	1	1.294117647058824e+00	0.000000000000000e+00
293	2	1.230876474588632e+00	1.043774946896492e-01
293	3	1.289489640045233e+00	1.093478515796325e-01
294	0	1.294117647058824e+00	0.000000000000000e+00
294	1	1.352941176470588e+00	0.000000000000000e+00
294	2	1.289489640045233e+00	1.093478515796325e-01
294	3	1.348102805501834e+00	1.143182084696158e-01
295	0	1.352941176470588e+00	0.000000000000000e+00
295	1	1.411764705882353e+00	0.000000000000000e+00
295	2	1.348102805501834e+00	1.143182084696158e-01
295	3	1.406715970958436e+00	1.192885653595991e-01
296	0	1.411764705882353e+00	0.000000000000000e+00
296	1	1.470588235294118e+00	0.000000000000000e+00
296	2	1.406715970958436e+00	1.192885653595991e-01
296	3	1.465329136415037e+00	1.242589222495824e-01
297	0	1.470588235294118e+00	0.000000000000000e+00
297	1	1.529411764705883e+00	0.000000000000000e+00
297	2	1.465329136415037e+00	1.242589222495824e-01
297	3	1.523942301871638e+00	1.292292791395657e-01
298	0	1.529411764705883e+00	0.000000000000000e+00
298	1	1.588235294117647e+00	0.000000000000000e+00
298	2	1.523942301871638e+00	1.292292791395657e-01
298	3	1.582555467328240e+00	1.341996360295490e-01
299	0	1.588235294117647e+00	0.000000000000000e+00
299	1	1.647058823529412e+00	0.000000000000000e+00
299	2	1.582555467328240e+00	1.341996360295490e-01
299	3	1.641168632784842e+00	1.391699929195322e-01
300	0	1.647058823529412e+00	0.000000000000000e+00
300	1	1.705882352941177e+00	0.000000000000000e+00
300	2	1.641168632784842e+00	1.391699929195322e-01
300	3	1.699781798241443e+00	1.441403498095155e-01
301	0	1.705882352941177e+00	0.000000000000000e+00
301	1	1.764705882352941e+00	0.000000000000000e+00
301	2	1.699781798241444e+00	1.441403498095155e-01
301	3	1.758394963698045e+00	1.491107066994988e-01
302	0	1.764705882352941e+00	0.000000000000000e+00
302	1	1.823529411764706e+00	0.000000000000000e+00
302	2	1.758394963698045e+00	1.491107066994988e-01
302	3	1.817008129154646e+00	1.540810635894821e-01
303	0	1.823529411764706e+00	0.000000000000000e+00
303	1	1.882352941176471e+00	0.000000000000000e+00
303	2	1.817008129154646e+00	1.540810635894821e-01
303	3	1.875621294611248e+00	1.590514204794654e-01
304	0	1.882352941176471e+00	0.000000000000000e+00
304	1	1.941176470588235e+00	0.000000000000000e+00
304	2	1.875621294611248e+00	1.590514204794654e-01
304	3	1.934234460067849e+00	1.640217773694487e-01
305	0	1.941176470588235e+00	0.000000000000000e+00
305	1	2.000000000000000e+00	0.000000000000000e+00
305	2	1.934234460067849e+00	1.640217773694487e-01
305	3	1.992847625524451e+00	1.689921342594320e-01
306	0	9.964238127622256e-01	8.449606712971601e-02
306	1	1.055036978218827e+00	8.946642401969929e-02
306	2	9.852630403721248e-01	1.710460209320194e-01
306	3	1.043219689805779e+00	1.811075515750794e-01
307	0	1.055036978218827e+00	8.946642401969931e-02
307	1	1.113650143675428e+00	9.443678090968259e-02
307	2	1.043219689805779e+00	1.811075515750793e-01
307	3	1.101176339239434e+00	1.911690822181393e-01
308	0	1.113650143675428e+00	9.443678090968259e-02
308	1	1.172263309132030e+00	9.940713779966592e-02
308	2	1.101176339239434e+00	1.911690822181393e-01
308	3	1.159132988673088e+00	2.012306128611993e-01
309	0	1.172263309132030e+00	9.940713779966590e-02
309	1	1.230876474588632e+00	1.043774946896492e-01
309	2	1.159132988673088e+00	2.012306128611993e-01
309	3	1.217089638106743e+00	2.112921435042593e-01
310	0	1.230876474588632e+00	1.043774946896492e-01
310	1	1.289489640045233e+00	1.093478515796325e-01
310	2	1.217089638106743e+00	2.112921435042593e-01
310	3	1.275046287540397e+00	2.213536741473193e-01
311	0	1.289489640045233e+00	1.093478515796325e-01
311	1	1.348102805501834e+00	1.143182084696158e-01
311	2	1.275046287540397e+00	2.213536741473193e-01
311	3	1.333002936974051e+00	2.314152047903792e-01
312	0	1.348102805501834e+00	1.143182084696158e-01
312	1	1.406715970958436e+00	1.192885653595990e-01
312	2	1.333002936974051e+00	2.314152047903791e-01
312	3	1.390959586407706e+00	2.414767354334391e-01
313	0	1.406715970958436e+00	1.192885653595990e-01
313	1	1.465329136415037e+00	1.242589222495824e-01
313	2	1.390959586407706e+00	2.414767354334391e-01
313	3	1.448916235841360e+00	2.515382660764992e-01
314	0	1.465329136415037e+00	1.242589222495824e-01
314	1	1.523942301871639e+00	1.292292791395656e-01
314	2	1.448916235841360e+00	2.515382660764992e-01
314	3	1.506872885275014e+00	2.615997967195591e-01
315	0	1.523942301871639e+00	1.292292791395656e-01
315	1	1.582555467328241e+00	1.341996360295489e-01
315	2	1.506872885275014e+00	2.615997967195591e-01
315	3	1.564829534708669e+00	2.716613273626190e-01
316	0	1.582555467328241e+00	1.341996360295489e-01
316	1	1.641168632784842e+00	1.391699929195322e-01
316	2	1.564829534708669e+00	2.716613273626190e-01
316	3	1.622786184142323e+00	2.817228580056790e-01
317	0	1.641168632784842e+00	1.391699929195322e-01
317	1	1.699781798241443e+00	1.441403498095155e-01
317	2	1.622786184142323e+00	2.817228580056790e-01
317	3	1.680742833575978e+00	2.917843886487388e-01
318	0	1.699781798241444e+00	1.441403498095155e-01
318	1	1.758394963698045e+00	1.491107066994988e-01
318	2	1.680742833575978e+00	2.917843886487390e-01
318	3	1.738699483009632e+00	3.018459192917988e-01
319	0	1.758394963698045e+00	1.491107066994988e-01
319	1	1.817008129154646e+00	1.540810635894821e-01
319	2	1.738699483009632e+00	3.018459192917988e-01
319	3	1.796656132443287e+00	3.119074499348589e-01
320	0	1.817008129154646e+00	1.540810635894821e-01
320	1	1.875621294611248e+00	1.590514204794654e-01
320	2	1.796656132443287e+00	3.119074499348589e-01
320	3	1.854612781876941e+00	3.219689805779190e-01
321	0	1.875621294611248e+00	1.590514204794654e-01
321	1	1.934234460067849e+00	1.640217773694487e-01
321	2	1.854612781876941e+00	3.219689805779190e-01
321	3	1.912569431310595e+00	3.320305112209788e-01
322	0	1.934234460067849e+00	1.640217773694487e-01
322	1	1.992847625524451e+00	1.689921342594320e-01
322	2	1.912569431310595e+00	3.320305112209788e-01
322	3	1.970526080744250e+00	3.420920418640387e-01
323	0	9.852630403721248e-01	1.710460209320194e-01
323	1	1.043219689805779e+00	1.811075515750794e-01
323	2	9.659602755169761e-01	2.586904445919246e-01
323	3	1.022781468194445e+00	2.739075295679202e-01
324	0	1.043219689805779e+00	1.811075515750793e-01
324	1	1.101176339239434e+00	1.911690822181393e-01
324	2	1.022781468194445e+00	2.739075295679201e-01
324	3	1.079602660871914e+00	2.891246145439157e-01
325	0	1.101176339239434e+00	1.911690822181393e-01
325	1	1.159132988673088e+00	2.012306128611993e-01
325	2	1.079602660871914e+00	2.891246145439157e-01
325	3	1.136423853549384e+00	3.043416995199113e-01
326	0	1.159132988673088e+00	2.012306128611993e-01
326	1	1.217089638106743e+00	2.112921435042593e-01
326	2	1.136423853549384e+00	3.043416995199114e-01
326	3	1.193245046226853e+00	3.195587844959068e-01
327	0	1.217089638106743e+00	2.112921435042593e-01
327	1	1.275046287540397e+00	2.213536741473193e-01
327	2	1.193245046226853e+00	3.195587844959068e-01
327	3	1.250066238904322e+00	3.347758694719024e-01
328	0	1.275046287540397e+00	2.213536741473193e-01
328	1	1.333002936974051e+00	2.314152047903792e-01
328	2	1.250066238904322e+00	3.347758694719024e-01
328	3	1.306887431581791e+00	3.499929544478980e-01
329	0	1.333002936974051e+00	2.314152047903791e-01
329	1	1.390959586407706e+00	2.414767354334391e-01
329	2	1.306887431581791e+00	3.499929544478979e-01
329	3	1.363708624259260e+00	3.652100394238936e-01
330	0	1.390959586407706e+00	2.414767354334391e-01
330	1	1.448916235841360e+00	2.515382660764992e-01
330	2	1.363708624259260e+00	3.652100394238936e-01
330	3	1.420529816936729e+00	3.804271243998891e-01
331	0	1.448916235841360e+00	2.515382660764992e-01
331	1	1.506872885275014e+00	2.615997967195591e-01
331	2	1.420529816936729e+00	3.804271243998891e-01
331	3	1.477351009614199e+00	3.956442093758846e-01
332	0	1.506872885275014e+00	2.615997967195591e-01
332	1	1.564829534708669e+00	2.716613273626190e-01
332	2	1.477351009614199e+00	3.956442093758846e-01
332	3	1.534172202291668e+00	4.108612943518802e-01
333	0	1.564829534708669e+00	2.716613273626190e-01
333	1	1.622786184142323e+00	2.817228580056790e-01
333	2	1.534172202291668e+00	4.108612943518802e-01
333	3	1.590993394969137e+00	4.260783793278758e-01
334	0	1.622786184142323e+00	2.817228580056790e-01
334	1	1.680742833575978e+00	2.917843886487388e-01
334	2	1.590993394969137e+00	4.260783793278758e-01
334	3	1.647814587646606e+00	4.412954643038713e-01
335	0	1.680742833575978e+00	2.917843886487390e-01
335	1	1.738699483009632e+00	3.018459192917988e-01
335	2	1.647814587646606e+00	4.412954643038713e-01
335	3	1.704635780324075e+00	4.565125492798668e-01
336	0	1.738699483009632e+00	3.018459192917988e-01
336	1	1.796656132443287e+00	3.119074499348589e-01
336	2	1.704635780324075e+00	4.565125492798668e-01
336	3	1.761456973001545e+00	4.717296342558624e-01
337	0	1.796656132443287e+00	3.119074499348589e-01
337	1	1.854612781876941e+00	3.219689805779190e-01
337	2	1.761456973001545e+00	4.717296342558624e-01
337	3	1.818278165679014e+00	4.869467192318580e-01
338	0	1.854612781876941e+00	3.219689805779190e-01
338	1	1.912569431310595e+00	3.320305112209788e-01
338	2	1.818278165679014e+00	4.869467192318580e-01
338	3	1.875099358356483e+00	5.021638042078536e-01
339	0	1.912569431310595e+00	3.320305112209788e-01
339	1	1.970526080744250e+00	3.420920418640387e-01
339	2	1.875099358356483e+00	5.021638042078536e-01
339	3	1.931920551033952e+00	5.173808891838492e-01
340	0	9.659602755169762e-01	2.586904445919245e-01
340	1	1.022781468194445e+00	2.739075295679201e-01
340	2	9.381138107330539e-01	3.463271258678822e-01
340	3	9.932969760702924e-01	3.666993097424636e-01
341	0	1.022781468194445e+00	2.739075295679201e-01
341	1	1.079602660871915e+00	2.891246145439157e-01
341	2	9.932969760702925e-01	3.666993097424635e-01
341	3	1.048480141407531e+00	3.870714936170448e-01
342	0	1.079602660871915e+00	2.891246145439157e-01
342	1	1.136423853549384e+00	3.043416995199113e-01
342	2	1.048480141407531e+00	3.870714936170448e-01
342	3	1.103663306744769e+00	4.074436774916261e-01
343	0	1.136423853549384e+00	3.043416995199113e-01
343	1	1.193245046226853e+00	3.195587844959067e-01
343	2	1.103663306744769e+00	4.074436774916262e-01
343	3	1.158846472082008e+00	4.278158613662074e-01
344	0	1.193245046226853e+00	3.195587844959067e-01
344	1	1.250066238904322e+00	3.347758694719023e-01
344	2	1.158846472082008e+00	4.278158613662074e-01
344	3	1.214029637419246e+00	4.481880452407886e-01
345	0	1.250066238904322e+00	3.347758694719023e-01
345	1	1.306887431581791e+00	3.499929544478979e-01
345	2	1.214029637419246e+00	4.481880452407886e-01
345	3	1.269212802756484e+00	4.685602291153699e-01
346	0	1.306887431581791e+00	3.499929544478979e-01
346	1	1.363708624259260e+00	3.652100394238935e-01
346	2	1.269212802756485e+00	4.685602291153700e-01
346	3	1.324395968093723e+00	4.889324129899513e-01
347	0	1.363708624259260e+00	3.652100394238935e-01
347	1	1.420529816936730e+00	3.804271243998891e-01
347	2	1.324395968093723e+00	4.889324129899513e-01
347	3	1.379579133430962e+00	5.093045968645327e-01
348	0	1.420529816936730e+00	3.804271243998891e-01
348	1	1.477351009614199e+00	3.956442093758846e-01
348	2	1.379579133430962e+00	5.093045968645327e-01
348	3	1.434762298768200e+00	5.296767807391138e-01
349	0	1.477351009614199e+00	3.956442093758846e-01
349	1	1.534172202291668e+00	4.108612943518802e-01
349	2	1.434762298768200e+00	5.296767807391138e-01
349	3	1.489945464105439e+00	5.500489646136951e-01
350	0	1.534172202291668e+00	4.108612943518802e-01
350	1	1.590993394969137e+00	4.260783793278758e-01
350	2	1.489945464105439e+00	5.500489646136951e-01
350	3	1.545128629442677e+00	5.704211484882764e-01
351	0	1.590993394969137e+00	4.260783793278758e-01
351	1	1.647814587646607e+00	4.412954643038713e-01
351	2	1.545128629442677e+00	5.704211484882764e-01
351	3	1.600311794779915e+00	5.907933323628578e-01
352	0	1.647814587646606e+00	4.412954643038713e-01
352	1	1.704635780324075e+00	4.565125492798668e-01
352	2	1.600311794779915e+00	5.907933323628578e-01
352	3	1.655494960117154e+00	6.111655162374392e-01
353	0	1.704635780324075e+00	4.565125492798668e-01
353	1	1.761456973001545e+00	4.717296342558624e-01
353	2	1.655494960117154e+00	6.111655162374392e-01
353	3	1.710678125454392e+00	6.315377001120204e-01
354	0	1.761456973001545e+00	4.717296342558624e-01
354	1	1.818278165679014e+00	4.869467192318579e-01
354	2	1.710678125454392e+00	6.315377001120204e-01
354	3	1.765861290791630e+00	6.519098839866017e-01
355	0	1.818278165679014e+00	4.869467192318579e-01
355	1	1.875099358356483e+00	5.021638042078534e-01
355	2	1.765861290791630e+00	6.519098839866017e-01
355	3	1.821044456128869e+00	6.722820678611831e-01
356	0	1.875099358356483e+00	5.021638042078534e-01
356	1	1.931920551033952e+00	5.173808891838491e-01
356	2	1.821044456128869e+00	6.722820678611831e-01
356	3	1.876227621466108e+00	6.926542517357643e-01
357	0	9.381138107330539e-01	3.463271258678822e-01
357	1	9.932969760702924e-01	3.666993097424636e-01
357	2	9.015177352914021e-01	4.327421552784768e-01
357	3	9.545481903085435e-01	4.581975761772108e-01
358	0	9.932969760702925e-01	3.666993097424635e-01
358	1	1.048480141407531e+00	3.870714936170448e-01
358	2	9.545481903085435e-01	4.581975761772107e-01
358	3	1.007578645325685e+00	4.836529970759448e-01
359	0	1.048480141407531e+00	3.870714936170448e-01
359	1	1.103663306744769e+00	4.074436774916261e-01
359	2	1.007578645325685e+00	4.836529970759448e-01
359	3	1.060609100342826e+00	5.091084179746787e-01
360	0	1.103663306744769e+00	4.074436774916262e-01
360	1	1.158846472082008e+00	4.278158613662074e-01
360	2	1.060609100342826e+00	5.091084179746785e-01
360	3	1.113639555359967e+00	5.345638388734125e-01
361	0	1.158846472082008e+00	4.278158613662074e-01
361	1	1.214029637419246e+00	4.481880452407886e-01
361	2	1.113639555359967e+00	5.345638388734125e-01
361	3	1.166670010377109e+00	5.600192597721464e-01
362	0	1.214029637419246e+00	4.481880452407886e-01
362	1	1.269212802756484e+00	4.685602291153699e-01
362	2	1.166670010377109e+00	5.600192597721464e-01
362	3	1.219700465394250e+00	5.854746806708803e-01
363	0	1.269212802756485e+00	4.685602291153700e-01
363	1	1.324395968093723e+00	4.889324129899513e-01
363	2	1.219700465394250e+00	5.854746806708803e-01
363	3	1.272730920411391e+00	6.109301015696142e-01
364	0	1.324395968093723e+00	4.889324129899513e-01
364	1	1.379579133430962e+00	5.093045968645327e-01
364	2	1.272730920411391e+00	6.109301015696142e-01
364	3	1.325761375428533e+00	6.363855224683482e-01
365	0	1.379579133430962e+00	5.093045968645327e-01
365	1	1.434762298768200e+00	5.296767807391138e-01
365	2	1.325761375428533e+00	6.363855224683482e-01
365	3	1.378791830445674e+00	6.618409433670822e-01
366	0	1.434762298768200e+00	5.296767807391138e-01
366	1	1.489945464105439e+00	5.500489646136951e-01
366	2	1.378791830445674e+00	6.618409433670822e-01
366	3	1.431822285462815e+00	6.872963642658161e-01
367	0	1.489945464105439e+00	5.500489646136951e-01
367	1	1.545128629442677e+00	5.704211484882764e-01
367	2	1.431822285462815e+00	6.872963642658161e-01
367	3	1.484852740479957e+00	7.127517851645500e-01
368	0	1.545128629442677e+00	5.704211484882764e-01
368	1	1.600311794779915e+00	5.907933323628578e-01
368	2	1.484852740479957e+00	7.127517851645500e-01
368	3	1.537883195497098e+00	7.382072060632838e-01
369	0	1.600311794779915e+00	5.907933323628578e-01
369	1	1.655494960117154e+00	6.111655162374392e-01
369	2	1.537883195497098e+00	7.382072060632838e-01
369	3	1.590913650514239e+00	7.636626269620175e-01
370	0	1.655494960117154e+00	6.111655162374392e-01
370	1	1.710678125454392e+00	6.315377001120204e-01
370	2	1.590913650514239e+00	7.636626269620175e-01
370	3	1.643944105531380e+00	7.891180478607517e-01
371	0	1.710678125454392e+00	6.315377001120204e-01
371	1	1.765861290791630e+00	6.519098839866017e-01
371	2	1.643944105531380e+00	7.891180478607517e-01
371	3	1.696974560548522e+00	8.145734687594859e-01
372	0	1.765861290791630e+00	6.519098839866017e-01
372	1	1.821044456128869e+00	6.722820678611831e-01
372	2	1.696974560548522e+00	8.145734687594859e-01
372	3	1.750005015565663e+00	8.400288896582199e-01
373	0	1.821044456128869e+00	6.722820678611831e-01
373	1	1.876227621466108e+00	6.926542517357643e-01
373	2	1.750005015565663e+00	8.400288896582199e-01
373	3	1.803035470582804e+00	8.654843105569535e-01
374	0	9.015177352914021e-01	4.327421552784768e-01
374	1	9.545481903085435e-01	4.581975761772108e-01
374	2	8.561944797765246e-01	5.166536681377636e-01
374	3	9.065588609398495e-01	5.470450603811614e-01
375	0	9.545481903085435e-01	4.581975761772107e-01
375	1	1.007578645325685e+00	4.836529970759448e-01
375	2	9.065588609398498e-01	5.470450603811616e-01
375	3	9.569232421031746e-01	5.774364526245593e-01
376	0	1.007578645325685e+00	4.836529970759448e-01
376	1	1.060609100342826e+00	5.091084179746787e-01
376	2	9.569232421031746e-01	5.774364526245593e-01
376	3	1.007287623266500e+00	6.078278448679573e-01
377	0	1.060609100342826e+00	5.091084179746785e-01
377	1	1.113639555359967e+00	5.345638388734125e-01
377	2	1.007287623266500e+00	6.078278448679573e-01
377	3	1.057652004429825e+00	6.382192371113549e-01
378	0	1.113639555359967e+00	5.345638388734125e-01
378	1	1.166670010377109e+00	5.600192597721464e-01
378	2	1.057652004429825e+00	6.382192371113549e-01
378	3	1.108016385593150e+00	6.686106293547530e-01
379	0	1.166670010377109e+00	5.600192597721464e-01
379	1	1.219700465394250e+00	5.854746806708803e-01
379	2	1.108016385593150e+00	6.686106293547530e-01
379	3	1.158380766756475e+00	6.990020215981506e-01
380	0	1.219700465394250e+00	5.854746806708803e-01
380	1	1.272730920411391e+00	6.109301015696142e-01
380	2	1.158380766756475e+00	6.990020215981508e-01
380	3	1.208745147919799e+00	7.293934138415485e-01
381	0	1.272730920411391e+00	6.109301015696142e-01
381	1	1.325761375428533e+00	6.363855224683482e-01
381	2	1.208745147919799e+00	7.293934138415485e-01
381	3	1.259109529083124e+00	7.597848060849465e-01
382	0	1.325761375428533e+00	6.363855224683482e-01
382	1	1.378791830445674e+00	6.618409433670822e-01
382	2	1.259109529083124e+00	7.597848060849465e-01
382	3	1.309473910246449e+00	7.901761983283443e-01
383	0	1.378791830445674e+00	6.618409433670822e-01
383	1	1.431822285462815e+00	6.872963642658161e-01
383	2	1.309473910246449e+00	7.901761983283443e-01
383	3	1.359838291409774e+00	8.205675905717421e-01
384	0	1.431822285462815e+00	6.872963642658161e-01
384	1	1.484852740479957e+00	7.127517851645500e-01
384	2	1.359838291409774e+00	8.205675905717421e-01
384	3	1.410202672573099e+00	8.509589828151400e-01
385	0	1.484852740479957e+00	7.127517851645500e-01
385	1	1.537883195497098e+00	7.382072060632838e-01
385	2	1.410202672573099e+00	8.509589828151400e-01
385	3	1.460567053736424e+00	8.813503750585379e-01
386	0	1.537883195497098e+00	7.382072060632838e-01
386	1	1.590913650514239e+00	7.636626269620175e-01
386	2	1.460567053736424e+00	8.813503750585380e-01
386	3	1.510931434899749e+00	9.117417673019357e-01
387	0	1.590913650514239e+00	7.636626269620175e-01
387	1	1.643944105531380e+00	7.891180478607517e-01
387	2	1.510931434899749e+00	9.117417673019357e-01
387	3	1.561295816063074e+00	9.421331595453336e-01
388	0	1.643944105531380e+00	7.891180478607517e-01
388	1	1.696974560548522e+00	8.145734687594859e-01
388	2	1.561295816063074e+00	9.421331595453336e-01
388	3	1.611660197226399e+00	9.725245517887315e-01
389	0	1.696974560548522e+00	8.145734687594859e-01
389	1	1.750005015565663e+00	8.400288896582199e-01
389	2	1.611660197226399e+00	9.725245517887315e-01
389	3	1.662024578389725e+00	1.002915944032129e+00
390	0	1.750005015565663e+00	8.400288896582199e-01
390	1	1.803035470582804e+00	8.654843105569535e-01
390	2	1.662024578389725e+00	1.002915944032129e+00
390	3	1.712388959553049e+00	1.033307336275527e+00
391	0	8.561944797765246e-01	5.166536681377636e-01
391	1	9.065588609398497e-01	5.470450603811614e-01
391	2	8.024153309361920e-01	5.967659815024327e-01
391	3	8.496162327559679e-01	6.318698627672815e-01
392	0	9.065588609398498e-01	5.470450603811614e-01
392	1	9.569232421031745e-01	5.774364526245592e-01
392	2	8.496162327559680e-01	6.318698627672815e-01
392	3	8.968171345757439e-01	6.669737440321304e-01
393	0	9.569232421031745e-01	5.774364526245592e-01
393	1	1.007287623266500e+00	6.078278448679572e-01
393	2	8.968171345757439e-01	6.669737440321304e-01
393	3	9.440180363955198e-01	7.020776252969795e-01
394	0	1.007287623266500e+00	6.078278448679570e-01
394	1	1.057652004429825e+00	6.382192371113548e-01
394	2	9.440180363955198e-01	7.020776252969794e-01
394	3	9.912189382152959e-01	7.371815065618282e-01
395	0	1.057652004429825e+00	6.382192371113548e-01
395	1	1.108016385593150e+00	6.686106293547527e-01
395	2	9.912189382152959e-01	7.371815065618282e-01
395	3	1.038419840035072e+00	7.722853878266773e-01
396	0	1.108016385593150e+00	6.686106293547527e-01
396	1	1.158380766756475e+00	6.990020215981507e-01
396	2	1.038419840035072e+00	7.722853878266773e-01
396	3	1.085620741854848e+00	8.073892690915263e-01
397	0	1.158380766756475e+00	6.990020215981507e-01
397	1	1.208745147919799e+00	7.293934138415487e-01
397	2	1.085620741854848e+00	8.073892690915262e-01
397	3	1.132821643674624e+00	8.424931503563753e-01
398	0	1.208745147919799e+00	7.293934138415487e-01
398	1	1.259109529083124e+00	7.597848060849461e-01
398	2	1.132821643674624e+00	8.424931503563753e-01
398	3	1.180022545494400e+00	8.775970316212243e-01
399	0	1.259109529083124e+00	7.597848060849461e-01
399	1	1.309473910246449e+00	7.901761983283442e-01
399	2	1.180022545494400e+00	8.775970316212243e-01
399	3	1.227223447314176e+00	9.127009128860731e-01
400	0	1.309473910246449e+00	7.901761983283442e-01
400	1	1.359838291409774e+00	8.205675905717420e-01
400	2	1.227223447314176e+00	9.127009128860731e-01
400	3	1.274424349133952e+00	9.478047941509223e-01
401	0	1.359838291409774e+00	8.205675905717420e-01
401	1	1.410202672573099e+00	8.509589828151399e-01
401	2	1.274424349133952e+00	9.478047941509223e-01
401	3	1.321625250953728e+00	9.829086754157714e-01
402	0	1.410202672573099e+00	8.509589828151399e-01
402	1	1.460567053736424e+00	8.813503750585376e-01
402	2	1.321625250953728e+00	9.829086754157714e-01
