要素番号	頂点番号	disp_x	disp_y
128	3	-1.145954857371797e-04	2.131931662108878e-04
129	0	-1.161883583448079e-04	1.863707219333235e-04
129	1	-1.279207979314603e-04	1.850432067959400e-04
129	2	-1.145954857371797e-04	2.131931662108878e-04
129	3	-1.263037114649980e-04	2.116792352487276e-04
130	0	-1.279207979314603e-04	1.850432067959400e-04
130	1	-1.394895213210042e-04	1.838478376861847e-04
130	2	-1.263037114649980e-04	2.116792352487276e-04
130	3	-1.378675817792602e-04	2.103049211187480e-04
131	0	-1.394895213210042e-04	1.838478376861847e-04
131	1	-1.509172171729331e-04	1.827225059337967e-04
131	2	-1.378675817792602e-04	2.103049211187479e-04
131	3	-1.493021129085548e-04	2.090122779958476e-04
132	0	-1.509172171729331e-04	1.827225059337967e-04
132	1	-1.622257728700532e-04	1.816110924631001e-04
132	2	-1.493021129085548e-04	2.090122779958476e-04
132	3	-1.606233610698693e-04	2.077496791346061e-04
133	0	-1.622257728700532e-04	1.816110924631001e-04
133	1	-1.734343038604403e-04	1.804606928613742e-04
133	2	-1.606233610698693e-04	2.077496791346061e-04
133	3	-1.718492295317379e-04	2.064672366085718e-04
134	0	-1.734343038604403e-04	1.804606928613742e-04
134	1	-1.845622384166209e-04	1.792152296780672e-04
134	2	-1.718492295317379e-04	2.064672366085718e-04
134	3	-1.829997414732300e-04	2.051154472520499e-04
135	0	-1.845622384166209e-04	1.792152296780672e-04
135	1	-1.956326642668456e-04	1.778113167402877e-04
135	2	-1.829997414732300e-04	2.051154472520499e-04
135	3	-1.941009234673913e-04	2.036425503032632e-04
136	0	0.000000000000000e+00	2.381637070403933e-04
136	1	-9.855162560912151e-06	2.373937544429605e-04
136	2	0.000000000000000e+00	2.621854930859093e-04
136	3	-1.011340054375769e-05	2.615755971436386e-04
137	0	-9.855162560912148e-06	2.373937544429605e-04
137	1	-2.006873036026953e-05	2.351878705942112e-04
137	2	-1.011340054375768e-05	2.615755971436386e-04
137	3	-2.048113962546357e-05	2.599171193308231e-04
138	0	-2.006873036026953e-05	2.351878705942112e-04
138	1	-3.096529494386403e-05	2.320506120833617e-04
138	2	-2.048113962546357e-05	2.599171193308231e-04
138	3	-3.121392003927164e-05	2.574777915150823e-04
139	0	-3.096529494386402e-05	2.320506120833618e-04
139	1	-4.240412897864205e-05	2.285590779981281e-04
139	2	-3.121392003927164e-05	2.574777915150823e-04
139	3	-4.240406022305381e-05	2.546038996085731e-04
140	0	-4.240412897864205e-05	2.285590779981281e-04
140	1	-5.429265042038015e-05	2.251023652894631e-04
140	2	-4.240406022305381e-05	2.546038996085731e-04
140	3	-5.394789246545642e-05	2.516393739168920e-04
141	0	-5.429265042038015e-05	2.251023652894631e-04
141	1	-6.641005658485370e-05	2.219689635518751e-04
141	2	-5.394789246545642e-05	2.516393739168920e-04
141	3	-6.573486171172298e-05	2.487840155209157e-04
142	0	-6.641005658485370e-05	2.219689635518752e-04
142	1	-7.859708930104877e-05	2.192329697665451e-04
142	2	-6.573486171172295e-05	2.487840155209157e-04
142	3	-7.762869570616527e-05	2.461693027220609e-04
143	0	-7.859708930104877e-05	2.192329697665451e-04
143	1	-9.072565093980317e-05	2.169003724673559e-04
143	2	-7.762869570616527e-05	2.461693027220609e-04
143	3	-8.953521209228001e-05	2.438277928768388e-04
144	0	-9.072565093980317e-05	2.169003724673559e-04
144	1	-1.027355366175363e-04	2.149092756390383e-04
144	2	-8.953521209228001e-05	2.438277928768388e-04
144	3	-1.013822110951273e-04	2.417544543255588e-04
145	0	-1.027355366175363e-04	2.149092756390383e-04
145	1	-1.145954857371797e-04	2.131931662108878e-04
145	2	-1.013822110951273e-04	2.417544543255588e-04
145	3	-1.131339207597662e-04	2.399106777353869e-04
146	0	-1.145954857371797e-04	2.131931662108878e-04
146	1	-1.263037114649980e-04	2.116792352487276e-04
146	2	-1.131339207597662e-04	2.399106777353869e-04
146	3	-1.247719682045890e-04	2.382518230103284e-04
147	0	-1.263037114649980e-04	2.116792352487276e-04
147	1	-1.378675817792602e-04	2.103049211187480e-04
147	2	-1.247719682045890e-04	2.382518230103284e-04
147	3	-1.362947366780642e-04	2.367280483507797e-04
148	0	-1.378675817792602e-04	2.103049211187479e-04
148	1	-1.493021129085548e-04	2.090122779958476e-04
148	2	-1.362947366780642e-04	2.367280483507797e-04
148	3	-1.477075502872369e-04	2.352922821204272e-04
149	0	-1.493021129085548e-04	2.090122779958476e-04
149	1	-1.606233610698693e-04	2.077496791346061e-04
149	2	-1.477075502872369e-04	2.352922821204272e-04
149	3	-1.590215744124454e-04	2.338985746418801e-04
150	0	-1.606233610698693e-04	2.077496791346061e-04
150	1	-1.718492295317379e-04	2.064672366085718e-04
150	2	-1.590215744124454e-04	2.338985746418801e-04
150	3	-1.702510728946340e-04	2.325035951507118e-04
151	0	-1.718492295317379e-04	2.064672366085718e-04
151	1	-1.829997414732300e-04	2.051154472520499e-04
151	2	-1.702510728946340e-04	2.325035951507118e-04
151	3	-1.814146858035033e-04	2.310656664658678e-04
152	0	-1.829997414732300e-04	2.051154472520499e-04
152	1	-1.941009234673913e-04	2.036425503032632e-04
152	2	-1.814146858035033e-04	2.310656664658678e-04
152	3	-1.925375501170569e-04	2.295460238122317e-04
153	0	0.000000000000000e+00	2.621854930859093e-04
153	1	-1.011340054375769e-05	2.615755971436386e-04
153	2	0.000000000000000e+00	2.866117042149971e-04
153	3	-1.025180847823827e-05	2.861640716551331e-04
154	0	-1.011340054375768e-05	2.615755971436386e-04
154	1	-2.048113962546357e-05	2.599171193308231e-04
154	2	-1.025180847823826e-05	2.861640716551330e-04
154	3	-2.066411421579811e-05	2.848553066236641e-04
155	0	-2.048113962546357e-05	2.599171193308231e-04
155	1	-3.121392003927164e-05	2.574777915150823e-04
155	2	-2.066411421579811e-05	2.848553066236641e-04
155	3	-3.136845906155791e-05	2.828854543970877e-04
156	0	-3.121392003927164e-05	2.574777915150823e-04
156	1	-4.240406022305381e-05	2.546038996085731e-04
156	2	-3.136845906155792e-05	2.828854543970877e-04
156	3	-4.237728054151477e-05	2.804978851244778e-04
157	0	-4.240406022305381e-05	2.546038996085731e-04
157	1	-5.394789246545642e-05	2.516393739168920e-04
157	2	-4.237728054151477e-05	2.804978851244778e-04
157	3	-5.367488808500153e-05	2.779113133339292e-04
158	0	-5.394789246545642e-05	2.516393739168920e-04
158	1	-6.573486171172298e-05	2.487840155209157e-04
158	2	-5.367488808500153e-05	2.779113133339292e-04
158	3	-6.518035018718238e-05	2.753212838966133e-04
159	0	-6.573486171172295e-05	2.487840155209157e-04
159	1	-7.762869570616527e-05	2.461693027220609e-04
159	2	-6.518035018718236e-05	2.753212838966133e-04
159	3	-7.681426718243266e-05	2.728411866023583e-04
160	0	-7.762869570616527e-05	2.461693027220609e-04
160	1	-8.953521209228001e-05	2.438277928768388e-04
160	2	-7.681426718243266e-05	2.728411866023583e-04
160	3	-8.849392400010219e-05	2.705379892863483e-04
161	0	-8.953521209228001e-05	2.438277928768388e-04
161	1	-1.013822110951273e-04	2.417544543255588e-04
161	2	-8.849392400010219e-05	2.705379892863483e-04
161	3	-1.001622705903432e-04	2.684276369356002e-04
162	0	-1.013822110951273e-04	2.417544543255588e-04
162	1	-1.131339207597662e-04	2.399106777353869e-04
162	2	-1.001622705903432e-04	2.684276369356002e-04
162	3	-1.117774497715292e-04	2.665027016585278e-04
163	0	-1.131339207597662e-04	2.399106777353869e-04
163	1	-1.247719682045890e-04	2.382518230103284e-04
163	2	-1.117774497715292e-04	2.665027016585278e-04
163	3	-1.233179670585195e-04	2.647364462337066e-04
164	0	-1.247719682045890e-04	2.382518230103284e-04
164	1	-1.362947366780642e-04	2.367280483507797e-04
164	2	-1.233179670585195e-04	2.647364462337066e-04
164	3	-1.347735006164365e-04	2.630958882006327e-04
165	0	-1.362947366780642e-04	2.367280483507797e-04
165	1	-1.477075502872369e-04	2.352922821204272e-04
165	2	-1.347735006164365e-04	2.630958882006327e-04
165	3	-1.461439280441722e-04	2.615435190591844e-04
166	0	-1.477075502872369e-04	2.352922821204272e-04
166	1	-1.590215744124454e-04	2.338985746418801e-04
166	2	-1.461439280441722e-04	2.615435190591844e-04
166	3	-1.574347201096937e-04	2.600419880076265e-04
167	0	-1.590215744124454e-04	2.338985746418801e-04
167	1	-1.702510728946340e-04	2.325035951507118e-04
167	2	-1.574347201096937e-04	2.600419880076265e-04
167	3	-1.686565190549298e-04	2.585548157850231e-04
168	0	-1.702510728946340e-04	2.325035951507118e-04
168	1	-1.814146858035033e-04	2.310656664658678e-04
168	2	-1.686565190549298e-04	2.585548157850231e-04
168	3	-1.798245334782102e-04	2.570489982876239e-04
169	0	-1.814146858035033e-04	2.310656664658678e-04
169	1	-1.925375501170569e-04	2.295460238122317e-04
169	2	-1.798245334782102e-04	2.570489982876239e-04
169	3	-1.909603809418643e-04	2.554975678531809e-04
170	0	0.000000000000000e+00	2.866117042149971e-04
170	1	-1.025180847823827e-05	2.861640716551331e-04
170	2	0.000000000000000e+00	3.114392859068575e-04
170	3	-1.033705061069135e-05	3.110627563902467e-04
171	0	-1.025180847823826e-05	2.861640716551330e-04
171	1	-2.066411421579811e-05	2.848553066236641e-04
171	2	-1.033705061069134e-05	3.110627563902466e-04
171	3	-2.078591571005527e-05	3.099960836026172e-04
172	0	-2.066411421579811e-05	2.848553066236641e-04
172	1	-3.136845906155791e-05	2.828854543970877e-04
172	2	-2.078591571005527e-05	3.099960836026172e-04
172	3	-3.142296509034266e-05	3.083524376498047e-04
173	0	-3.136845906155792e-05	2.828854543970877e-04
173	1	-4.237728054151477e-05	2.804978851244778e-04
173	2	-3.142296509034266e-05	3.083524376498047e-04
173	3	-4.229546970743827e-05	3.062976298132758e-04
174	0	-4.237728054151477e-05	2.804978851244778e-04
174	1	-5.367488808500153e-05	2.779113133339292e-04
174	2	-4.229546970743827e-05	3.062976298132758e-04
174	3	-5.338847148269402e-05	3.040118130913555e-04
175	0	-5.367488808500153e-05	2.779113133339292e-04
175	1	-6.518035018718238e-05	2.753212838966133e-04
175	2	-5.338847148269402e-05	3.040118130913555e-04
175	3	-6.466545139083586e-05	3.016390914367313e-04
176	0	-6.518035018718236e-05	2.753212838966133e-04
176	1	-7.681426718243266e-05	2.728411866023583e-04
176	2	-6.466545139083586e-05	3.016390914367313e-04
176	3	-7.606557088401171e-05	2.992948064664148e-04
177	0	-7.681426718243266e-05	2.728411866023583e-04
177	1	-8.849392400010219e-05	2.705379892863483e-04
177	2	-7.606557088401171e-05	2.992948064664148e-04
177	3	-8.753433178408113e-05	2.970469999025492e-04
178	0	-8.849392400010219e-05	2.705379892863483e-04
178	1	-1.001622705903432e-04	2.684276369356002e-04
178	2	-8.753433178408113e-05	2.970469999025492e-04
178	3	-9.902109400840425e-05	2.949330192518298e-04
179	0	-1.001622705903432e-04	2.684276369356002e-04
179	1	-1.117774497715292e-04	2.665027016585278e-04
179	2	-9.902109400840425e-05	2.949330192518298e-04
179	3	-1.104908616045702e-04	2.929606248265544e-04
180	0	-1.117774497715292e-04	2.665027016585278e-04
180	1	-1.233179670585195e-04	2.647364462337066e-04
180	2	-1.104908616045702e-04	2.929606248265544e-04
180	3	-1.219190605229461e-04	2.911214265811413e-04
181	0	-1.233179670585195e-04	2.647364462337066e-04
181	1	-1.347735006164365e-04	2.630958882006327e-04
181	2	-1.219190605229461e-04	2.911214265811413e-04
181	3	-1.332930478916972e-04	2.893943726977981e-04
182	0	-1.347735006164365e-04	2.630958882006327e-04
182	1	-1.461439280441722e-04	2.615435190591844e-04
182	2	-1.332930478916971e-04	2.893943726977981e-04
182	3	-1.446076975750258e-04	2.877528702912084e-04
183	0	-1.461439280441722e-04	2.615435190591844e-04
183	1	-1.574347201096937e-04	2.600419880076265e-04
183	2	-1.446076975750258e-04	2.877528702912084e-04
183	3	-1.558646622311513e-04	2.861671319838391e-04
184	0	-1.574347201096937e-04	2.600419880076265e-04
184	1	-1.686565190549298e-04	2.585548157850231e-04
184	2	-1.558646622311513e-04	2.861671319838391e-04
184	3	-1.670703425560655e-04	2.846080520484899e-04
185	0	-1.686565190549298e-04	2.585548157850231e-04
185	1	-1.798245334782102e-04	2.570489982876239e-04
185	2	-1.670703425560655e-04	2.846080520484899e-04
185	3	-1.782358789007723e-04	2.830499561732399e-04
186	0	-1.798245334782102e-04	2.570489982876239e-04
186	1	-1.909603809418643e-04	2.554975678531809e-04
186	2	-1.782358789007723e-04	2.830499561732399e-04
186	3	-1.893773433116876e-04	2.814753523476760e-04
187	0	0.000000000000000e+00	3.114392859068575e-04
187	1	-1.033705061069135e-05	3.110627563902467e-04
187	2	0.000000000000000e+00	3.365037524555557e-04
187	3	-1.035663931623487e-05	3.361923683161313e-04
188	0	-1.033705061069134e-05	3.110627563902466e-04
188	1	-2.078591571005527e-05	3.099960836026172e-04
188	2	-1.035663931623486e-05	3.361923683161313e-04
188	3	-2.079211858189180e-05	3.352805477809979e-04
189	0	-2.078591571005527e-05	3.099960836026172e-04
189	1	-3.142296509034266e-05	3.083524376498047e-04
189	2	-2.079211858189180e-05	3.352805477809979e-04
189	3	-3.136951550109140e-05	3.338596881444223e-04
190	0	-3.142296509034266e-05	3.083524376498047e-04
190	1	-4.229546970743827e-05	3.062976298132758e-04
190	2	-3.136951550109140e-05	3.338596881444223e-04
190	3	-4.211806125512617e-05	3.320519067342303e-04
191	0	-4.229546970743827e-05	3.062976298132758e-04
191	1	-5.338847148269402e-05	3.040118130913555e-04
191	2	-4.211806125512617e-05	3.320519067342303e-04
191	3	-5.304317479917906e-05	3.299873319010415e-04
192	0	-5.338847148269402e-05	3.040118130913555e-04
192	1	-6.466545139083586e-05	3.016390914367313e-04
192	2	-5.304317479917906e-05	3.299873319010415e-04
192	3	-6.412075378079065e-05	3.277924805626958e-04
193	0	-6.466545139083586e-05	3.016390914367313e-04
193	1	-7.606557088401171e-05	2.992948064664148e-04
193	2	-6.412075378079065e-05	3.277924805626957e-04
193	3	-7.531749676565278e-05	3.255658806544399e-04
194	0	-7.606557088401171e-05	2.992948064664148e-04
194	1	-8.753433178408113e-05	2.970469999025492e-04
194	2	-7.531749676565278e-05	3.255658806544399e-04
194	3	-8.659156448334566e-05	3.233810422825910e-04
195	0	-8.753433178408113e-05	2.970469999025492e-04
195	1	-9.902109400840425e-05	2.949330192518298e-04
195	2	-8.659156448334566e-05	3.233810422825910e-04
195	3	-9.790686300237305e-05	3.212811740537062e-04
196	0	-9.902109400840425e-05	2.949330192518298e-04
196	1	-1.104908616045702e-04	2.929606248265544e-04
196	2	-9.790686300237305e-05	3.212811740537062e-04
196	3	-1.092321231589291e-04	3.192878149111496e-04
197	0	-1.104908616045702e-04	2.929606248265544e-04
197	1	-1.219190605229461e-04	2.911214265811413e-04
197	2	-1.092321231589291e-04	3.192878149111496e-04
197	3	-1.205456334923229e-04	3.174031748177179e-04
198	0	-1.219190605229461e-04	2.911214265811413e-04
198	1	-1.332930478916972e-04	2.893943726977981e-04
198	2	-1.205456334923229e-04	3.174031748177179e-04
198	3	-1.318327256685020e-04	3.156175214864031e-04
199	0	-1.332930478916971e-04	2.893943726977981e-04
199	1	-1.446076975750258e-04	2.877528702912084e-04
199	2	-1.318327256685020e-04	3.156175214864031e-04
199	3	-1.430861061541410e-04	3.139123952172098e-04
200	0	-1.446076975750258e-04	2.877528702912084e-04
200	1	-1.558646622311513e-04	2.861671319838391e-04
200	2	-1.430861061541410e-04	3.139123952172098e-04
200	3	-1.543037717356127e-04	3.122654251886419e-04
201	0	-1.558646622311513e-04	2.861671319838391e-04
201	1	-1.670703425560655e-04	2.846080520484899e-04
201	2	-1.543037717356127e-04	3.122654251886419e-04
201	3	-1.654885250602474e-04	3.106533578884441e-04
202	0	-1.670703425560655e-04	2.846080520484899e-04
202	1	-1.782358789007723e-04	2.830499561732399e-04
202	2	-1.654885250602474e-04	3.106533578884441e-04
202	3	-1.766468892280086e-04	3.090562651837067e-04
203	0	-1.782358789007723e-04	2.830499561732399e-04
203	1	-1.893773433116876e-04	2.814753523476760e-04
203	2	-1.766468892280086e-04	3.090562651837067e-04
203	3	-1.877886948319123e-04	3.074623746056584e-04
204	0	0.000000000000000e+00	3.365037524555557e-04
204	1	-1.035663931623486e-05	3.361923683161313e-04
204	2	0.000000000000000e+00	3.617593205565719e-04
204	3	-1.032741788081899e-05	3.614825739734210e-04
205	0	-1.035663931623486e-05	3.361923683161313e-04
205	1	-2.079211858189180e-05	3.352805477809979e-04
205	2	-1.032741788081898e-05	3.614825739734210e-04
205	3	-2.071257522441912e-05	3.606791763000242e-04
206	0	-2.079211858189180e-05	3.352805477809979e-04
206	1	-3.136951550109140e-05	3.338596881444223e-04
206	2	-2.071257522441912e-05	3.606791763000242e-04
206	3	-3.120240408420379e-05	3.594115952302743e-04
207	0	-3.136951550109140e-05	3.338596881444224e-04
207	1	-4.211806125512617e-05	3.320519067342303e-04
207	2	-3.120240408420379e-05	3.594115952302744e-04
207	3	-4.182702234378628e-05	3.577738083576116e-04
208	0	-4.211806125512617e-05	3.320519067342303e-04
208	1	-5.304317479917906e-05	3.299873319010415e-04
208	2	-4.182702234378628e-05	3.577738083576116e-04
208	3	-5.259398685771281e-05	3.558739599275784e-04
209	0	-5.304317479917906e-05	3.299873319010415e-04
209	1	-6.412075378079066e-05	3.277924805626958e-04
209	2	-5.259398685771281e-05	3.558739599275784e-04
209	3	-6.349563715823861e-05	3.538150615525592e-04
210	0	-6.412075378079065e-05	3.277924805626958e-04
210	1	-7.531749676565278e-05	3.255658806544399e-04
210	2	-6.349563715823859e-05	3.538150615525592e-04
210	3	-7.450946637517818e-05	3.516884992259877e-04
211	0	-7.531749676565278e-05	3.255658806544399e-04
211	1	-8.659156448334567e-05	3.233810422825909e-04
211	2	-7.450946637517818e-05	3.516884992259877e-04
211	3	-8.560944437039884e-05	3.495636461793794e-04
212	0	-8.659156448334567e-05	3.233810422825909e-04
212	1	-9.790686300237301e-05	3.212811740537062e-04
212	2	-8.560944437039884e-05	3.495636461793794e-04
212	3	-9.676721479068750e-05	3.474893918825885e-04
213	0	-9.790686300237301e-05	3.212811740537062e-04
213	1	-1.092321231589291e-04	3.192878149111495e-04
213	2	-9.676721479068750e-05	3.474893918825885e-04
213	3	-1.079585997170175e-04	3.454931518014994e-04
214	0	-1.092321231589291e-04	3.192878149111495e-04
214	1	-1.205456334923229e-04	3.174031748177180e-04
214	2	-1.079585997170175e-04	3.454931518014994e-04
214	3	-1.191633635633358e-04	3.435859944196289e-04
215	0	-1.205456334923229e-04	3.174031748177180e-04
215	1	-1.318327256685020e-04	3.156175214864032e-04
215	2	-1.191633635633358e-04	3.435859944196289e-04
215	3	-1.303672008134497e-04	3.417653228239843e-04
216	0	-1.318327256685020e-04	3.156175214864031e-04
216	1	-1.430861061541410e-04	3.139123952172099e-04
216	2	-1.303672008134497e-04	3.417653228239844e-04
216	3	-1.415606340062568e-04	3.400197619386364e-04
217	0	-1.430861061541410e-04	3.139123952172099e-04
217	1	-1.543037717356127e-04	3.122654251886420e-04
217	2	-1.415606340062568e-04	3.400197619386364e-04
217	3	-1.527390652587047e-04	3.383323489478644e-04
218	0	-1.543037717356127e-04	3.122654251886420e-04
218	1	-1.654885250602474e-04	3.106533578884441e-04
218	2	-1.527390652587047e-04	3.383323489478644e-04
218	3	-1.639016894795479e-04	3.366845246331252e-04
219	0	-1.654885250602474e-04	3.106533578884441e-04
219	1	-1.766468892280086e-04	3.090562651837067e-04
219	2	-1.639016894795479e-04	3.366845246331252e-04
219	3	-1.750507744764847e-04	3.350596587132209e-04
220	0	-1.766468892280086e-04	3.090562651837067e-04
220	1	-1.877886948319123e-04	3.074623746056584e-04
220	2	-1.750507744764847e-04	3.350596587132209e-04
220	3	-1.861900332113235e-04	3.334478494990452e-04
221	0	0.000000000000000e+00	3.617593205565719e-04
221	1	-1.032741788081899e-05	3.614825739734210e-04
221	2	0.000000000000000e+00	3.871314071979935e-04
221	3	-1.024111471763497e-05	3.868814791182197e-04
222	0	-1.032741788081898e-05	3.614825739734210e-04
222	1	-2.071257522441912e-05	3.606791763000242e-04
222	2	-1.024111471763497e-05	3.868814791182196e-04
222	3	-2.052883255880121e-05	3.861483631709322e-04
223	0	-2.071257522441912e-05	3.606791763000242e-04
223	1	-3.120240408420379e-05	3.594115952302743e-04
223	2	-2.052883255880121e-05	3.861483631709322e-04
223	3	-3.090239051575063e-05	3.849850325125989e-04
224	0	-3.120240408420379e-05	3.594115952302744e-04
224	1	-4.182702234378628e-05	3.577738083576116e-04
224	2	-3.090239051575063e-05	3.849850325125990e-04
224	3	-4.138861436946875e-05	3.834681311541210e-04
225	0	-4.182702234378628e-05	3.577738083576116e-04
225	1	-5.259398685771281e-05	3.558739599275784e-04
225	2	-4.138861436946875e-05	3.834681311541210e-04
225	3	-5.200060105792720e-05	3.816868760488613e-04
226	0	-5.259398685771281e-05	3.558739599275784e-04
226	1	-6.349563715823861e-05	3.538150615525592e-04
226	2	-5.200060105792720e-05	3.816868760488613e-04
226	3	-6.273680322420494e-05	3.797327277293062e-04
227	0	-6.349563715823859e-05	3.538150615525592e-04
227	1	-7.450946637517818e-05	3.516884992259877e-04
227	2	-6.273680322420494e-05	3.797327277293062e-04
227	3	-7.358665504477080e-05	3.776874986685923e-04
228	0	-7.450946637517818e-05	3.516884992259877e-04
228	1	-8.560944437039884e-05	3.495636461793794e-04
228	2	-7.358665504477080e-05	3.776874986685923e-04
228	3	-8.453175306711972e-05	3.756189514332800e-04
229	0	-8.560944437039884e-05	3.495636461793794e-04
229	1	-9.676721479068750e-05	3.474893918825885e-04
229	2	-8.453175306711972e-05	3.756189514332800e-04
229	3	-9.555191478507964e-05	3.735762335397755e-04
230	0	-9.676721479068750e-05	3.474893918825885e-04
230	1	-1.079585997170175e-04	3.454931518014994e-04
230	2	-9.555191478507964e-05	3.735762335397755e-04
230	3	-1.066264042553627e-04	3.715912404682039e-04
231	0	-1.079585997170175e-04	3.454931518014994e-04
231	1	-1.191633635633358e-04	3.435859944196289e-04
231	2	-1.066264042553627e-04	3.715912404682039e-04
231	3	-1.177371894688989e-04	3.696794810249802e-04
232	0	-1.191633635633358e-04	3.435859944196289e-04
232	1	-1.303672008134497e-04	3.417653228239843e-04
232	2	-1.177371894688989e-04	3.696794810249802e-04
232	3	-1.288691716176736e-04	3.678438552775795e-04
233	0	-1.303672008134497e-04	3.417653228239844e-04
233	1	-1.415606340062568e-04	3.400197619386364e-04
233	2	-1.288691716176737e-04	3.678438552775795e-04
233	3	-1.400112503351569e-04	3.660775428315832e-04
234	0	-1.415606340062568e-04	3.400197619386364e-04
234	1	-1.527390652587047e-04	3.383323489478644e-04
234	2	-1.400112503351569e-04	3.660775428315832e-04
234	3	-1.511559392789758e-04	3.643678187086761e-04
235	0	-1.527390652587047e-04	3.383323489478644e-04
235	1	-1.639016894795479e-04	3.366845246331252e-04
235	2	-1.511559392789758e-04	3.643678187086761e-04
235	3	-1.622992381643355e-04	3.626991048300361e-04
236	0	-1.639016894795479e-04	3.366845246331252e-04
236	1	-1.750507744764847e-04	3.350596587132209e-04
236	2	-1.622992381643355e-04	3.626991048300361e-04
236	3	-1.734395522430874e-04	3.610562595498213e-04
237	0	-1.750507744764847e-04	3.350596587132209e-04
237	1	-1.861900332113235e-04	3.334478494990452e-04
237	2	-1.734395522430874e-04	3.610562595498213e-04
237	3	-1.845757744496673e-04	3.594277524938011e-04
238	0	0.000000000000000e+00	3.871314071979935e-04
238	1	-1.024111471763497e-05	3.868814791182197e-04
238	2	0.000000000000000e+00	4.125668941402215e-04
238	3	-1.009163045904828e-05	4.123334663239727e-04
239	0	-1.024111471763497e-05	3.868814791182196e-04
239	1	-2.052883255880121e-05	3.861483631709322e-04
239	2	-1.009163045904827e-05	4.123334663239727e-04
239	3	-2.022588484248453e-05	4.116492464562441e-04
240	0	-2.052883255880121e-05	3.861483631709322e-04
240	1	-3.090239051575063e-05	3.849850325125989e-04
240	2	-2.022588484248453e-05	4.116492464562441e-04
240	3	-3.044034690373199e-05	4.105581291499878e-04
241	0	-3.090239051575063e-05	3.849850325125990e-04
241	1	-4.138861436946875e-05	3.834681311541210e-04
241	2	-3.044034690373199e-05	4.105581291499879e-04
241	3	-4.076306112916445e-05	4.091265076229209e-04
242	0	-4.138861436946875e-05	3.834681311541210e-04
242	1	-5.200060105792720e-05	3.816868760488613e-04
242	2	-4.076306112916445e-05	4.091265076229209e-04
242	3	-5.121033036768597e-05	4.074335695063167e-04
243	0	-5.200060105792720e-05	3.816868760488613e-04
243	1	-6.273680322420494e-05	3.797327277293062e-04
243	2	-5.121033036768597e-05	4.074335695063167e-04
243	3	-6.178735770389336e-05	4.055608957864441e-04
244	0	-6.273680322420494e-05	3.797327277293062e-04
244	1	-7.358665504477080e-05	3.776874986685923e-04
244	2	-6.178735770389334e-05	4.055608957864441e-04
244	3	-7.248853299950051e-05	4.035847999937800e-04
245	0	-7.358665504477080e-05	3.776874986685923e-04
245	1	-8.453175306711972e-05	3.756189514332800e-04
245	2	-7.248853299950051e-05	4.035847999937800e-04
245	3	-8.330156734678691e-05	4.015692944411263e-04
246	0	-8.453175306711972e-05	3.756189514332800e-04
246	1	-9.555191478507964e-05	3.735762335397755e-04
246	2	-8.330156734678691e-05	4.015692944411263e-04
246	3	-9.420907605334314e-05	3.995636426565100e-04
247	0	-9.555191478507964e-05	3.735762335397755e-04
247	1	-1.066264042553627e-04	3.715912404682039e-04
247	2	-9.420907605334314e-05	3.995636426565100e-04
247	3	-1.051923019515334e-04	3.976008170161826e-04
248	0	-1.066264042553627e-04	3.715912404682039e-04
248	1	-1.177371894688989e-04	3.696794810249802e-04
248	2	-1.051923019515334e-04	3.976008170161826e-04
248	3	-1.162324807931620e-04	3.956992400582964e-04
249	0	-1.177371894688989e-04	3.696794810249802e-04
249	1	-1.288691716176736e-04	3.678438552775795e-04
249	2	-1.162324807931620e-04	3.956992400582964e-04
249	3	-1.273129584606752e-04	3.938647005554277e-04
250	0	-1.288691716176737e-04	3.678438552775795e-04
250	1	-1.400112503351569e-04	3.660775428315832e-04
250	2	-1.273129584606752e-04	3.938647005554276e-04
250	3	-1.384197668174752e-04	3.920936550073625e-04
251	0	-1.400112503351569e-04	3.660775428315832e-04
251	1	-1.511559392789758e-04	3.643678187086761e-04
251	2	-1.384197668174752e-04	3.920936550073625e-04
251	3	-1.495423595160415e-04	3.903760890781415e-04
252	0	-1.511559392789758e-04	3.643678187086761e-04
252	1	-1.622992381643355e-04	3.626991048300361e-04
252	2	-1.495423595160415e-04	3.903760890781415e-04
252	3	-1.606734112597759e-04	3.886984952438795e-04
253	0	-1.622992381643355e-04	3.626991048300361e-04
253	1	-1.734395522430874e-04	3.610562595498213e-04
253	2	-1.606734112597759e-04	3.886984952438795e-04
253	3	-1.718082262958376e-04	3.870460652613060e-04
254	0	-1.734395522430874e-04	3.610562595498213e-04
254	1	-1.845757744496673e-04	3.594277524938011e-04
254	2	-1.718082262958376e-04	3.870460652613060e-04
254	3	-1.829428758568141e-04	3.854040100881422e-04
255	0	0.000000000000000e+00	4.125668941402215e-04
255	1	-1.009163045904828e-05	4.123334663239727e-04
255	2	0.000000000000000e+00	4.380013096563576e-04
255	3	-9.859793798310617e-06	4.377807506251824e-04
256	0	-1.009163045904827e-05	4.123334663239727e-04
256	1	-2.022588484248453e-05	4.116492464562441e-04
256	2	-9.859793798310615e-06	4.377807506251823e-04
256	3	-1.976747675175463e-05	4.371326424458601e-04
257	0	-2.022588484248453e-05	4.116492464562441e-04
257	1	-3.044034690373199e-05	4.105581291499878e-04
257	2	-1.976747675175463e-05	4.371326424458601e-04
257	3	-2.976560173125248e-05	4.360968240690357e-04
258	0	-3.044034690373199e-05	4.105581291499879e-04
