-1.000000e+00, -1.000000e+00, 5.235564e-01,
-1.000000e+00, -9.591837e-01, 5.238448e-01,
-1.000000e+00, -9.183673e-01, 5.240781e-01,
-1.000000e+00, -8.775510e-01, 5.242552e-01,
-1.000000e+00, -8.367347e-01, 5.243754e-01,
-1.000000e+00, -7.959184e-01, 5.244374e-01,
-1.000000e+00, -7.551020e-01, 5.244405e-01,
-1.000000e+00, -7.142857e-01, 5.243835e-01,
-1.000000e+00, -6.734694e-01, 5.242653e-01,
-1.000000e+00, -6.326531e-01, 5.240851e-01,
-1.000000e+00, -5.918367e-01, 5.238417e-01,
-1.000000e+00, -5.510204e-01, 5.235341e-01,
-1.000000e+00, -5.102041e-01, 5.231611e-01,
-1.000000e+00, -4.693878e-01, 5.227219e-01,
-1.000000e+00, -4.285714e-01, 5.222151e-01,
-1.000000e+00, -3.877551e-01, 5.216399e-01,
-1.000000e+00, -3.469388e-01, 5.209949e-01,
-1.000000e+00, -3.061224e-01, 5.202793e-01,
-1.000000e+00, -2.653061e-01, 5.194917e-01,
-1.000000e+00, -2.244898e-01, 5.186311e-01,
-1.000000e+00, -1.836735e-01, 5.176963e-01,
-1.000000e+00, -1.428571e-01, 5.166862e-01,
-1.000000e+00, -1.020408e-01, 5.155995e-01,
-1.000000e+00, -6.122449e-02, 5.144352e-01,
-1.000000e+00, -2.040816e-02, 5.131921e-01,
-1.000000e+00, 2.040816e-02, 5.118689e-01,
-9.591837e-01, -1.000000e+00, 5.182915e-01,
-9.591837e-01, -9.591837e-01, 5.185910e-01,
-9.591837e-01, -9.183673e-01, 5.188357e-01,
-9.591837e-01, -8.775510e-01, 5.190246e-01,
-9.591837e-01, -8.367347e-01, 5.191567e-01,
-9.591837e-01, -7.959184e-01, 5.192311e-01,
-9.591837e-01, -7.551020e-01, 5.192466e-01,
-9.591837e-01, -7.142857e-01, 5.192024e-01,
-9.591837e-01, -6.734694e-01, 5.190973e-01,
-9.591837e-01, -6.326531e-01, 5.189304e-01,
-9.591837e-01, -5.918367e-01, 5.187005e-01,
-9.591837e-01, -5.510204e-01, 5.184067e-01,
-9.591837e-01, -5.102041e-01, 5.180479e-01,
-9.591837e-01, -4.693878e-01, 5.176229e-01,
-9.591837e-01, -4.285714e-01, 5.171307e-01,
-9.591837e-01, -3.877551e-01, 5.165702e-01,
-9.591837e-01, -3.469388e-01, 5.159402e-01,
-9.591837e-01, -3.061224e-01, 5.152398e-01,
-9.591837e-01, -2.653061e-01, 5.144676e-01,
-9.591837e-01, -2.244898e-01, 5.136227e-01,
-9.591837e-01, -1.836735e-01, 5.127037e-01,
-9.591837e-01, -1.428571e-01, 5.117097e-01,
-9.591837e-01, -1.020408e-01, 5.106394e-01,
-9.591837e-01, -6.122449e-02, 5.094915e-01,
-9.591837e-01, -2.040816e-02, 5.082650e-01,
-9.183673e-01, -1.000000e+00, 5.130314e-01,
-9.183673e-01, -9.591837e-01, 5.133423e-01,
-9.183673e-01, -9.183673e-01, 5.135986e-01,
-9.183673e-01, -8.775510e-01, 5.137993e-01,
-9.183673e-01, -8.367347e-01, 5.139436e-01,
-9.183673e-01, -7.959184e-01, 5.140304e-01,
-9.183673e-01, -7.551020e-01, 5.140587e-01,
-9.183673e-01, -7.142857e-01, 5.140274e-01,
-9.183673e-01, -6.734694e-01, 5.139355e-01,
-9.183673e-01, -6.326531e-01, 5.137821e-01,
-9.183673e-01, -5.918367e-01, 5.135660e-01,
-9.183673e-01, -5.510204e-01, 5.132861e-01,
-9.183673e-01, -5.102041e-01, 5.129415e-01,
-9.183673e-01, -4.693878e-01, 5.125310e-01,
-9.183673e-01, -4.285714e-01, 5.120535e-01,
-9.183673e-01, -3.877551e-01, 5.115080e-01,
-9.183673e-01, -3.469388e-01, 5.108932e-01,
-9.183673e-01, -3.061224e-01, 5.102081e-01,
-9.183673e-01, -2.653061e-01, 5.094516e-01,
-9.183673e-01, -2.244898e-01, 5.086225e-01,
-9.183673e-01, -1.836735e-01, 5.077197e-01,
-9.183673e-01, -1.428571e-01, 5.067419e-01,
-9.183673e-01, -1.020408e-01, 5.056880e-01,
-9.183673e-01, -6.122449e-02, 5.045569e-01,
-9.183673e-01, -2.040816e-02, 5.033472e-01,
-8.775510e-01, -1.000000e+00, 5.077763e-01,
-8.775510e-01, -9.591837e-01, 5.080986e-01,
-8.775510e-01, -9.183673e-01, 5.083667e-01,
-8.775510e-01, -8.775510e-01, 5.085795e-01,
-8.775510e-01, -8.367347e-01, 5.087361e-01,
-8.775510e-01, -7.959184e-01, 5.088355e-01,
-8.775510e-01, -7.551020e-01, 5.088766e-01,
-8.775510e-01, -7.142857e-01, 5.088585e-01,
-8.775510e-01, -6.734694e-01, 5.087801e-01,
-8.775510e-01, -6.326531e-01, 5.086403e-01,
-8.775510e-01, -5.918367e-01, 5.084381e-01,
-8.775510e-01, -5.510204e-01, 5.081724e-01,
-8.775510e-01, -5.102041e-01, 5.078422e-01,
-8.775510e-01, -4.693878e-01, 5.074463e-01,
-8.775510e-01, -4.285714e-01, 5.069837e-01,
-8.775510e-01, -3.877551e-01, 5.064533e-01,
-8.775510e-01, -3.469388e-01, 5.058539e-01,
-8.775510e-01, -3.061224e-01, 5.051845e-01,
-8.775510e-01, -2.653061e-01, 5.044437e-01,
-8.775510e-01, -2.244898e-01, 5.036307e-01,
-8.775510e-01, -1.836735e-01, 5.027441e-01,
-8.775510e-01, -1.428571e-01, 5.017827e-01,
-8.775510e-01, -1.020408e-01, 5.007455e-01,
-8.775510e-01, -6.122449e-02, 4.996313e-01,
-8.775510e-01, -2.040816e-02, 4.984387e-01,
-8.367347e-01, -1.000000e+00, 5.025261e-01,
-8.367347e-01, -9.591837e-01, 5.028601e-01,
-8.367347e-01, -9.183673e-01, 5.031401e-01,
-8.367347e-01, -8.775510e-01, 5.033652e-01,
-8.367347e-01, -8.367347e-01, 5.035343e-01,
-8.367347e-01, -7.959184e-01, 5.036464e-01,
-8.367347e-01, -7.551020e-01, 5.037006e-01,
-8.367347e-01, -7.142857e-01, 5.036958e-01,
-8.367347e-01, -6.734694e-01, 5.036309e-01,
-8.367347e-01, -6.326531e-01, 5.035049e-01,
-8.367347e-01, -5.918367e-01, 5.033168e-01,
-8.367347e-01, -5.510204e-01, 5.030655e-01,
-8.367347e-01, -5.102041e-01, 5.027499e-01,
-8.367347e-01, -4.693878e-01, 5.023689e-01,
-8.367347e-01, -4.285714e-01, 5.019214e-01,
-8.367347e-01, -3.877551e-01, 5.014062e-01,
-8.367347e-01, -3.469388e-01, 5.008224e-01,
-8.367347e-01, -3.061224e-01, 5.001687e-01,
-8.367347e-01, -2.653061e-01, 4.994440e-01,
-8.367347e-01, -2.244898e-01, 4.986472e-01,
-8.367347e-01, -1.836735e-01, 4.977770e-01,
-8.367347e-01, -1.428571e-01, 4.968323e-01,
-8.367347e-01, -1.020408e-01, 4.958120e-01,
-8.367347e-01, -6.122449e-02, 4.947148e-01,
-8.367347e-01, -2.040816e-02, 4.935395e-01,
-7.959184e-01, -1.000000e+00, 4.972809e-01,
-7.959184e-01, -9.591837e-01, 4.976267e-01,
-7.959184e-01, -9.183673e-01, 4.979188e-01,
-7.959184e-01, -8.775510e-01, 4.981563e-01,
-7.959184e-01, -8.367347e-01, 4.983380e-01,
-7.959184e-01, -7.959184e-01, 4.984631e-01,
-7.959184e-01, -7.551020e-01, 4.985305e-01,
-7.959184e-01, -7.142857e-01, 4.985392e-01,
-7.959184e-01, -6.734694e-01, 4.984881e-01,
-7.959184e-01, -6.326531e-01, 4.983761e-01,
-7.959184e-01, -5.918367e-01, 4.982023e-01,
-7.959184e-01, -5.510204e-01, 4.979655e-01,
-7.959184e-01, -5.102041e-01, 4.976646e-01,
-7.959184e-01, -4.693878e-01, 4.972987e-01,
-7.959184e-01, -4.285714e-01, 4.968664e-01,
-7.959184e-01, -3.877551e-01, 4.963668e-01,
-7.959184e-01, -3.469388e-01, 4.957987e-01,
-7.959184e-01, -3.061224e-01, 4.951610e-01,
-7.959184e-01, -2.653061e-01, 4.944525e-01,
-7.959184e-01, -2.244898e-01, 4.936721e-01,
-7.959184e-01, -1.836735e-01, 4.928185e-01,
-7.959184e-01, -1.428571e-01, 4.918907e-01,
-7.959184e-01, -1.020408e-01, 4.908874e-01,
-7.959184e-01, -6.122449e-02, 4.898075e-01,
-7.959184e-01, -2.040816e-02, 4.886497e-01,
-7.551020e-01, -1.000000e+00, 4.920408e-01,
-7.551020e-01, -9.591837e-01, 4.923985e-01,
-7.551020e-01, -9.183673e-01, 4.927029e-01,
-7.551020e-01, -8.775510e-01, 4.929529e-01,
-7.551020e-01, -8.367347e-01, 4.931475e-01,
-7.551020e-01, -7.959184e-01, 4.932857e-01,
-7.551020e-01, -7.551020e-01, 4.933665e-01,
-7.551020e-01, -7.142857e-01, 4.933888e-01,
-7.551020e-01, -6.734694e-01, 4.933516e-01,
-7.551020e-01, -6.326531e-01, 4.932539e-01,
-7.551020e-01, -5.918367e-01, 4.930945e-01,
